construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4
3666	cut	cap	first	Complete.1000.20.67.gexf	1000	999000	2	1	[999, 999, 999, 999]	9990	9952	9952	inf	1	0	0	0	0	[9990, 9952]	Complete	1000	20	67	gexf
3667	cut	cap	first	Complete.1000.20.67.gexf	1000	999000	3	2	[999, 999, 999, 999]	9990	9933	9933	inf	1	0	0	0	0	[9990, 9933]	Complete	1000	20	67	gexf
3668	cut	cap	first	Complete.1000.20.67.gexf	1000	999000	5	3	[999, 999, 999, 999]	9990	9895	9895	inf	1	0	0	0	0	[9990, 9895]	Complete	1000	20	67	gexf
3669	cut	cap	first	Complete.1000.20.67.gexf	1000	999000	10	4	[999, 999, 999, 999]	9990	9800	9800	inf	1	0	0	0	0	[9990, 9800]	Complete	1000	20	67	gexf
3670	cut	cap	first	Complete.1000.20.67.gexf	1000	999000	50	5	[999, 999, 999, 999]	9990	9048	9048	inf	1	0	0	0	0	[9990, 9048]	Complete	1000	20	67	gexf
3671	cut	cap	first	Complete.1000.1.68.gexf	1000	999000	2	1	[999, 999, 999, 999]	496.898249579678	494.898427823573	494.8984278235728	inf	1	0	0	0	0	[496.89824957967835, 494.8984278235728]	Complete	1000	1	68	gexf
3672	cut	cap	first	Complete.1000.1.68.gexf	1000	999000	3	2	[999, 999, 999, 999]	496.898249579678	493.898534486647	493.89853448664735	inf	1	0	0	0	0	[496.89824957967835, 493.89853448664735]	Complete	1000	1	68	gexf
3673	cut	cap	first	Complete.1000.1.68.gexf	1000	999000	5	3	[999, 999, 999, 999]	496.898249579678	491.901351801479	491.90135180147865	inf	1	0	0	0	0	[496.89824957967835, 491.90135180147865]	Complete	1000	1	68	gexf
3674	cut	cap	first	Complete.1000.1.68.gexf	1000	999000	10	4	[999, 999, 999, 999]	496.898249579678	486.953183590406	486.95318359040647	inf	1	0	0	0	0	[496.89824957967835, 486.95318359040647]	Complete	1000	1	68	gexf
3675	cut	cap	first	Complete.1000.1.68.gexf	1000	999000	50	5	[999, 999, 999, 999]	496.898249579678	448.419203961777	448.4192039617774	inf	1	0	0	0	0	[496.89824957967835, 448.4192039617774]	Complete	1000	1	68	gexf
3676	cut	cap	first	Complete.1000.20.68.gexf	1000	999000	2	1	[999, 999, 999, 999]	9754	9716	9716	inf	1	0	0	0	0	[9754, 9716]	Complete	1000	20	68	gexf
3677	cut	cap	first	Complete.1000.20.68.gexf	1000	999000	3	2	[999, 999, 999, 999]	9754	9697	9697	inf	1	0	0	0	0	[9754, 9697]	Complete	1000	20	68	gexf
3678	cut	cap	first	Complete.1000.20.68.gexf	1000	999000	5	3	[999, 999, 999, 999]	9754	9659	9659	inf	1	0	0	0	0	[9754, 9659]	Complete	1000	20	68	gexf
3679	cut	cap	first	Complete.1000.20.68.gexf	1000	999000	10	4	[999, 999, 999, 999]	9754	9564	9564	inf	1	0	0	0	0	[9754, 9564]	Complete	1000	20	68	gexf
3680	cut	cap	first	Complete.1000.20.68.gexf	1000	999000	50	5	[999, 999, 999, 999]	9754	8812	8812	inf	1	0	0	0	0	[9754, 8812]	Complete	1000	20	68	gexf
3681	cut	cap	first	Complete.1000.1.69.gexf	1000	999000	2	1	[999, 999, 999, 999]	500.339284742715	498.340332943579	498.34033294357886	inf	1	0	0	0	0	[500.3392847427147, 498.34033294357886]	Complete	1000	1	69	gexf
3682	cut	cap	first	Complete.1000.1.69.gexf	1000	999000	3	2	[999, 999, 999, 999]	500.339284742715	497.343372397303	497.3433723973026	inf	1	0	0	0	0	[500.3392847427147, 497.3433723973026]	Complete	1000	1	69	gexf
3683	cut	cap	first	Complete.1000.1.69.gexf	1000	999000	5	3	[999, 999, 999, 999]	500.339284742715	495.355713477803	495.3557134778035	inf	1	0	0	0	0	[500.3392847427147, 495.3557134778035]	Complete	1000	1	69	gexf
3684	cut	cap	first	Complete.1000.1.69.gexf	1000	999000	10	4	[999, 999, 999, 999]	500.339284742715	490.406146575032	490.40614657503164	inf	1	0	0	0	0	[500.3392847427147, 490.40614657503164]	Complete	1000	1	69	gexf
3685	cut	cap	first	Complete.1000.1.69.gexf	1000	999000	50	5	[999, 999, 999, 999]	500.339284742715	451.656999869307	451.6569998693065	inf	1	0	0	0	0	[500.3392847427147, 451.6569998693065]	Complete	1000	1	69	gexf
3686	cut	cap	first	Complete.1000.20.69.gexf	1000	999000	2	1	[999, 999, 999, 999]	9911	9873	9873	inf	1	0	0	0	0	[9911, 9873]	Complete	1000	20	69	gexf
3687	cut	cap	first	Complete.1000.20.69.gexf	1000	999000	3	2	[999, 999, 999, 999]	9911	9854	9854	inf	1	0	0	0	0	[9911, 9854]	Complete	1000	20	69	gexf
3688	cut	cap	first	Complete.1000.20.69.gexf	1000	999000	5	3	[999, 999, 999, 999]	9911	9816	9816	inf	1	0	0	0	0	[9911, 9816]	Complete	1000	20	69	gexf
3689	cut	cap	first	Complete.1000.20.69.gexf	1000	999000	10	4	[999, 999, 999, 999]	9911	9721	9721	inf	1	0	0	0	0	[9911, 9721]	Complete	1000	20	69	gexf
3690	cut	cap	first	Complete.1000.20.69.gexf	1000	999000	50	5	[999, 999, 999, 999]	9911	8961	8961	inf	1	0	0	0	0	[9911, 8961]	Complete	1000	20	69	gexf
3691	cut	cap	first	Complete.1000.1.70.gexf	1000	999000	2	1	[999, 999, 999, 999]	495.358005928915	493.362577555299	493.3625775552991	inf	1	0	0	0	0	[495.35800592891513, 493.3625775552991]	Complete	1000	1	70	gexf
3692	cut	cap	first	Complete.1000.1.70.gexf	1000	999000	3	2	[999, 999, 999, 999]	495.358005928915	492.365221848255	492.3652218482545	inf	1	0	0	0	0	[495.35800592891513, 492.3652218482545]	Complete	1000	1	70	gexf
3693	cut	cap	first	Complete.1000.1.70.gexf	1000	999000	5	3	[999, 999, 999, 999]	495.358005928915	490.37562212598	490.3756221259805	inf	1	0	0	0	0	[495.35800592891513, 490.3756221259805]	Complete	1000	1	70	gexf
3694	cut	cap	first	Complete.1000.1.70.gexf	1000	999000	10	4	[999, 999, 999, 999]	495.358005928915	485.411440610238	485.41144061023834	inf	1	0	0	0	0	[495.35800592891513, 485.41144061023834]	Complete	1000	1	70	gexf
3695	cut	cap	first	Complete.1000.1.70.gexf	1000	999000	50	5	[999, 999, 999, 999]	495.358005928915	446.684719911839	446.6847199118391	inf	1	0	0	0	0	[495.35800592891513, 446.6847199118391]	Complete	1000	1	70	gexf
3696	cut	cap	first	Complete.1000.20.70.gexf	1000	999000	2	1	[999, 999, 999, 999]	10083	10045	10045	inf	1	0	0	0	0	[10083, 10045]	Complete	1000	20	70	gexf
3697	cut	cap	first	Complete.1000.20.70.gexf	1000	999000	3	2	[999, 999, 999, 999]	10083	10026	10026	inf	1	0	0	0	0	[10083, 10026]	Complete	1000	20	70	gexf
3698	cut	cap	first	Complete.1000.20.70.gexf	1000	999000	5	3	[999, 999, 999, 999]	10083	9988	9988	inf	1	0	0	0	0	[10083, 9988]	Complete	1000	20	70	gexf
3699	cut	cap	first	Complete.1000.20.70.gexf	1000	999000	10	4	[999, 999, 999, 999]	10083	9893	9893	inf	1	0	0	0	0	[10083, 9893]	Complete	1000	20	70	gexf
3700	cut	cap	first	Complete.1000.20.70.gexf	1000	999000	50	5	[999, 999, 999, 999]	10083	9133	9133	inf	1	0	0	0	0	[10083, 9133]	Complete	1000	20	70	gexf
3701	cut	cap	first	Complete.1000.1.71.gexf	1000	999000	2	1	[999, 999, 999, 999]	489.303507456962	487.310728692298	487.31072869229786	inf	1	0	0	0	0	[489.30350745696165, 487.31072869229786]	Complete	1000	1	71	gexf
3702	cut	cap	first	Complete.1000.1.71.gexf	1000	999000	3	2	[999, 999, 999, 999]	489.303507456962	486.314991543356	486.314991543356	inf	1	0	0	0	0	[489.30350745696165, 486.314991543356]	Complete	1000	1	71	gexf
3703	cut	cap	first	Complete.1000.1.71.gexf	1000	999000	5	3	[999, 999, 999, 999]	489.303507456962	484.328429216804	484.328429216804	inf	1	0	0	0	0	[489.30350745696165, 484.328429216804]	Complete	1000	1	71	gexf
3704	cut	cap	first	Complete.1000.1.71.gexf	1000	999000	10	4	[999, 999, 999, 999]	489.303507456962	479.382102328087	479.3821023280866	inf	1	0	0	0	0	[489.30350745696165, 479.3821023280866]	Complete	1000	1	71	gexf
3705	cut	cap	first	Complete.1000.1.71.gexf	1000	999000	50	5	[999, 999, 999, 999]	489.303507456962	440.79625151167	440.79625151167045	inf	1	0	0	0	0	[489.30350745696165, 440.79625151167045]	Complete	1000	1	71	gexf
3706	cut	cap	first	Complete.1000.20.71.gexf	1000	999000	2	1	[999, 999, 999, 999]	9950	9912	9912	inf	1	0	0	0	0	[9950, 9912]	Complete	1000	20	71	gexf
3707	cut	cap	first	Complete.1000.20.71.gexf	1000	999000	3	2	[999, 999, 999, 999]	9950	9893	9893	inf	1	0	0	0	0	[9950, 9893]	Complete	1000	20	71	gexf
3708	cut	cap	first	Complete.1000.20.71.gexf	1000	999000	5	3	[999, 999, 999, 999]	9950	9855	9855	inf	1	0	0	0	0	[9950, 9855]	Complete	1000	20	71	gexf
3709	cut	cap	first	Complete.1000.20.71.gexf	1000	999000	10	4	[999, 999, 999, 999]	9950	9760	9760	inf	1	0	0	0	0	[9950, 9760]	Complete	1000	20	71	gexf
3710	cut	cap	first	Complete.1000.20.71.gexf	1000	999000	50	5	[999, 999, 999, 999]	9950	9000	9000	inf	1	0	0	0	0	[9950, 9000]	Complete	1000	20	71	gexf
3711	cut	cap	first	Complete.1000.1.72.gexf	1000	999000	2	1	[999, 999, 999, 999]	491.890645140192	489.891467743528	489.89146774352804	inf	1	0	0	0	0	[491.89064514019213, 489.89146774352804]	Complete	1000	1	72	gexf
3712	cut	cap	first	Complete.1000.1.72.gexf	1000	999000	3	2	[999, 999, 999, 999]	491.890645140192	488.895318914979	488.8953189149795	inf	1	0	0	0	0	[491.89064514019213, 488.8953189149795]	Complete	1000	1	72	gexf
3713	cut	cap	first	Complete.1000.1.72.gexf	1000	999000	5	3	[999, 999, 999, 999]	491.890645140192	486.908919064654	486.9089190646537	inf	1	0	0	0	0	[491.89064514019213, 486.9089190646537]	Complete	1000	1	72	gexf
3714	cut	cap	first	Complete.1000.1.72.gexf	1000	999000	10	4	[999, 999, 999, 999]	491.890645140192	481.971733349663	481.9717333496627	inf	1	0	0	0	0	[491.89064514019213, 481.9717333496627]	Complete	1000	1	72	gexf
3715	cut	cap	first	Complete.1000.1.72.gexf	1000	999000	50	5	[999, 999, 999, 999]	491.890645140192	443.534644600648	443.5346446006478	inf	1	0	0	0	0	[491.89064514019213, 443.5346446006478]	Complete	1000	1	72	gexf
3716	cut	cap	first	Complete.1000.20.72.gexf	1000	999000	2	1	[999, 999, 999, 999]	9798	9760	9760	inf	1	0	0	0	0	[9798, 9760]	Complete	1000	20	72	gexf
3717	cut	cap	first	Complete.1000.20.72.gexf	1000	999000	3	2	[999, 999, 999, 999]	9798	9741	9741	inf	1	0	0	0	0	[9798, 9741]	Complete	1000	20	72	gexf
3718	cut	cap	first	Complete.1000.20.72.gexf	1000	999000	5	3	[999, 999, 999, 999]	9798	9703	9703	inf	1	0	0	0	0	[9798, 9703]	Complete	1000	20	72	gexf
3719	cut	cap	first	Complete.1000.20.72.gexf	1000	999000	10	4	[999, 999, 999, 999]	9798	9608	9608	inf	1	0	0	0	0	[9798, 9608]	Complete	1000	20	72	gexf
3720	cut	cap	first	Complete.1000.20.72.gexf	1000	999000	50	5	[999, 999, 999, 999]	9798	8851	8851	inf	1	0	0	0	0	[9798, 8851]	Complete	1000	20	72	gexf
3721	cut	cap	first	Complete.1000.1.73.gexf	1000	999000	2	1	[999, 999, 999, 999]	490.519177372759	488.520630091514	488.5206300915138	inf	1	0	0	0	0	[490.51917737275915, 488.5206300915138]	Complete	1000	1	73	gexf
3722	cut	cap	first	Complete.1000.1.73.gexf	1000	999000	3	2	[999, 999, 999, 999]	490.519177372759	487.524412277867	487.52441227786653	inf	1	0	0	0	0	[490.51917737275915, 487.52441227786653]	Complete	1000	1	73	gexf
3723	cut	cap	first	Complete.1000.1.73.gexf	1000	999000	5	3	[999, 999, 999, 999]	490.519177372759	485.534283096821	485.53428309682147	inf	1	0	0	0	0	[490.51917737275915, 485.53428309682147]	Complete	1000	1	73	gexf
3724	cut	cap	first	Complete.1000.1.73.gexf	1000	999000	10	4	[999, 999, 999, 999]	490.519177372759	480.572327811055	480.57232781105535	inf	1	0	0	0	0	[490.51917737275915, 480.57232781105535]	Complete	1000	1	73	gexf
3725	cut	cap	first	Complete.1000.1.73.gexf	1000	999000	50	5	[999, 999, 999, 999]	490.519177372759	441.687702737113	441.6877027371131	inf	1	0	0	0	0	[490.51917737275915, 441.6877027371131]	Complete	1000	1	73	gexf
3726	cut	cap	first	Complete.1000.20.73.gexf	1000	999000	2	1	[999, 999, 999, 999]	9831	9793	9793	inf	1	0	0	0	0	[9831, 9793]	Complete	1000	20	73	gexf
3727	cut	cap	first	Complete.1000.20.73.gexf	1000	999000	3	2	[999, 999, 999, 999]	9831	9774	9774	inf	1	0	0	0	0	[9831, 9774]	Complete	1000	20	73	gexf
3728	cut	cap	first	Complete.1000.20.73.gexf	1000	999000	5	3	[999, 999, 999, 999]	9831	9736	9736	inf	1	0	0	0	0	[9831, 9736]	Complete	1000	20	73	gexf
3729	cut	cap	first	Complete.1000.20.73.gexf	1000	999000	10	4	[999, 999, 999, 999]	9831	9641	9641	inf	1	0	0	0	0	[9831, 9641]	Complete	1000	20	73	gexf
3730	cut	cap	first	Complete.1000.20.73.gexf	1000	999000	50	5	[999, 999, 999, 999]	9831	8885	8885	inf	1	0	0	0	0	[9831, 8885]	Complete	1000	20	73	gexf
3731	cut	cap	first	Complete.1000.1.74.gexf	1000	999000	2	1	[999, 999, 999, 999]	514.0562529709	512.06060914514	512.0606091451396	inf	1	0	0	0	0	[514.0562529708995, 512.0606091451396]	Complete	1000	1	74	gexf
3732	cut	cap	first	Complete.1000.1.74.gexf	1000	999000	3	2	[999, 999, 999, 999]	514.0562529709	511.063140626526	511.0631406265259	inf	1	0	0	0	0	[514.0562529708995, 511.0631406265259]	Complete	1000	1	74	gexf
3733	cut	cap	first	Complete.1000.1.74.gexf	1000	999000	5	3	[999, 999, 999, 999]	514.0562529709	509.074732281902	509.0747322819023	inf	1	0	0	0	0	[514.0562529708995, 509.0747322819023]	Complete	1000	1	74	gexf
3734	cut	cap	first	Complete.1000.1.74.gexf	1000	999000	10	4	[999, 999, 999, 999]	514.0562529709	504.120837064386	504.12083706438597	inf	1	0	0	0	0	[514.0562529708995, 504.12083706438597]	Complete	1000	1	74	gexf
3735	cut	cap	first	Complete.1000.1.74.gexf	1000	999000	50	5	[999, 999, 999, 999]	514.0562529709	465.142610853347	465.1426108533474	inf	1	0	0	0	0	[514.0562529708995, 465.1426108533474]	Complete	1000	1	74	gexf
3736	cut	cap	first	Complete.1000.20.74.gexf	1000	999000	2	1	[999, 999, 999, 999]	9994	9956	9956	inf	1	0	0	0	0	[9994, 9956]	Complete	1000	20	74	gexf
3737	cut	cap	first	Complete.1000.20.74.gexf	1000	999000	3	2	[999, 999, 999, 999]	9994	9937	9937	inf	1	0	0	0	0	[9994, 9937]	Complete	1000	20	74	gexf
3738	cut	cap	first	Complete.1000.20.74.gexf	1000	999000	5	3	[999, 999, 999, 999]	9994	9899	9899	inf	1	0	0	0	0	[9994, 9899]	Complete	1000	20	74	gexf
3739	cut	cap	first	Complete.1000.20.74.gexf	1000	999000	10	4	[999, 999, 999, 999]	9994	9804	9804	inf	1	0	0	0	0	[9994, 9804]	Complete	1000	20	74	gexf
3740	cut	cap	first	Complete.1000.20.74.gexf	1000	999000	50	5	[999, 999, 999, 999]	9994	9048	9048	inf	1	0	0	0	0	[9994, 9048]	Complete	1000	20	74	gexf
3741	cut	cap	first	Complete.1000.1.75.gexf	1000	999000	2	1	[999, 999, 999, 999]	508.350501564937	506.351061030888	506.3510610308884	inf	1	0	0	0	0	[508.3505015649373, 506.3510610308884]	Complete	1000	1	75	gexf
3742	cut	cap	first	Complete.1000.1.75.gexf	1000	999000	3	2	[999, 999, 999, 999]	508.350501564937	505.353206314225	505.3532063142255	inf	1	0	0	0	0	[508.3505015649373, 505.3532063142255]	Complete	1000	1	75	gexf
3743	cut	cap	first	Complete.1000.1.75.gexf	1000	999000	5	3	[999, 999, 999, 999]	508.350501564937	503.358121229237	503.3581212292373	inf	1	0	0	0	0	[508.3505015649373, 503.3581212292373]	Complete	1000	1	75	gexf
3744	cut	cap	first	Complete.1000.1.75.gexf	1000	999000	10	4	[999, 999, 999, 999]	508.350501564937	498.374748089813	498.3747480898128	inf	1	0	0	0	0	[508.3505015649373, 498.3747480898128]	Complete	1000	1	75	gexf
3745	cut	cap	first	Complete.1000.1.75.gexf	1000	999000	50	5	[999, 999, 999, 999]	508.350501564937	459.36927648963	459.36927648963	inf	1	0	0	0	0	[508.3505015649373, 459.36927648963]	Complete	1000	1	75	gexf
3746	cut	cap	first	Complete.1000.20.75.gexf	1000	999000	2	1	[999, 999, 999, 999]	9983	9945	9945	inf	1	0	0	0	0	[9983, 9945]	Complete	1000	20	75	gexf
3747	cut	cap	first	Complete.1000.20.75.gexf	1000	999000	3	2	[999, 999, 999, 999]	9983	9926	9926	inf	1	0	0	0	0	[9983, 9926]	Complete	1000	20	75	gexf
3748	cut	cap	first	Complete.1000.20.75.gexf	1000	999000	5	3	[999, 999, 999, 999]	9983	9888	9888	inf	1	0	0	0	0	[9983, 9888]	Complete	1000	20	75	gexf
3749	cut	cap	first	Complete.1000.20.75.gexf	1000	999000	10	4	[999, 999, 999, 999]	9983	9793	9793	inf	1	0	0	0	0	[9983, 9793]	Complete	1000	20	75	gexf
3750	cut	cap	first	Complete.1000.20.75.gexf	1000	999000	50	5	[999, 999, 999, 999]	9983	9037	9037	inf	1	0	0	0	0	[9983, 9037]	Complete	1000	20	75	gexf
3751	cut	cap	first	Complete.1000.1.76.gexf	1000	999000	2	1	[999, 999, 999, 999]	510.073664656416	508.07846278573	508.07846278573004	inf	1	0	0	0	0	[510.07366465641593, 508.07846278573004]	Complete	1000	1	76	gexf
3752	cut	cap	first	Complete.1000.1.76.gexf	1000	999000	3	2	[999, 999, 999, 999]	510.073664656416	507.08133148315	507.08133148314965	inf	1	0	0	0	0	[510.07366465641593, 507.08133148314965]	Complete	1000	1	76	gexf
3753	cut	cap	first	Complete.1000.1.76.gexf	1000	999000	5	3	[999, 999, 999, 999]	510.073664656416	505.087890418926	505.0878904189264	inf	1	0	0	0	0	[510.07366465641593, 505.0878904189264]	Complete	1000	1	76	gexf
3754	cut	cap	first	Complete.1000.1.76.gexf	1000	999000	10	4	[999, 999, 999, 999]	510.073664656416	500.113277773254	500.11327777325437	inf	1	0	0	0	0	[510.07366465641593, 500.11327777325437]	Complete	1000	1	76	gexf
3755	cut	cap	first	Complete.1000.1.76.gexf	1000	999000	50	5	[999, 999, 999, 999]	510.073664656416	461.023948879281	461.02394887928136	inf	1	0	0	0	0	[510.07366465641593, 461.02394887928136]	Complete	1000	1	76	gexf
3756	cut	cap	first	Complete.1000.20.76.gexf	1000	999000	2	1	[999, 999, 999, 999]	9776	9738	9738	inf	1	0	0	0	0	[9776, 9738]	Complete	1000	20	76	gexf
3757	cut	cap	first	Complete.1000.20.76.gexf	1000	999000	3	2	[999, 999, 999, 999]	9776	9719	9719	inf	1	0	0	0	0	[9776, 9719]	Complete	1000	20	76	gexf
3758	cut	cap	first	Complete.1000.20.76.gexf	1000	999000	5	3	[999, 999, 999, 999]	9776	9681	9681	inf	1	0	0	0	0	[9776, 9681]	Complete	1000	20	76	gexf
3759	cut	cap	first	Complete.1000.20.76.gexf	1000	999000	10	4	[999, 999, 999, 999]	9776	9586	9586	inf	1	0	0	0	0	[9776, 9586]	Complete	1000	20	76	gexf
3760	cut	cap	first	Complete.1000.20.76.gexf	1000	999000	50	5	[999, 999, 999, 999]	9776	8826	8826	inf	1	0	0	0	0	[9776, 8826]	Complete	1000	20	76	gexf
3761	cut	cap	first	Complete.1000.1.77.gexf	1000	999000	2	1	[999, 999, 999, 999]	489.734182299579	487.735890582865	487.7358905828649	inf	1	0	0	0	0	[489.7341822995792, 487.7358905828649]	Complete	1000	1	77	gexf
3762	cut	cap	first	Complete.1000.1.77.gexf	1000	999000	3	2	[999, 999, 999, 999]	489.734182299579	486.739863067561	486.73986306756103	inf	1	0	0	0	0	[489.7341822995792, 486.73986306756103]	Complete	1000	1	77	gexf
3763	cut	cap	first	Complete.1000.1.77.gexf	1000	999000	5	3	[999, 999, 999, 999]	489.734182299579	484.751911477897	484.7519114778966	inf	1	0	0	0	0	[489.7341822995792, 484.7519114778966]	Complete	1000	1	77	gexf
3764	cut	cap	first	Complete.1000.1.77.gexf	1000	999000	10	4	[999, 999, 999, 999]	489.734182299579	479.794636003324	479.7946360033236	inf	1	0	0	0	0	[489.7341822995792, 479.7946360033236]	Complete	1000	1	77	gexf
3765	cut	cap	first	Complete.1000.1.77.gexf	1000	999000	50	5	[999, 999, 999, 999]	489.734182299579	441.209213110934	441.209213110934	inf	1	0	0	0	0	[489.7341822995792, 441.209213110934]	Complete	1000	1	77	gexf
3766	cut	cap	first	Complete.1000.20.77.gexf	1000	999000	2	1	[999, 999, 999, 999]	9779	9741	9741	inf	1	0	0	0	0	[9779, 9741]	Complete	1000	20	77	gexf
3767	cut	cap	first	Complete.1000.20.77.gexf	1000	999000	3	2	[999, 999, 999, 999]	9779	9722	9722	inf	1	0	0	0	0	[9779, 9722]	Complete	1000	20	77	gexf
3768	cut	cap	first	Complete.1000.20.77.gexf	1000	999000	5	3	[999, 999, 999, 999]	9779	9684	9684	inf	1	0	0	0	0	[9779, 9684]	Complete	1000	20	77	gexf
3769	cut	cap	first	Complete.1000.20.77.gexf	1000	999000	10	4	[999, 999, 999, 999]	9779	9589	9589	inf	1	0	0	0	0	[9779, 9589]	Complete	1000	20	77	gexf
3770	cut	cap	first	Complete.1000.20.77.gexf	1000	999000	50	5	[999, 999, 999, 999]	9779	8831	8831	inf	1	0	0	0	0	[9779, 8831]	Complete	1000	20	77	gexf
3771	cut	cap	first	Complete.1000.1.78.gexf	1000	999000	2	1	[999, 999, 999, 999]	490.340057499738	488.340416278357	488.340416278357	inf	1	0	0	0	0	[490.34005749973784, 488.340416278357]	Complete	1000	1	78	gexf
3772	cut	cap	first	Complete.1000.1.78.gexf	1000	999000	3	2	[999, 999, 999, 999]	490.340057499738	487.341793337925	487.3417933379255	inf	1	0	0	0	0	[490.34005749973784, 487.3417933379255]	Complete	1000	1	78	gexf
3773	cut	cap	first	Complete.1000.1.78.gexf	1000	999000	5	3	[999, 999, 999, 999]	490.340057499738	485.359125612018	485.35912561201764	inf	1	0	0	0	0	[490.34005749973784, 485.35912561201764]	Complete	1000	1	78	gexf
3774	cut	cap	first	Complete.1000.1.78.gexf	1000	999000	10	4	[999, 999, 999, 999]	490.340057499738	480.433480904644	480.4334809046438	inf	1	0	0	0	0	[490.34005749973784, 480.4334809046438]	Complete	1000	1	78	gexf
3775	cut	cap	first	Complete.1000.1.78.gexf	1000	999000	50	5	[999, 999, 999, 999]	490.340057499738	441.813924916351	441.81392491635125	inf	1	0	0	0	0	[490.34005749973784, 441.81392491635125]	Complete	1000	1	78	gexf
3776	cut	cap	first	Complete.1000.20.78.gexf	1000	999000	2	1	[999, 999, 999, 999]	9845	9807	9807	inf	1	0	0	0	0	[9845, 9807]	Complete	1000	20	78	gexf
3777	cut	cap	first	Complete.1000.20.78.gexf	1000	999000	3	2	[999, 999, 999, 999]	9845	9788	9788	inf	1	0	0	0	0	[9845, 9788]	Complete	1000	20	78	gexf
3778	cut	cap	first	Complete.1000.20.78.gexf	1000	999000	5	3	[999, 999, 999, 999]	9845	9750	9750	inf	1	0	0	0	0	[9845, 9750]	Complete	1000	20	78	gexf
3779	cut	cap	first	Complete.1000.20.78.gexf	1000	999000	10	4	[999, 999, 999, 999]	9845	9655	9655	inf	1	0	0	0	0	[9845, 9655]	Complete	1000	20	78	gexf
3780	cut	cap	first	Complete.1000.20.78.gexf	1000	999000	50	5	[999, 999, 999, 999]	9845	8898	8898	inf	1	0	0	0	0	[9845, 8898]	Complete	1000	20	78	gexf
3781	cut	cap	first	Complete.1000.1.79.gexf	1000	999000	2	1	[999, 999, 999, 999]	486.77558654038	484.779241374724	484.77924137472394	inf	1	0	0	0	0	[486.77558654037995, 484.77924137472394]	Complete	1000	1	79	gexf
3782	cut	cap	first	Complete.1000.1.79.gexf	1000	999000	3	2	[999, 999, 999, 999]	486.77558654038	483.781853126807	483.78185312680716	inf	1	0	0	0	0	[486.77558654037995, 483.78185312680716]	Complete	1000	1	79	gexf
3783	cut	cap	first	Complete.1000.1.79.gexf	1000	999000	5	3	[999, 999, 999, 999]	486.77558654038	481.78814662149	481.7881466214902	inf	1	0	0	0	0	[486.77558654037995, 481.7881466214902]	Complete	1000	1	79	gexf
3784	cut	cap	first	Complete.1000.1.79.gexf	1000	999000	10	4	[999, 999, 999, 999]	486.77558654038	476.827853106466	476.8278531064664	inf	1	0	0	0	0	[486.77558654037995, 476.8278531064664]	Complete	1000	1	79	gexf
3785	cut	cap	first	Complete.1000.1.79.gexf	1000	999000	50	5	[999, 999, 999, 999]	486.77558654038	438.15125337143	438.15125337142996	inf	1	0	0	0	0	[486.77558654037995, 438.15125337142996]	Complete	1000	1	79	gexf
3786	cut	cap	first	Complete.1000.20.79.gexf	1000	999000	2	1	[999, 999, 999, 999]	10106	10068	10068	inf	1	0	0	0	0	[10106, 10068]	Complete	1000	20	79	gexf
3787	cut	cap	first	Complete.1000.20.79.gexf	1000	999000	3	2	[999, 999, 999, 999]	10106	10049	10049	inf	1	0	0	0	0	[10106, 10049]	Complete	1000	20	79	gexf
3788	cut	cap	first	Complete.1000.20.79.gexf	1000	999000	5	3	[999, 999, 999, 999]	10106	10011	10011	inf	1	0	0	0	0	[10106, 10011]	Complete	1000	20	79	gexf
3789	cut	cap	first	Complete.1000.20.79.gexf	1000	999000	10	4	[999, 999, 999, 999]	10106	9916	9916	inf	1	0	0	0	0	[10106, 9916]	Complete	1000	20	79	gexf
3790	cut	cap	first	Complete.1000.20.79.gexf	1000	999000	50	5	[999, 999, 999, 999]	10106	9156	9156	inf	1	0	0	0	0	[10106, 9156]	Complete	1000	20	79	gexf
3791	cut	cap	first	Complete.1000.1.80.gexf	1000	999000	2	1	[999, 999, 999, 999]	492.122151047317	490.1245699726	490.12456997260017	inf	1	0	0	0	0	[492.12215104731746, 490.12456997260017]	Complete	1000	1	80	gexf
3792	cut	cap	first	Complete.1000.1.80.gexf	1000	999000	3	2	[999, 999, 999, 999]	492.122151047317	489.127158402349	489.1271584023495	inf	1	0	0	0	0	[492.12215104731746, 489.1271584023495]	Complete	1000	1	80	gexf
3793	cut	cap	first	Complete.1000.1.80.gexf	1000	999000	5	3	[999, 999, 999, 999]	492.122151047317	487.13278600301	487.1327860030098	inf	1	0	0	0	0	[492.12215104731746, 487.1327860030098]	Complete	1000	1	80	gexf
3794	cut	cap	first	Complete.1000.1.80.gexf	1000	999000	10	4	[999, 999, 999, 999]	492.122151047317	482.171661140341	482.1716611403408	inf	1	0	0	0	0	[492.12215104731746, 482.1716611403408]	Complete	1000	1	80	gexf
3795	cut	cap	first	Complete.1000.1.80.gexf	1000	999000	50	5	[999, 999, 999, 999]	492.122151047317	443.473780209555	443.4737802095546	inf	1	0	0	0	0	[492.12215104731746, 443.4737802095546]	Complete	1000	1	80	gexf
