construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
3009	cut	cap	first	Complete.500.20.51.gexf	500	249500	10	4	[499, 499, 499, 499]	4968	4778	4778	inf	2	0	0	0	0	[4968, 4778]	Complete	500	20	51	gexf	4968	1.03976559229803	0.5
3010	cut	cap	first	Complete.500.20.51.gexf	500	249500	50	5	[499, 499, 499, 499]	4968	4044	4044	inf	3	0	0	0	0	[4968, 4044]	Complete	500	20	51	gexf	4968	1.22848664688427	0.5
3011	cut	cap	first	Complete.500.1.52.gexf	500	249500	2	1	[499, 499, 499, 499]	250.345807320289	248.3508140906	248.35081409060032	inf	2	0	0	0	0	[250.34580732028897, 248.35081409060032]	Complete	500	1	52	gexf	250.345807320289	1.00803296432506	0
3012	cut	cap	first	Complete.500.1.52.gexf	500	249500	3	2	[499, 499, 499, 499]	250.345807320289	247.356704401998	247.35670440199837	inf	3	0	0	0	0	[250.34580732028897, 247.35670440199837]	Complete	500	1	52	gexf	250.345807320289	1.01208417991142	0.5
3013	cut	cap	first	Complete.500.1.52.gexf	500	249500	5	3	[499, 499, 499, 499]	250.345807320289	245.369081781561	245.36908178156122	inf	1	0	0	0	0	[250.34580732028897, 245.36908178156122]	Complete	500	1	52	gexf	250.345807320289	1.02028261059867	0
3014	cut	cap	first	Complete.500.1.52.gexf	500	249500	10	4	[499, 499, 499, 499]	250.345807320289	240.438294619955	240.43829461995531	inf	2	0	0	0	0	[250.34580732028897, 240.43829461995531]	Complete	500	1	52	gexf	250.345807320289	1.0412060512906	0
3015	cut	cap	first	Complete.500.1.52.gexf	500	249500	50	5	[499, 499, 499, 499]	250.345807320289	202.883304645858	202.8833046458577	inf	2	0	0	0	0	[250.34580732028897, 202.8833046458577]	Complete	500	1	52	gexf	250.345807320289	1.23393991317955	0
3016	cut	cap	first	Complete.500.20.52.gexf	500	249500	2	1	[499, 499, 499, 499]	4939	4901	4901	inf	2	0	0	0	0	[4939, 4901]	Complete	500	20	52	gexf	4939	1.00775351968986	0.5
3017	cut	cap	first	Complete.500.20.52.gexf	500	249500	3	2	[499, 499, 499, 499]	4939	4882	4882	inf	2	0	0	0	0	[4939, 4882]	Complete	500	20	52	gexf	4939	1.01167554281032	0.5
3018	cut	cap	first	Complete.500.20.52.gexf	500	249500	5	3	[499, 499, 499, 499]	4939	4844	4844	inf	2	0	0	0	0	[4939, 4844]	Complete	500	20	52	gexf	4939	1.01961189099917	0.5
3019	cut	cap	first	Complete.500.20.52.gexf	500	249500	10	4	[499, 499, 499, 499]	4939	4749	4749	inf	2	0	0	0	0	[4939, 4749]	Complete	500	20	52	gexf	4939	1.04000842282586	0.5
3020	cut	cap	first	Complete.500.20.52.gexf	500	249500	50	5	[499, 499, 499, 499]	4939	4005	4005	inf	3	0	0	0	0	[4939, 4005]	Complete	500	20	52	gexf	4939	1.23320848938826	0.5
3021	cut	cap	first	Complete.500.1.53.gexf	500	249500	2	1	[499, 499, 499, 499]	242.84689996439	240.856337174082	240.8563371740822	inf	2	0	0	0	0	[242.84689996438993, 240.8563371740822]	Complete	500	1	53	gexf	242.84689996439	1.00826452321605	0.5
3022	cut	cap	first	Complete.500.1.53.gexf	500	249500	3	2	[499, 499, 499, 499]	242.84689996439	239.862351543432	239.86235154343177	inf	1	0	0	0	0	[242.84689996438993, 239.86235154343177]	Complete	500	1	53	gexf	242.84689996439	1.01244275477895	0.5
3023	cut	cap	first	Complete.500.1.53.gexf	500	249500	5	3	[499, 499, 499, 499]	242.84689996439	237.884831505166	237.8848315051663	inf	2	0	0	0	0	[242.84689996438993, 237.8848315051663]	Complete	500	1	53	gexf	242.84689996439	1.02085912089404	0.5
3024	cut	cap	first	Complete.500.1.53.gexf	500	249500	10	4	[499, 499, 499, 499]	242.84689996439	232.974201823299	232.97420182329907	inf	1	0	0	0	0	[242.84689996438993, 232.97420182329907]	Complete	500	1	53	gexf	242.84689996439	1.04237678705979	0.5
3025	cut	cap	first	Complete.500.1.53.gexf	500	249500	50	5	[499, 499, 499, 499]	242.84689996439	195.530044965665	195.53004496566462	inf	5	0	0	0	0	[242.84689996438993, 195.53004496566462]	Complete	500	1	53	gexf	242.84689996439	1.24199275874475	0.5
3026	cut	cap	first	Complete.500.20.53.gexf	500	249500	2	1	[499, 499, 499, 499]	4986	4948	4948	inf	2	0	0	0	0	[4986, 4948]	Complete	500	20	53	gexf	4986	1.00767987065481	0.5
3027	cut	cap	first	Complete.500.20.53.gexf	500	249500	3	2	[499, 499, 499, 499]	4986	4929	4929	inf	2	0	0	0	0	[4986, 4929]	Complete	500	20	53	gexf	4986	1.01156421180767	0.5
3028	cut	cap	first	Complete.500.20.53.gexf	500	249500	5	3	[499, 499, 499, 499]	4986	4891	4891	inf	2	0	0	0	0	[4986, 4891]	Complete	500	20	53	gexf	4986	1.01942343079125	0.5
3029	cut	cap	first	Complete.500.20.53.gexf	500	249500	10	4	[499, 499, 499, 499]	4986	4796	4796	inf	2	0	0	0	0	[4986, 4796]	Complete	500	20	53	gexf	4986	1.0396163469558	0.5
3030	cut	cap	first	Complete.500.20.53.gexf	500	249500	50	5	[499, 499, 499, 499]	4986	4064	4064	inf	3	0	0	0	0	[4986, 4064]	Complete	500	20	53	gexf	4986	1.22687007874016	0.5
3031	cut	cap	first	Complete.500.1.54.gexf	500	249500	2	1	[499, 499, 499, 499]	245.523814075497	243.524679837613	243.52467983761312	inf	1	0	0	0	0	[245.52381407549652, 243.52467983761312]	Complete	500	1	54	gexf	245.523814075496	1.00820916483379	0.5
3032	cut	cap	first	Complete.500.1.54.gexf	500	249500	3	2	[499, 499, 499, 499]	245.523814075497	242.525938113873	242.5259381138734	inf	2	0	0	0	0	[245.52381407549652, 242.5259381138734]	Complete	500	1	54	gexf	245.523814075496	1.01236105294525	0.5
3033	cut	cap	first	Complete.500.1.54.gexf	500	249500	5	3	[499, 499, 499, 499]	245.523814075497	240.538073055643	240.53807305564325	inf	2	0	0	0	0	[245.52381407549652, 240.53807305564325]	Complete	500	1	54	gexf	245.523814075496	1.02072745057162	0.5
3034	cut	cap	first	Complete.500.1.54.gexf	500	249500	10	4	[499, 499, 499, 499]	245.523814075497	235.594414215969	235.59441421596895	inf	2	0	0	0	0	[245.52381407549652, 235.59441421596895]	Complete	500	1	54	gexf	245.523814075496	1.04214615992731	0
3035	cut	cap	first	Complete.500.1.54.gexf	500	249500	50	5	[499, 499, 499, 499]	245.523814075497	198.157444612697	198.15744461269713	inf	2	0	0	0	0	[245.52381407549652, 198.15744461269713]	Complete	500	1	54	gexf	245.523814075496	1.23903401436861	0.5
3036	cut	cap	first	Complete.500.20.54.gexf	500	249500	2	1	[499, 499, 499, 499]	4920	4882	4882	inf	2	0	0	0	0	[4920, 4882]	Complete	500	20	54	gexf	4920	1.00778369520688	0.5
3037	cut	cap	first	Complete.500.20.54.gexf	500	249500	3	2	[499, 499, 499, 499]	4920	4863	4863	inf	2	0	0	0	0	[4920, 4863]	Complete	500	20	54	gexf	4920	1.01172115977791	0.5
3038	cut	cap	first	Complete.500.20.54.gexf	500	249500	5	3	[499, 499, 499, 499]	4920	4825	4825	inf	2	0	0	0	0	[4920, 4825]	Complete	500	20	54	gexf	4920	1.01968911917098	0.5
3039	cut	cap	first	Complete.500.20.54.gexf	500	249500	10	4	[499, 499, 499, 499]	4920	4730	4730	inf	2	0	0	0	0	[4920, 4730]	Complete	500	20	54	gexf	4920	1.04016913319239	0.5
3040	cut	cap	first	Complete.500.20.54.gexf	500	249500	50	5	[499, 499, 499, 499]	4920	3982	3982	inf	2	0	0	0	0	[4920, 3982]	Complete	500	20	54	gexf	4920	1.23556002009041	0.5
3041	cut	cap	first	Complete.500.1.55.gexf	500	249500	2	1	[499, 499, 499, 499]	249.611465876485	247.61441148627	247.61441148626974	inf	1	0	0	0	0	[249.61146587648474, 247.61441148626974]	Complete	500	1	55	gexf	249.611465876485	1.00806517834817	0.5
3042	cut	cap	first	Complete.500.1.55.gexf	500	249500	3	2	[499, 499, 499, 499]	249.611465876485	246.616694217863	246.61669421786272	inf	1	0	0	0	0	[249.61146587648474, 246.61669421786272]	Complete	500	1	55	gexf	249.611465876485	1.01214342633259	0.5
3043	cut	cap	first	Complete.500.1.55.gexf	500	249500	5	3	[499, 499, 499, 499]	249.611465876485	244.624623573275	244.6246235732754	inf	2	0	0	0	0	[249.61146587648474, 244.6246235732754]	Complete	500	1	55	gexf	249.611465876485	1.02038569229199	0.5
3044	cut	cap	first	Complete.500.1.55.gexf	500	249500	10	4	[499, 499, 499, 499]	249.611465876485	239.712314546176	239.71231454617578	inf	2	0	0	0	0	[249.61146587648474, 239.71231454617578]	Complete	500	1	55	gexf	249.611465876485	1.04129596491131	0.5
3045	cut	cap	first	Complete.500.1.55.gexf	500	249500	50	5	[499, 499, 499, 499]	249.611465876485	202.426853727551	202.4268537275509	inf	2	0	0	0	0	[249.61146587648474, 202.4268537275509]	Complete	500	1	55	gexf	249.611465876485	1.23309462791157	0.5
3046	cut	cap	first	Complete.500.20.55.gexf	500	249500	2	1	[499, 499, 499, 499]	4901	4863	4863	inf	2	0	0	0	0	[4901, 4863]	Complete	500	20	55	gexf	4901	1.00781410651861	0.5
3047	cut	cap	first	Complete.500.20.55.gexf	500	249500	3	2	[499, 499, 499, 499]	4901	4844	4844	inf	2	0	0	0	0	[4901, 4844]	Complete	500	20	55	gexf	4901	1.0117671345995	0.5
3048	cut	cap	first	Complete.500.20.55.gexf	500	249500	5	3	[499, 499, 499, 499]	4901	4806	4806	inf	2	0	0	0	0	[4901, 4806]	Complete	500	20	55	gexf	4901	1.01976695796921	0.5
3049	cut	cap	first	Complete.500.20.55.gexf	500	249500	10	4	[499, 499, 499, 499]	4901	4711	4711	inf	2	0	0	0	0	[4901, 4711]	Complete	500	20	55	gexf	4901	1.04033113988537	0.5
3050	cut	cap	first	Complete.500.20.55.gexf	500	249500	50	5	[499, 499, 499, 499]	4901	3965	3965	inf	2	0	0	0	0	[4901, 3965]	Complete	500	20	55	gexf	4901	1.23606557377049	0.5
3051	cut	cap	first	Complete.500.1.56.gexf	500	249500	2	1	[499, 499, 499, 499]	238.588395101713	236.592410618668	236.59241061866814	inf	2	0	0	0	0	[238.58839510171273, 236.59241061866814]	Complete	500	1	56	gexf	238.588395101712	1.00843638423492	0.5
3052	cut	cap	first	Complete.500.1.56.gexf	500	249500	3	2	[499, 499, 499, 499]	238.588395101713	235.598360028798	235.59836002879786	inf	2	0	0	0	0	[238.58839510171273, 235.59836002879786]	Complete	500	1	56	gexf	238.588395101712	1.01269123890569	0.5
3053	cut	cap	first	Complete.500.1.56.gexf	500	249500	5	3	[499, 499, 499, 499]	238.588395101713	233.613973091816	233.61397309181552	inf	1	0	0	0	0	[238.58839510171273, 233.61397309181552]	Complete	500	1	56	gexf	238.588395101712	1.02129334107914	0.5
3054	cut	cap	first	Complete.500.1.56.gexf	500	249500	10	4	[499, 499, 499, 499]	238.588395101713	228.693749388103	228.69374938810302	inf	2	0	0	0	0	[238.58839510171273, 228.69374938810302]	Complete	500	1	56	gexf	238.588395101712	1.04326592108479	0.5
3055	cut	cap	first	Complete.500.1.56.gexf	500	249500	50	5	[499, 499, 499, 499]	238.588395101713	191.73844889393	191.73844889393004	inf	2	0	0	0	0	[238.58839510171273, 191.73844889393004]	Complete	500	1	56	gexf	238.588395101712	1.24434299160154	0.5
3056	cut	cap	first	Complete.500.20.56.gexf	500	249500	2	1	[499, 499, 499, 499]	4727	4689	4689	inf	2	0	0	0	0	[4727, 4689]	Complete	500	20	56	gexf	4727	1.00810407336319	0.5
3057	cut	cap	first	Complete.500.20.56.gexf	500	249500	3	2	[499, 499, 499, 499]	4727	4670	4670	inf	2	0	0	0	0	[4727, 4670]	Complete	500	20	56	gexf	4727	1.01220556745182	0.5
3058	cut	cap	first	Complete.500.20.56.gexf	500	249500	5	3	[499, 499, 499, 499]	4727	4632	4632	inf	2	0	0	0	0	[4727, 4632]	Complete	500	20	56	gexf	4727	1.02050949913644	0.5
3059	cut	cap	first	Complete.500.20.56.gexf	500	249500	10	4	[499, 499, 499, 499]	4727	4537	4537	inf	2	0	0	0	0	[4727, 4537]	Complete	500	20	56	gexf	4727	1.04187789288076	0.5
3060	cut	cap	first	Complete.500.20.56.gexf	500	249500	50	5	[499, 499, 499, 499]	4727	3812	3812	inf	1	0	0	0	0	[4727, 3812]	Complete	500	20	56	gexf	4727	1.2400314795383	0.5
3061	cut	cap	first	Complete.500.1.57.gexf	500	249500	2	1	[499, 499, 499, 499]	240.381856302714	238.387802067454	238.3878020674536	inf	2	0	0	0	0	[240.38185630271434, 238.3878020674536]	Complete	500	1	57	gexf	240.381856302714	1.00836474944593	0.5
3062	cut	cap	first	Complete.500.1.57.gexf	500	249500	3	2	[499, 499, 499, 499]	240.381856302714	237.392346492514	237.3923464925141	inf	1	0	0	0	0	[240.38185630271434, 237.3923464925141]	Complete	500	1	57	gexf	240.381856302714	1.01259311790953	0.5
3063	cut	cap	first	Complete.500.1.57.gexf	500	249500	5	3	[499, 499, 499, 499]	240.381856302714	235.405728618068	235.40572861806837	inf	1	0	0	0	0	[240.38185630271434, 235.40572861806837]	Complete	500	1	57	gexf	240.381856302714	1.02113851567614	0.5
3064	cut	cap	first	Complete.500.1.57.gexf	500	249500	10	4	[499, 499, 499, 499]	240.381856302714	230.466796450191	230.46679645019063	inf	2	0	0	0	0	[240.38185630271434, 230.46679645019063]	Complete	500	1	57	gexf	240.381856302714	1.04302164131772	0.5
3065	cut	cap	first	Complete.500.1.57.gexf	500	249500	50	5	[499, 499, 499, 499]	240.381856302714	192.990165138385	192.99016513838544	inf	1	0	0	0	0	[240.38185630271434, 192.99016513838544]	Complete	500	1	57	gexf	240.381856302714	1.24556531743649	0.5
3066	cut	cap	first	Complete.500.20.57.gexf	500	249500	2	1	[499, 499, 499, 499]	4985	4947	4947	inf	2	0	0	0	0	[4985, 4947]	Complete	500	20	57	gexf	4985	1.0076814230847	0.5
3067	cut	cap	first	Complete.500.20.57.gexf	500	249500	3	2	[499, 499, 499, 499]	4985	4928	4928	inf	2	0	0	0	0	[4985, 4928]	Complete	500	20	57	gexf	4985	1.01156655844156	0.5
3068	cut	cap	first	Complete.500.20.57.gexf	500	249500	5	3	[499, 499, 499, 499]	4985	4890	4890	inf	2	0	0	0	0	[4985, 4890]	Complete	500	20	57	gexf	4985	1.01942740286299	0.5
3069	cut	cap	first	Complete.500.20.57.gexf	500	249500	10	4	[499, 499, 499, 499]	4985	4795	4795	inf	2	0	0	0	0	[4985, 4795]	Complete	500	20	57	gexf	4985	1.03962460896767	0.5
3070	cut	cap	first	Complete.500.20.57.gexf	500	249500	50	5	[499, 499, 499, 499]	4985	4057	4057	inf	3	0	0	0	0	[4985, 4057]	Complete	500	20	57	gexf	4985	1.22874044860735	0.5
3071	cut	cap	first	Complete.500.1.58.gexf	500	249500	2	1	[499, 499, 499, 499]	238.923413694752	236.926226056628	236.92622605662757	inf	2	0	0	0	0	[238.92341369475213, 236.92622605662757]	Complete	500	1	58	gexf	238.923413694752	1.00842957603878	0
3072	cut	cap	first	Complete.500.1.58.gexf	500	249500	3	2	[499, 499, 499, 499]	238.923413694752	235.930055990986	235.9300559909863	inf	2	0	0	0	0	[238.92341369475213, 235.9300559909863]	Complete	500	1	58	gexf	238.923413694752	1.01268747930904	0
3073	cut	cap	first	Complete.500.1.58.gexf	500	249500	5	3	[499, 499, 499, 499]	238.923413694752	233.946333799581	233.94633379958066	inf	1	0	0	0	0	[238.92341369475213, 233.94633379958066]	Complete	500	1	58	gexf	238.923413694752	1.02127445134248	0
3074	cut	cap	first	Complete.500.1.58.gexf	500	249500	10	4	[499, 499, 499, 499]	238.923413694752	229.020311166532	229.0203111665318	inf	1	0	0	0	0	[238.92341369475213, 229.0203111665318]	Complete	500	1	58	gexf	238.923413694752	1.04324115392988	0.5
3075	cut	cap	first	Complete.500.1.58.gexf	500	249500	50	5	[499, 499, 499, 499]	238.923413694752	191.482280567759	191.48228056775898	inf	2	0	0	0	0	[238.92341369475213, 191.48228056775898]	Complete	500	1	58	gexf	238.923413694752	1.24775730154418	0
3076	cut	cap	first	Complete.500.20.58.gexf	500	249500	2	1	[499, 499, 499, 499]	4936	4898	4898	inf	2	0	0	0	0	[4936, 4898]	Complete	500	20	58	gexf	4936	1.00775826868109	0.5
3077	cut	cap	first	Complete.500.20.58.gexf	500	249500	3	2	[499, 499, 499, 499]	4936	4879	4879	inf	2	0	0	0	0	[4936, 4879]	Complete	500	20	58	gexf	4936	1.01168272186924	0.5
3078	cut	cap	first	Complete.500.20.58.gexf	500	249500	5	3	[499, 499, 499, 499]	4936	4841	4841	inf	2	0	0	0	0	[4936, 4841]	Complete	500	20	58	gexf	4936	1.01962404461888	0.5
3079	cut	cap	first	Complete.500.20.58.gexf	500	249500	10	4	[499, 499, 499, 499]	4936	4746	4746	inf	2	0	0	0	0	[4936, 4746]	Complete	500	20	58	gexf	4936	1.04003371260008	0.5
3080	cut	cap	first	Complete.500.20.58.gexf	500	249500	50	5	[499, 499, 499, 499]	4936	4016	4016	inf	2	0	0	0	0	[4936, 4016]	Complete	500	20	58	gexf	4936	1.22908366533865	0.5
3081	cut	cap	first	Complete.500.1.59.gexf	500	249500	2	1	[499, 499, 499, 499]	247.791253799449	245.796288015	245.7962880150001	inf	2	0	0	0	0	[247.79125379944932, 245.7962880150001]	Complete	500	1	59	gexf	247.791253799449	1.00811633812927	0
3082	cut	cap	first	Complete.500.1.59.gexf	500	249500	3	2	[499, 499, 499, 499]	247.791253799449	244.801158722861	244.80115872286115	inf	2	0	0	0	0	[247.79125379944932, 244.80115872286115]	Complete	500	1	59	gexf	247.791253799449	1.01221438285745	0
3083	cut	cap	first	Complete.500.1.59.gexf	500	249500	5	3	[499, 499, 499, 499]	247.791253799449	242.814206129785	242.81420612978533	inf	2	0	0	0	0	[247.79125379944932, 242.81420612978533]	Complete	500	1	59	gexf	247.791253799449	1.02049734959496	0.5
3084	cut	cap	first	Complete.500.1.59.gexf	500	249500	10	4	[499, 499, 499, 499]	247.791253799449	237.887259585708	237.8872595857081	inf	1	0	0	0	0	[247.79125379944932, 237.8872595857081]	Complete	500	1	59	gexf	247.791253799449	1.04163314265333	0.5
3085	cut	cap	first	Complete.500.1.59.gexf	500	249500	50	5	[499, 499, 499, 499]	247.791253799449	200.261051154694	200.26105115469355	inf	2	0	0	0	0	[247.79125379944932, 200.26105115469355]	Complete	500	1	59	gexf	247.791253799449	1.23734122222319	0
3086	cut	cap	first	Complete.500.20.59.gexf	500	249500	2	1	[499, 499, 499, 499]	4729	4691	4691	inf	2	0	0	0	0	[4729, 4691]	Complete	500	20	59	gexf	4729	1.00810061820507	0.5
3087	cut	cap	first	Complete.500.20.59.gexf	500	249500	3	2	[499, 499, 499, 499]	4729	4672	4672	inf	2	0	0	0	0	[4729, 4672]	Complete	500	20	59	gexf	4729	1.01220034246575	0.5
3088	cut	cap	first	Complete.500.20.59.gexf	500	249500	5	3	[499, 499, 499, 499]	4729	4634	4634	inf	2	0	0	0	0	[4729, 4634]	Complete	500	20	59	gexf	4729	1.02050064738886	0.5
3089	cut	cap	first	Complete.500.20.59.gexf	500	249500	10	4	[499, 499, 499, 499]	4729	4539	4539	inf	2	0	0	0	0	[4729, 4539]	Complete	500	20	59	gexf	4729	1.04185944040538	0.5
3090	cut	cap	first	Complete.500.20.59.gexf	500	249500	50	5	[499, 499, 499, 499]	4729	3810	3810	inf	3	0	0	0	0	[4729, 3810]	Complete	500	20	59	gexf	4729	1.24120734908136	0.5
3091	cut	cap	first	Complete.500.1.60.gexf	500	249500	2	1	[499, 499, 499, 499]	241.794118580644	239.798307311114	239.79830731111397	inf	3	0	0	0	0	[241.79411858064353, 239.79830731111397]	Complete	500	1	60	gexf	241.794118580643	1.00832287471879	0.5
3092	cut	cap	first	Complete.500.1.60.gexf	500	249500	3	2	[499, 499, 499, 499]	241.794118580644	238.802685479778	238.80268547977786	inf	1	0	0	0	0	[241.79411858064353, 238.80268547977786]	Complete	500	1	60	gexf	241.794118580643	1.01252679841039	0.5
3093	cut	cap	first	Complete.500.1.60.gexf	500	249500	5	3	[499, 499, 499, 499]	241.794118580644	236.819419155616	236.81941915561646	inf	2	0	0	0	0	[241.79411858064353, 236.81941915561646]	Complete	500	1	60	gexf	241.794118580643	1.02100629856607	0
3094	cut	cap	first	Complete.500.1.60.gexf	500	249500	10	4	[499, 499, 499, 499]	241.794118580644	231.892948365685	231.89294836568524	inf	2	0	0	0	0	[241.79411858064353, 231.89294836568524]	Complete	500	1	60	gexf	241.794118580643	1.0426971595503	0
3095	cut	cap	first	Complete.500.1.60.gexf	500	249500	50	5	[499, 499, 499, 499]	241.794118580644	193.929979639257	193.92997963925737	inf	2	0	0	0	0	[241.79411858064353, 193.92997963925737]	Complete	500	1	60	gexf	241.794118580643	1.24681144725752	0
3096	cut	cap	first	Complete.500.20.60.gexf	500	249500	2	1	[499, 499, 499, 499]	4901	4863	4863	inf	2	0	0	0	0	[4901, 4863]	Complete	500	20	60	gexf	4901	1.00781410651861	0.5
3097	cut	cap	first	Complete.500.20.60.gexf	500	249500	3	2	[499, 499, 499, 499]	4901	4844	4844	inf	1	0	0	0	0	[4901, 4844]	Complete	500	20	60	gexf	4901	1.0117671345995	0.5
3098	cut	cap	first	Complete.500.20.60.gexf	500	249500	5	3	[499, 499, 499, 499]	4901	4806	4806	inf	2	0	0	0	0	[4901, 4806]	Complete	500	20	60	gexf	4901	1.01976695796921	0.5
3099	cut	cap	first	Complete.500.20.60.gexf	500	249500	10	4	[499, 499, 499, 499]	4901	4711	4711	inf	2	0	0	0	0	[4901, 4711]	Complete	500	20	60	gexf	4901	1.04033113988537	0.5
3100	cut	cap	first	Complete.500.20.60.gexf	500	249500	50	5	[499, 499, 499, 499]	4901	3976	3976	inf	2	0	0	0	0	[4901, 3976]	Complete	500	20	60	gexf	4901	1.23264587525151	0.5
3101	cut	cap	first	Complete.500.1.61.gexf	500	249500	2	1	[499, 499, 499, 499]	236.566470121855	234.570068411398	234.57006841139798	inf	2	0	0	0	0	[236.56647012185468, 234.57006841139798]	Complete	500	1	61	gexf	236.566470121855	1.00851089708068	0.5
3102	cut	cap	first	Complete.500.1.61.gexf	500	249500	3	2	[499, 499, 499, 499]	236.566470121855	233.573671605569	233.573671605569	inf	1	0	0	0	0	[236.56647012185468, 233.573671605569]	Complete	500	1	61	gexf	236.566470121855	1.01281308161024	0.5
3103	cut	cap	first	Complete.500.1.61.gexf	500	249500	5	3	[499, 499, 499, 499]	236.566470121855	231.582185184135	231.5821851841351	inf	1	0	0	0	0	[236.56647012185468, 231.5821851841351]	Complete	500	1	61	gexf	236.566470121855	1.0215227476749	0.5
3104	cut	cap	first	Complete.500.1.61.gexf	500	249500	10	4	[499, 499, 499, 499]	236.566470121855	226.636702680621	226.6367026806212	inf	1	0	0	0	0	[236.56647012185468, 226.6367026806212]	Complete	500	1	61	gexf	236.566470121855	1.04381358943095	0.5
3105	cut	cap	first	Complete.500.1.61.gexf	500	249500	50	5	[499, 499, 499, 499]	236.566470121855	189.441479746646	189.44147974664597	inf	2	0	0	0	0	[236.56647012185468, 189.44147974664597]	Complete	500	1	61	gexf	236.566470121855	1.2487575077973	0.5
3106	cut	cap	first	Complete.500.20.61.gexf	500	249500	2	1	[499, 499, 499, 499]	5187	5149	5149	inf	2	0	0	0	0	[5187, 5149]	Complete	500	20	61	gexf	5187	1.00738007380074	0.5
3107	cut	cap	first	Complete.500.20.61.gexf	500	249500	3	2	[499, 499, 499, 499]	5187	5130	5130	inf	2	0	0	0	0	[5187, 5130]	Complete	500	20	61	gexf	5187	1.01111111111111	0.5
3108	cut	cap	first	Complete.500.20.61.gexf	500	249500	5	3	[499, 499, 499, 499]	5187	5092	5092	inf	2	0	0	0	0	[5187, 5092]	Complete	500	20	61	gexf	5187	1.01865671641791	0.5
3109	cut	cap	first	Complete.500.20.61.gexf	500	249500	10	4	[499, 499, 499, 499]	5187	4997	4997	inf	2	0	0	0	0	[5187, 4997]	Complete	500	20	61	gexf	5187	1.03802281368821	0.5
3110	cut	cap	first	Complete.500.20.61.gexf	500	249500	50	5	[499, 499, 499, 499]	5187	4264	4264	inf	2	0	0	0	0	[5187, 4264]	Complete	500	20	61	gexf	5187	1.21646341463415	0.5
3111	cut	cap	first	Complete.500.1.62.gexf	500	249500	2	1	[499, 499, 499, 499]	255.018124581398	253.019013071788	253.01901307178827	inf	2	0	0	0	0	[255.0181245813979, 253.01901307178827]	Complete	500	1	62	gexf	255.018124581398	1.00790103275378	0.5
3112	cut	cap	first	Complete.500.1.62.gexf	500	249500	3	2	[499, 499, 499, 499]	255.018124581398	252.022385723451	252.02238572345075	inf	2	0	0	0	0	[255.0181245813979, 252.02238572345075]	Complete	500	1	62	gexf	255.018124581398	1.01188679668017	0.5
