construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
2893	cut	cap	first	Complete.100.1.90.gexf	100	9900	5	3	[99, 99, 99, 99]	46.1566536742046	41.6084649563474	41.60846495634742	inf	30	0	0	0	0	[46.15665367420465, 41.60846495634742]	Complete	100	1	90	gexf	46.1566536742046	1.10930921682953	0.5
2894	cut	cap	first	Complete.100.1.90.gexf	100	9900	10	4	[99, 99, 99, 99]	46.1566536742046	37.2905936369572	37.29059363695722	inf	42	0	0	0	0	[46.15665367420465, 37.29059363695722]	Complete	100	1	90	gexf	46.1566536742046	1.23775593715571	0.5
2895	cut	cap	first	Complete.100.1.90.gexf	100	9900	50	5	[99, 99, 99, 99]	46.1566536742046	11.2626323300118	11.262632330011844	inf	43	0	0	0	0	[46.15665367420465, 11.262632330011844]	Complete	100	1	90	gexf	46.0901932629878	4.09231091919515	0.5
2896	cut	cap	first	Complete.100.20.90.gexf	100	9900	2	1	[99, 99, 99, 99]	937	900	900	inf	43	0	0	0	0	[937, 900]	Complete	100	20	90	gexf	937	1.04111111111111	0.5
2897	cut	cap	first	Complete.100.20.90.gexf	100	9900	3	2	[99, 99, 99, 99]	937	882	882	inf	39	0	0	0	0	[937, 882]	Complete	100	20	90	gexf	937	1.06235827664399	0.5
2898	cut	cap	first	Complete.100.20.90.gexf	100	9900	5	3	[99, 99, 99, 99]	937	846	846	inf	72	0	0	0	0	[937, 846]	Complete	100	20	90	gexf	937	1.10756501182033	0.5
2899	cut	cap	first	Complete.100.20.90.gexf	100	9900	10	4	[99, 99, 99, 99]	937	756	756	inf	44	0	0	0	0	[937, 756]	Complete	100	20	90	gexf	937	1.23941798941799	0.5
2900	cut	cap	first	Complete.100.20.90.gexf	100	9900	50	5	[99, 99, 99, 99]	937	228	228	inf	56	0	0	0	0	[937, 228]	Complete	100	20	90	gexf	936.36	4.10684210526316	0.5
2901	cut	cap	first	Complete.100.1.91.gexf	100	9900	2	1	[99, 99, 99, 99]	49.9000694673238	47.9216108051872	47.921610805187235	inf	42	0	0	0	0	[49.90006946732383, 47.921610805187235]	Complete	100	1	91	gexf	49.9000694673239	1.04128531217741	0.5
2902	cut	cap	first	Complete.100.1.91.gexf	100	9900	3	2	[99, 99, 99, 99]	49.9000694673238	46.9473640668446	46.94736406684459	inf	26	0	0	0	0	[49.90006946732383, 46.94736406684459]	Complete	100	1	91	gexf	49.9000694673239	1.06289395494655	0.5
2903	cut	cap	first	Complete.100.1.91.gexf	100	9900	5	3	[99, 99, 99, 99]	49.9000694673238	45.0090324808323	45.00903248083226	inf	53	0	0	0	0	[49.90006946732383, 45.00903248083226]	Complete	100	1	91	gexf	49.9000694673239	1.10866789879508	0.5
2904	cut	cap	first	Complete.100.1.91.gexf	100	9900	10	4	[99, 99, 99, 99]	49.9000694673238	40.2306675996284	40.23066759962844	inf	54	0	0	0	0	[49.90006946732383, 40.23066759962844]	Complete	100	1	91	gexf	49.9000694673239	1.24034902835629	0.5
2905	cut	cap	first	Complete.100.1.91.gexf	100	9900	50	5	[99, 99, 99, 99]	49.9000694673238	11.5280127901439	11.528012790143867	inf	121	0	0	0	0	[49.90006946732383, 11.528012790143867]	Complete	100	1	91	gexf	49.8775949196847	4.32664291996004	0.5
2906	cut	cap	first	Complete.100.20.91.gexf	100	9900	2	1	[99, 99, 99, 99]	943	905	905	inf	38	0	0	0	0	[943, 905]	Complete	100	20	91	gexf	943	1.04198895027624	0.5
2907	cut	cap	first	Complete.100.20.91.gexf	100	9900	3	2	[99, 99, 99, 99]	943	886	886	inf	46	0	0	0	0	[943, 886]	Complete	100	20	91	gexf	943	1.06433408577878	0.5
2908	cut	cap	first	Complete.100.20.91.gexf	100	9900	5	3	[99, 99, 99, 99]	943	848	848	inf	58	0	0	0	0	[943, 848]	Complete	100	20	91	gexf	943	1.11202830188679	0.5
2909	cut	cap	first	Complete.100.20.91.gexf	100	9900	10	4	[99, 99, 99, 99]	943	759	759	inf	53	0	0	0	0	[943, 759]	Complete	100	20	91	gexf	943	1.24242424242424	0.5
2910	cut	cap	first	Complete.100.20.91.gexf	100	9900	50	5	[99, 99, 99, 99]	943	246	246	inf	77	0	0	0	0	[943, 246]	Complete	100	20	91	gexf	940.173913043478	3.82184517497349	0.5
2911	cut	cap	first	Complete.100.1.92.gexf	100	9900	2	1	[99, 99, 99, 99]	49.1101620124133	47.1310345737075	47.13103457370745	inf	70	0	0	0	0	[49.11016201241332, 47.13103457370745]	Complete	100	1	92	gexf	49.1101620124133	1.04199202195765	0.5
2912	cut	cap	first	Complete.100.1.92.gexf	100	9900	3	2	[99, 99, 99, 99]	49.1101620124133	46.1608785159905	46.16087851599053	inf	30	0	0	0	0	[49.11016201241332, 46.16087851599053]	Complete	100	1	92	gexf	49.1101620124133	1.06389140742634	0.5
2913	cut	cap	first	Complete.100.1.92.gexf	100	9900	5	3	[99, 99, 99, 99]	49.1101620124133	44.2434674742813	44.2434674742813	inf	35	0	0	0	0	[49.11016201241332, 44.2434674742813]	Complete	100	1	92	gexf	49.1101620124133	1.10999803622899	0.5
2914	cut	cap	first	Complete.100.1.92.gexf	100	9900	10	4	[99, 99, 99, 99]	49.1101620124133	39.5741649495803	39.574164949580314	inf	42	0	0	0	0	[49.11016201241332, 39.574164949580314]	Complete	100	1	92	gexf	49.1101620124133	1.24096521240517	0.5
2915	cut	cap	first	Complete.100.1.92.gexf	100	9900	50	5	[99, 99, 99, 99]	49.1101620124133	11.940426689623	11.940426689623049	inf	120	0	0	0	0	[49.11016201241332, 11.940426689623049]	Complete	100	1	92	gexf	49.0446296956327	4.10744364255051	0.5
2916	cut	cap	first	Complete.100.20.92.gexf	100	9900	2	1	[99, 99, 99, 99]	929	891	891	inf	49	0	0	0	0	[929, 891]	Complete	100	20	92	gexf	929	1.04264870931538	0.5
2917	cut	cap	first	Complete.100.20.92.gexf	100	9900	3	2	[99, 99, 99, 99]	929	872	872	inf	43	0	0	0	0	[929, 872]	Complete	100	20	92	gexf	929	1.06536697247706	0.5
2918	cut	cap	first	Complete.100.20.92.gexf	100	9900	5	3	[99, 99, 99, 99]	929	835	835	inf	30	0	0	0	0	[929, 835]	Complete	100	20	92	gexf	929	1.1125748502994	0.5
2919	cut	cap	first	Complete.100.20.92.gexf	100	9900	10	4	[99, 99, 99, 99]	929	745	745	inf	60	0	0	0	0	[929, 745]	Complete	100	20	92	gexf	929	1.24697986577181	0.5
2920	cut	cap	first	Complete.100.20.92.gexf	100	9900	50	5	[99, 99, 99, 99]	929	201	201	inf	75	0	0	0	0	[929, 201]	Complete	100	20	92	gexf	925.595744680851	4.60495395363608	0.5
2921	cut	cap	first	Complete.100.1.93.gexf	100	9900	2	1	[99, 99, 99, 99]	47.6926202892364	45.7342556468474	45.73425564684743	inf	25	0	0	0	0	[47.6926202892364, 45.73425564684743]	Complete	100	1	93	gexf	47.6926202892364	1.04282052073857	0.5
2922	cut	cap	first	Complete.100.1.93.gexf	100	9900	3	2	[99, 99, 99, 99]	47.6926202892364	44.7685426653457	44.76854266534569	inf	116	0	0	0	0	[47.6926202892364, 44.76854266534569]	Complete	100	1	93	gexf	47.6926202892364	1.06531545254329	0.5
2923	cut	cap	first	Complete.100.1.93.gexf	100	9900	5	3	[99, 99, 99, 99]	47.6926202892364	42.8770294714039	42.87702947140392	inf	36	0	0	0	0	[47.6926202892364, 42.87702947140392]	Complete	100	1	93	gexf	47.6926202892364	1.1123116707757	0.5
2924	cut	cap	first	Complete.100.1.93.gexf	100	9900	10	4	[99, 99, 99, 99]	47.6926202892364	38.403359797673	38.403359797673026	inf	35	0	0	0	0	[47.6926202892364, 38.403359797673026]	Complete	100	1	93	gexf	47.6926202892364	1.24188666149273	0.5
2925	cut	cap	first	Complete.100.1.93.gexf	100	9900	50	5	[99, 99, 99, 99]	47.6926202892364	12.368536113887	12.368536113886986	inf	125	0	0	0	0	[47.6926202892364, 12.368536113886986]	Complete	100	1	93	gexf	47.5375761530783	3.84342784912959	0.5
2926	cut	cap	first	Complete.100.20.93.gexf	100	9900	2	1	[99, 99, 99, 99]	999	961	961	inf	27	0	0	0	0	[999, 961]	Complete	100	20	93	gexf	999	1.03954214360042	0.5
2927	cut	cap	first	Complete.100.20.93.gexf	100	9900	3	2	[99, 99, 99, 99]	999	942	942	inf	36	0	0	0	0	[999, 942]	Complete	100	20	93	gexf	999	1.06050955414013	0.5
2928	cut	cap	first	Complete.100.20.93.gexf	100	9900	5	3	[99, 99, 99, 99]	999	904	904	inf	32	0	0	0	0	[999, 904]	Complete	100	20	93	gexf	999	1.10508849557522	0.5
2929	cut	cap	first	Complete.100.20.93.gexf	100	9900	10	4	[99, 99, 99, 99]	999	809	809	inf	36	0	0	0	0	[999, 809]	Complete	100	20	93	gexf	999	1.23485784919654	0.5
2930	cut	cap	first	Complete.100.20.93.gexf	100	9900	50	5	[99, 99, 99, 99]	999	261	261	inf	76	0	0	0	0	[999, 261]	Complete	100	20	93	gexf	999	3.82758620689655	0.5
2931	cut	cap	first	Complete.100.1.94.gexf	100	9900	2	1	[99, 99, 99, 99]	50.7343297479981	48.7507399030833	48.75073990308325	inf	35	0	0	0	0	[50.73432974799809, 48.75073990308325]	Complete	100	1	94	gexf	50.7343297479981	1.04068840491156	0.5
2932	cut	cap	first	Complete.100.1.94.gexf	100	9900	3	2	[99, 99, 99, 99]	50.7343297479981	47.7646909852619	47.76469098526191	inf	35	0	0	0	0	[50.73432974799809, 47.76469098526191]	Complete	100	1	94	gexf	50.7343297479981	1.06217225949714	0.5
2933	cut	cap	first	Complete.100.1.94.gexf	100	9900	5	3	[99, 99, 99, 99]	50.7343297479981	45.8370287968423	45.837028796842304	inf	54	0	0	0	0	[50.73432974799809, 45.837028796842304]	Complete	100	1	94	gexf	50.7343297479981	1.10684158811561	0.5
2934	cut	cap	first	Complete.100.1.94.gexf	100	9900	10	4	[99, 99, 99, 99]	50.7343297479981	41.2687644685522	41.268764468552234	inf	26	0	0	0	0	[50.73432974799809, 41.268764468552234]	Complete	100	1	94	gexf	50.7343297479981	1.22936391242483	0.5
2935	cut	cap	first	Complete.100.1.94.gexf	100	9900	50	5	[99, 99, 99, 99]	50.7343297479981	13.4367072450753	13.4367072450753	inf	123	0	0	0	0	[50.73432974799809, 13.4367072450753]	Complete	100	1	94	gexf	50.7343297479981	3.77580078382617	0.5
2936	cut	cap	first	Complete.100.20.94.gexf	100	9900	2	1	[99, 99, 99, 99]	1002	964	964	inf	44	0	0	0	0	[1002, 964]	Complete	100	20	94	gexf	1002	1.03941908713693	0.5
2937	cut	cap	first	Complete.100.20.94.gexf	100	9900	3	2	[99, 99, 99, 99]	1002	945	945	inf	40	0	0	0	0	[1002, 945]	Complete	100	20	94	gexf	1002	1.06031746031746	0.5
2938	cut	cap	first	Complete.100.20.94.gexf	100	9900	5	3	[99, 99, 99, 99]	1002	907	907	inf	39	0	0	0	0	[1002, 907]	Complete	100	20	94	gexf	1002	1.10474090407938	0.5
2939	cut	cap	first	Complete.100.20.94.gexf	100	9900	10	4	[99, 99, 99, 99]	1002	817	817	inf	74	0	0	0	0	[1002, 817]	Complete	100	20	94	gexf	1002	1.22643818849449	0.5
2940	cut	cap	first	Complete.100.20.94.gexf	100	9900	50	5	[99, 99, 99, 99]	1002	288	288	inf	101	0	0	0	0	[1002, 288]	Complete	100	20	94	gexf	1002	3.47916666666667	0.5
2941	cut	cap	first	Complete.100.1.95.gexf	100	9900	2	1	[99, 99, 99, 99]	40.8587734962532	38.8977500221621	38.89775002216206	inf	43	0	0	0	0	[40.85877349625321, 38.89775002216206]	Complete	100	1	95	gexf	40.8587734962532	1.05041483049723	0.5
2942	cut	cap	first	Complete.100.1.95.gexf	100	9900	3	2	[99, 99, 99, 99]	40.8587734962532	37.9382525670814	37.93825256708138	inf	71	0	0	0	0	[40.85877349625321, 37.93825256708138]	Complete	100	1	95	gexf	40.8587734962532	1.07698090269202	0.5
2943	cut	cap	first	Complete.100.1.95.gexf	100	9900	5	3	[99, 99, 99, 99]	40.8587734962532	36.0457322620582	36.04573226205823	inf	74	0	0	0	0	[40.85877349625321, 36.04573226205823]	Complete	100	1	95	gexf	40.8587734962532	1.1335259663808	0.5
2944	cut	cap	first	Complete.100.1.95.gexf	100	9900	10	4	[99, 99, 99, 99]	40.8587734962532	31.9059419489001	31.90594194890011	inf	43	0	0	0	0	[40.85877349625321, 31.90594194890011]	Complete	100	1	95	gexf	40.8587734962532	1.28060075962314	0.5
2945	cut	cap	first	Complete.100.1.95.gexf	100	9900	50	5	[99, 99, 99, 99]	40.8587734962532	8.55469077883444	8.554690778834443	inf	76	0	0	0	0	[40.85877349625321, 8.554690778834443]	Complete	100	1	95	gexf	39.6819849962077	4.63862295226226	0.5
2946	cut	cap	first	Complete.100.20.95.gexf	100	9900	2	1	[99, 99, 99, 99]	905	867	867	inf	44	0	0	0	0	[905, 867]	Complete	100	20	95	gexf	905	1.04382929642445	0.5
2947	cut	cap	first	Complete.100.20.95.gexf	100	9900	3	2	[99, 99, 99, 99]	905	848	848	inf	60	0	0	0	0	[905, 848]	Complete	100	20	95	gexf	905	1.06721698113208	0.5
2948	cut	cap	first	Complete.100.20.95.gexf	100	9900	5	3	[99, 99, 99, 99]	905	812	812	inf	43	0	0	0	0	[905, 812]	Complete	100	20	95	gexf	905	1.11453201970443	0.5
2949	cut	cap	first	Complete.100.20.95.gexf	100	9900	10	4	[99, 99, 99, 99]	905	722	722	inf	51	0	0	0	0	[905, 722]	Complete	100	20	95	gexf	905	1.25346260387812	0.5
2950	cut	cap	first	Complete.100.20.95.gexf	100	9900	50	5	[99, 99, 99, 99]	905	213	213	inf	126	0	0	0	0	[905, 213]	Complete	100	20	95	gexf	898.09756097561	4.2164204740639	0.5
2951	cut	cap	first	Complete.100.1.96.gexf	100	9900	2	1	[99, 99, 99, 99]	48.9413543509962	46.9965230309757	46.99652303097571	inf	35	0	0	0	0	[48.941354350996185, 46.99652303097571]	Complete	100	1	96	gexf	48.9413543509962	1.04138245118131	0.5
2952	cut	cap	first	Complete.100.1.96.gexf	100	9900	3	2	[99, 99, 99, 99]	48.9413543509962	46.027733811214	46.02773381121398	inf	35	0	0	0	0	[48.941354350996185, 46.02773381121398]	Complete	100	1	96	gexf	48.9413543509962	1.06330141196464	0.5
2953	cut	cap	first	Complete.100.1.96.gexf	100	9900	5	3	[99, 99, 99, 99]	48.9413543509962	44.105820005672	44.105820005672015	inf	21	0	0	0	0	[48.941354350996185, 44.105820005672015]	Complete	100	1	96	gexf	48.9413543509962	1.10963483605344	0.5
2954	cut	cap	first	Complete.100.1.96.gexf	100	9900	10	4	[99, 99, 99, 99]	48.9413543509962	39.4230537194417	39.42305371944166	inf	30	0	0	0	0	[48.941354350996185, 39.42305371944166]	Complete	100	1	96	gexf	48.9413543509962	1.24143996300471	0.5
2955	cut	cap	first	Complete.100.1.96.gexf	100	9900	50	5	[99, 99, 99, 99]	48.9413543509962	11.4272373758287	11.427237375828705	inf	55	0	0	0	0	[48.941354350996185, 11.427237375828705]	Complete	100	1	96	gexf	48.8975186743423	4.27903237380647	0.5
2956	cut	cap	first	Complete.100.20.96.gexf	100	9900	2	1	[99, 99, 99, 99]	933	895	895	inf	30	0	0	0	0	[933, 895]	Complete	100	20	96	gexf	933	1.04245810055866	0.5
2957	cut	cap	first	Complete.100.20.96.gexf	100	9900	3	2	[99, 99, 99, 99]	933	876	876	inf	31	0	0	0	0	[933, 876]	Complete	100	20	96	gexf	933	1.06506849315068	0.5
2958	cut	cap	first	Complete.100.20.96.gexf	100	9900	5	3	[99, 99, 99, 99]	933	839	839	inf	44	0	0	0	0	[933, 839]	Complete	100	20	96	gexf	933	1.11203814064362	0.5
2959	cut	cap	first	Complete.100.20.96.gexf	100	9900	10	4	[99, 99, 99, 99]	933	750	750	inf	55	0	0	0	0	[933, 750]	Complete	100	20	96	gexf	933	1.244	0.5
2960	cut	cap	first	Complete.100.20.96.gexf	100	9900	50	5	[99, 99, 99, 99]	933	232	232	inf	118	0	0	0	0	[933, 232]	Complete	100	20	96	gexf	929.936170212766	4.00834556126192	0.5
2961	cut	cap	first	Complete.100.1.97.gexf	100	9900	2	1	[99, 99, 99, 99]	49.2922850987749	47.3390847973619	47.33908479736191	inf	35	0	0	0	0	[49.29228509877491, 47.33908479736191]	Complete	100	1	97	gexf	49.2922850987749	1.04125978163232	0.5
2962	cut	cap	first	Complete.100.1.97.gexf	100	9900	3	2	[99, 99, 99, 99]	49.2922850987749	46.374834423841	46.37483442384097	inf	53	0	0	0	0	[49.29228509877491, 46.37483442384097]	Complete	100	1	97	gexf	49.2922850987749	1.06291021221273	0
2963	cut	cap	first	Complete.100.1.97.gexf	100	9900	5	3	[99, 99, 99, 99]	49.2922850987749	44.4951716573145	44.495171657314465	inf	43	0	0	0	0	[49.29228509877491, 44.495171657314465]	Complete	100	1	97	gexf	49.2922850987749	1.10781199988183	0
2964	cut	cap	first	Complete.100.1.97.gexf	100	9900	10	4	[99, 99, 99, 99]	49.2922850987749	39.9464951124201	39.94649511242006	inf	29	0	0	0	0	[49.29228509877491, 39.94649511242006]	Complete	100	1	97	gexf	49.2922850987749	1.23395769666533	0
2965	cut	cap	first	Complete.100.1.97.gexf	100	9900	50	5	[99, 99, 99, 99]	49.2922850987749	11.9793279687471	11.979327968747114	inf	75	0	0	0	0	[49.29228509877491, 11.979327968747114]	Complete	100	1	97	gexf	49.2712923401114	4.11302641255464	0.5
2966	cut	cap	first	Complete.100.20.97.gexf	100	9900	2	1	[99, 99, 99, 99]	937	899	899	inf	44	0	0	0	0	[937, 899]	Complete	100	20	97	gexf	937	1.04226918798665	0.5
2967	cut	cap	first	Complete.100.20.97.gexf	100	9900	3	2	[99, 99, 99, 99]	937	880	880	inf	47	0	0	0	0	[937, 880]	Complete	100	20	97	gexf	937	1.06477272727273	0.5
2968	cut	cap	first	Complete.100.20.97.gexf	100	9900	5	3	[99, 99, 99, 99]	937	843	843	inf	44	0	0	0	0	[937, 843]	Complete	100	20	97	gexf	937	1.11150652431791	0.5
2969	cut	cap	first	Complete.100.20.97.gexf	100	9900	10	4	[99, 99, 99, 99]	937	757	757	inf	60	0	0	0	0	[937, 757]	Complete	100	20	97	gexf	937	1.23778071334214	0.5
2970	cut	cap	first	Complete.100.20.97.gexf	100	9900	50	5	[99, 99, 99, 99]	937	238	238	inf	89	0	0	0	0	[937, 238]	Complete	100	20	97	gexf	934.276595744681	3.92553191489362	0.5
2971	cut	cap	first	Complete.100.1.98.gexf	100	9900	2	1	[99, 99, 99, 99]	49.9552537317532	47.9796763606695	47.97967636066949	inf	30	0	0	0	0	[49.95525373175318, 47.97967636066949]	Complete	100	1	98	gexf	49.9552537317531	1.04117529589472	0.5
2972	cut	cap	first	Complete.100.1.98.gexf	100	9900	3	2	[99, 99, 99, 99]	49.9552537317532	47.01053356851	47.01053356850997	inf	26	0	0	0	0	[49.95525373175318, 47.01053356850997]	Complete	100	1	98	gexf	49.9552537317531	1.06263958180674	0.5
2973	cut	cap	first	Complete.100.1.98.gexf	100	9900	5	3	[99, 99, 99, 99]	49.9552537317532	45.1182108628253	45.11821086282525	inf	41	0	0	0	0	[49.95525373175318, 45.11821086282525]	Complete	100	1	98	gexf	49.9552537317531	1.10720821540628	0.5
2974	cut	cap	first	Complete.100.1.98.gexf	100	9900	10	4	[99, 99, 99, 99]	49.9552537317532	40.6372714312403	40.6372714312403	inf	30	0	0	0	0	[49.95525373175318, 40.6372714312403]	Complete	100	1	98	gexf	49.9552537317531	1.2292964555034	0.5
2975	cut	cap	first	Complete.100.1.98.gexf	100	9900	50	5	[99, 99, 99, 99]	49.9552537317532	11.7584466119455	11.758446611945498	inf	121	0	0	0	0	[49.95525373175318, 11.758446611945498]	Complete	100	1	98	gexf	49.9380304978397	4.24699215346245	0.5
2976	cut	cap	first	Complete.100.20.98.gexf	100	9900	2	1	[99, 99, 99, 99]	919	881	881	inf	40	0	0	0	0	[919, 881]	Complete	100	20	98	gexf	919	1.04313280363224	0.5
2977	cut	cap	first	Complete.100.20.98.gexf	100	9900	3	2	[99, 99, 99, 99]	919	862	862	inf	38	0	0	0	0	[919, 862]	Complete	100	20	98	gexf	919	1.0661252900232	0.5
2978	cut	cap	first	Complete.100.20.98.gexf	100	9900	5	3	[99, 99, 99, 99]	919	824	824	inf	42	0	0	0	0	[919, 824]	Complete	100	20	98	gexf	919	1.11529126213592	0.5
2979	cut	cap	first	Complete.100.20.98.gexf	100	9900	10	4	[99, 99, 99, 99]	919	735	735	inf	36	0	0	0	0	[919, 735]	Complete	100	20	98	gexf	919	1.25034013605442	0.5
2980	cut	cap	first	Complete.100.20.98.gexf	100	9900	50	5	[99, 99, 99, 99]	919	235	235	inf	73	0	0	0	0	[919, 235]	Complete	100	20	98	gexf	912.069767441861	3.88114794656111	0.5
2981	cut	cap	first	Complete.100.1.99.gexf	100	9900	2	1	[99, 99, 99, 99]	49.3102050168374	47.3643573756247	47.36435737562475	inf	35	0	0	0	0	[49.31020501683742, 47.36435737562475]	Complete	100	1	99	gexf	49.3102050168374	1.0410825301773	0.5
2982	cut	cap	first	Complete.100.1.99.gexf	100	9900	3	2	[99, 99, 99, 99]	49.3102050168374	46.4363135200326	46.43631352003261	inf	30	0	0	0	0	[49.31020501683742, 46.43631352003261]	Complete	100	1	99	gexf	49.3102050168374	1.06188888132916	0.5
2983	cut	cap	first	Complete.100.1.99.gexf	100	9900	5	3	[99, 99, 99, 99]	49.3102050168374	44.5957269968031	44.5957269968031	inf	35	0	0	0	0	[49.31020501683742, 44.5957269968031]	Complete	100	1	99	gexf	49.3102050168374	1.10571591355316	0.5
2984	cut	cap	first	Complete.100.1.99.gexf	100	9900	10	4	[99, 99, 99, 99]	49.3102050168374	40.1140465498326	40.1140465498326	inf	26	0	0	0	0	[49.31020501683742, 40.1140465498326]	Complete	100	1	99	gexf	49.3102050168374	1.2292503314414	0.5
2985	cut	cap	first	Complete.100.1.99.gexf	100	9900	50	5	[99, 99, 99, 99]	49.3102050168374	13.1410030497047	13.141003049704652	inf	76	0	0	0	0	[49.31020501683742, 13.141003049704652]	Complete	100	1	99	gexf	49.2832892223878	3.75034455406321	0.5
2986	cut	cap	first	Complete.100.20.99.gexf	100	9900	2	1	[99, 99, 99, 99]	973	935	935	inf	39	0	0	0	0	[973, 935]	Complete	100	20	99	gexf	973	1.04064171122995	0.5
2987	cut	cap	first	Complete.100.20.99.gexf	100	9900	3	2	[99, 99, 99, 99]	973	916	916	inf	37	0	0	0	0	[973, 916]	Complete	100	20	99	gexf	973	1.06222707423581	0.5
2988	cut	cap	first	Complete.100.20.99.gexf	100	9900	5	3	[99, 99, 99, 99]	973	880	880	inf	33	0	0	0	0	[973, 880]	Complete	100	20	99	gexf	973	1.10568181818182	0.5
2989	cut	cap	first	Complete.100.20.99.gexf	100	9900	10	4	[99, 99, 99, 99]	973	790	790	inf	50	0	0	0	0	[973, 790]	Complete	100	20	99	gexf	973	1.23164556962025	0.5
2990	cut	cap	first	Complete.100.20.99.gexf	100	9900	50	5	[99, 99, 99, 99]	973	247	247	inf	77	0	0	0	0	[973, 247]	Complete	100	20	99	gexf	973	3.93927125506073	0.5
2991	cut	cap	first	Complete.100.1.100.gexf	100	9900	2	1	[99, 99, 99, 99]	45.6489529009772	43.706634749745	43.70663474974499	inf	23	0	0	0	0	[45.648952900977214, 43.70663474974499]	Complete	100	1	100	gexf	45.6489529009772	1.04443989253242	0.5
2992	cut	cap	first	Complete.100.1.100.gexf	100	9900	3	2	[99, 99, 99, 99]	45.6489529009772	42.755983763673	42.75598376367302	inf	36	0	0	0	0	[45.648952900977214, 42.75598376367302]	Complete	100	1	100	gexf	45.6489529009772	1.0676623219172	0.5
2993	cut	cap	first	Complete.100.1.100.gexf	100	9900	5	3	[99, 99, 99, 99]	45.6489529009772	40.8821479742549	40.88214797425488	inf	54	0	0	0	0	[45.648952900977214, 40.88214797425488]	Complete	100	1	100	gexf	45.6489529009772	1.11659869069806	0.5
2994	cut	cap	first	Complete.100.1.100.gexf	100	9900	10	4	[99, 99, 99, 99]	45.6489529009772	36.4616478302873	36.46164783028729	inf	76	0	0	0	0	[45.648952900977214, 36.46164783028729]	Complete	100	1	100	gexf	45.6489529009772	1.25197174613316	0.5
2995	cut	cap	first	Complete.100.1.100.gexf	100	9900	50	5	[99, 99, 99, 99]	45.6489529009772	10.5651387812257	10.565138781225686	inf	125	0	0	0	0	[45.648952900977214, 10.565138781225686]	Complete	100	1	100	gexf	45.2820182997127	4.28598423905033	0.5
2996	cut	cap	first	Complete.100.20.100.gexf	100	9900	2	1	[99, 99, 99, 99]	1001	963	963	inf	62	0	0	0	0	[1001, 963]	Complete	100	20	100	gexf	1001	1.03946002076843	0.5
2997	cut	cap	first	Complete.100.20.100.gexf	100	9900	3	2	[99, 99, 99, 99]	1001	944	944	inf	48	0	0	0	0	[1001, 944]	Complete	100	20	100	gexf	1001	1.0603813559322	0.5
2998	cut	cap	first	Complete.100.20.100.gexf	100	9900	5	3	[99, 99, 99, 99]	1001	906	906	inf	44	0	0	0	0	[1001, 906]	Complete	100	20	100	gexf	1001	1.10485651214128	0.5
2999	cut	cap	first	Complete.100.20.100.gexf	100	9900	10	4	[99, 99, 99, 99]	1001	815	815	inf	74	0	0	0	0	[1001, 815]	Complete	100	20	100	gexf	1001	1.22822085889571	0.5
3000	cut	cap	first	Complete.100.20.100.gexf	100	9900	50	5	[99, 99, 99, 99]	1001	259	259	inf	96	0	0	0	0	[1001, 259]	Complete	100	20	100	gexf	1001	3.86486486486486	0.5
3001	cut	cap	first	Complete.500.1.51.gexf	500	249500	2	1	[499, 499, 499, 499]	253.819949000913	251.826231555403	251.82623155540276	inf	2	0	0	0	0	[253.819949000913, 251.82623155540276]	Complete	500	1	51	gexf	253.819949000913	1.00791703641513	0.5
3002	cut	cap	first	Complete.500.1.51.gexf	500	249500	3	2	[499, 499, 499, 499]	253.819949000913	250.8321130757	250.8321130757003	inf	2	0	0	0	0	[253.819949000913, 250.8321130757003]	Complete	500	1	51	gexf	253.819949000913	1.01191169618824	0.5
3003	cut	cap	first	Complete.500.1.51.gexf	500	249500	5	3	[499, 499, 499, 499]	253.819949000913	248.849949298047	248.84994929804733	inf	2	0	0	0	0	[253.819949000913, 248.84994929804733]	Complete	500	1	51	gexf	253.819949000913	1.01997187347992	0
3004	cut	cap	first	Complete.500.1.51.gexf	500	249500	10	4	[499, 499, 499, 499]	253.819949000913	243.924611347425	243.92461134742544	inf	1	0	0	0	0	[253.819949000913, 243.92461134742544]	Complete	500	1	51	gexf	253.819949000913	1.04056719655645	0.5
3005	cut	cap	first	Complete.500.1.51.gexf	500	249500	50	5	[499, 499, 499, 499]	253.819949000913	206.454204375906	206.45420437590607	inf	2	0	0	0	0	[253.819949000913, 206.45420437590607]	Complete	500	1	51	gexf	253.819949000913	1.22942494568318	0.5
3006	cut	cap	first	Complete.500.20.51.gexf	500	249500	2	1	[499, 499, 499, 499]	4968	4930	4930	inf	2	0	0	0	0	[4968, 4930]	Complete	500	20	51	gexf	4968	1.00770791075051	0.5
3007	cut	cap	first	Complete.500.20.51.gexf	500	249500	3	2	[499, 499, 499, 499]	4968	4911	4911	inf	1	0	0	0	0	[4968, 4911]	Complete	500	20	51	gexf	4968	1.01160659743433	0.5
3008	cut	cap	first	Complete.500.20.51.gexf	500	249500	5	3	[499, 499, 499, 499]	4968	4873	4873	inf	2	0	0	0	0	[4968, 4873]	Complete	500	20	51	gexf	4968	1.01949517750872	0.5
