construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5	mem	constant	best
8236	cut	cap	first	Small.500.10.5.75.gexf	500	5000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	214	0	0	0	0	[7.0, 5.0]	Small	500	10	5	75	gexf	7	1.4	0.5
8237	cut	cap	first	Small.500.10.5.75.gexf	500	5000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	215	0	0	0	0	[7.0, 4.0]	Small	500	10	5	75	gexf	7	1.75	0.5
8238	cut	cap	first	Small.500.10.5.75.gexf	500	5000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	213	0	0	0	0	[7.0, 2.0]	Small	500	10	5	75	gexf	7	3.5	0.5
8241	cut	cap	first	Small.500.24.2.75.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	92	0	0	0	0	[24.0, 22.0]	Small	500	24	2	75	gexf	24	1.09090909090909	0.5
8242	cut	cap	first	Small.500.24.2.75.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	91	0	0	0	0	[24.0, 21.0]	Small	500	24	2	75	gexf	24	1.14285714285714	0.5
8243	cut	cap	first	Small.500.24.2.75.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	92	0	0	0	0	[24.0, 19.0]	Small	500	24	2	75	gexf	24	1.26315789473684	0.5
8244	cut	cap	first	Small.500.24.2.75.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	92	0	0	0	0	[24.0, 14.0]	Small	500	24	2	75	gexf	24	1.71428571428571	0.5
8246	cut	cap	first	Small.500.24.5.75.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	92	0	0	0	0	[23.0, 21.0]	Small	500	24	5	75	gexf	23	1.0952380952381	0.5
8247	cut	cap	first	Small.500.24.5.75.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	89	0	0	0	0	[23.0, 20.0]	Small	500	24	5	75	gexf	23	1.15	0.5
8248	cut	cap	first	Small.500.24.5.75.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	91	0	0	0	0	[23.0, 18.0]	Small	500	24	5	75	gexf	23	1.27777777777778	0.5
8249	cut	cap	first	Small.500.24.5.75.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	92	0	0	0	0	[23.0, 13.0]	Small	500	24	5	75	gexf	23	1.76923076923077	0.5
8251	cut	cap	first	Small.500.6.2.76.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	336	0	0	0	0	[6.0, 4.0]	Small	500	6	2	76	gexf	6	1.5	0.5
8252	cut	cap	first	Small.500.6.2.76.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	342	0	0	0	0	[6.0, 3.0]	Small	500	6	2	76	gexf	6	2	0.5
8253	cut	cap	first	Small.500.6.2.76.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	345	0	0	0	0	[6.0, 1.0]	Small	500	6	2	76	gexf	6	6	0.5
8256	cut	cap	first	Small.500.6.5.76.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	337	0	0	0	0	[6.0, 4.0]	Small	500	6	5	76	gexf	6	1.5	0.5
8257	cut	cap	first	Small.500.6.5.76.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	341	0	0	0	0	[6.0, 3.0]	Small	500	6	5	76	gexf	6	2	0.5
8258	cut	cap	first	Small.500.6.5.76.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	342	0	0	0	0	[6.0, 1.0]	Small	500	6	5	76	gexf	6	6	0.5
8261	cut	cap	first	Small.500.10.2.76.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	218	0	0	0	0	[9.0, 7.0]	Small	500	10	2	76	gexf	9	1.28571428571429	0.5
8262	cut	cap	first	Small.500.10.2.76.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	221	0	0	0	0	[9.0, 6.0]	Small	500	10	2	76	gexf	9	1.5	0.5
8263	cut	cap	first	Small.500.10.2.76.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	220	0	0	0	0	[9.0, 4.0]	Small	500	10	2	76	gexf	9	2.25	0.5
8266	cut	cap	first	Small.500.10.5.76.gexf	500	5000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	219	0	0	0	0	[7.0, 5.0]	Small	500	10	5	76	gexf	7	1.4	0.5
8267	cut	cap	first	Small.500.10.5.76.gexf	500	5000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	216	0	0	0	0	[7.0, 4.0]	Small	500	10	5	76	gexf	7	1.75	0.5
8268	cut	cap	first	Small.500.10.5.76.gexf	500	5000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	216	0	0	0	0	[7.0, 2.0]	Small	500	10	5	76	gexf	7	3.5	0.5
8271	cut	cap	first	Small.500.24.2.76.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	92	0	0	0	0	[23.0, 21.0]	Small	500	24	2	76	gexf	23	1.0952380952381	0.5
8272	cut	cap	first	Small.500.24.2.76.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	91	0	0	0	0	[23.0, 20.0]	Small	500	24	2	76	gexf	23	1.15	0.5
8273	cut	cap	first	Small.500.24.2.76.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	91	0	0	0	0	[23.0, 18.0]	Small	500	24	2	76	gexf	23	1.27777777777778	0.5
8274	cut	cap	first	Small.500.24.2.76.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	92	0	0	0	0	[23.0, 13.0]	Small	500	24	2	76	gexf	23	1.76923076923077	0.5
8276	cut	cap	first	Small.500.24.5.76.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	93	0	0	0	0	[21.0, 19.0]	Small	500	24	5	76	gexf	21	1.10526315789474	0.5
8277	cut	cap	first	Small.500.24.5.76.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	92	0	0	0	0	[21.0, 18.0]	Small	500	24	5	76	gexf	21	1.16666666666667	0.5
8278	cut	cap	first	Small.500.24.5.76.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	91	0	0	0	0	[21.0, 16.0]	Small	500	24	5	76	gexf	21	1.3125	0.5
8279	cut	cap	first	Small.500.24.5.76.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	94	0	0	0	0	[21.0, 11.0]	Small	500	24	5	76	gexf	21	1.90909090909091	0.5
8281	cut	cap	first	Small.500.6.2.77.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	341	0	0	0	0	[6.0, 4.0]	Small	500	6	2	77	gexf	6	1.5	0.5
8282	cut	cap	first	Small.500.6.2.77.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	342	0	0	0	0	[6.0, 3.0]	Small	500	6	2	77	gexf	6	2	0.5
8283	cut	cap	first	Small.500.6.2.77.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	346	0	0	0	0	[6.0, 1.0]	Small	500	6	2	77	gexf	6	6	0.5
8286	cut	cap	first	Small.500.6.5.77.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	341	0	0	0	0	[5.0, 3.0]	Small	500	6	5	77	gexf	5	1.66666666666667	0.5
8287	cut	cap	first	Small.500.6.5.77.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	340	0	0	0	0	[5.0, 2.0]	Small	500	6	5	77	gexf	5	2.5	0.5
8291	cut	cap	first	Small.500.10.2.77.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	220	0	0	0	0	[9.0, 7.0]	Small	500	10	2	77	gexf	9	1.28571428571429	0.5
8292	cut	cap	first	Small.500.10.2.77.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	219	0	0	0	0	[9.0, 6.0]	Small	500	10	2	77	gexf	9	1.5	0.5
8293	cut	cap	first	Small.500.10.2.77.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	219	0	0	0	0	[9.0, 4.0]	Small	500	10	2	77	gexf	9	2.25	0.5
8296	cut	cap	first	Small.500.10.5.77.gexf	500	5000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	217	0	0	0	0	[8.0, 6.0]	Small	500	10	5	77	gexf	8	1.33333333333333	0.5
8297	cut	cap	first	Small.500.10.5.77.gexf	500	5000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	215	0	0	0	0	[8.0, 5.0]	Small	500	10	5	77	gexf	8	1.6	0.5
8298	cut	cap	first	Small.500.10.5.77.gexf	500	5000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	217	0	0	0	0	[8.0, 3.0]	Small	500	10	5	77	gexf	8	2.66666666666667	0.5
8301	cut	cap	first	Small.500.24.2.77.gexf	500	12000	2	1	[23, 23, 23, 23]	23	21	21.0	inf	92	0	0	0	0	[23.0, 21.0]	Small	500	24	2	77	gexf	23	1.0952380952381	0.5
8302	cut	cap	first	Small.500.24.2.77.gexf	500	12000	3	2	[23, 23, 23, 23]	23	20	20.0	inf	90	0	0	0	0	[23.0, 20.0]	Small	500	24	2	77	gexf	23	1.15	0.5
8303	cut	cap	first	Small.500.24.2.77.gexf	500	12000	5	3	[23, 23, 23, 23]	23	18	18.0	inf	93	0	0	0	0	[23.0, 18.0]	Small	500	24	2	77	gexf	23	1.27777777777778	0.5
8304	cut	cap	first	Small.500.24.2.77.gexf	500	12000	10	4	[23, 23, 23, 23]	23	13	13.0	inf	94	0	0	0	0	[23.0, 13.0]	Small	500	24	2	77	gexf	23	1.76923076923077	0.5
8306	cut	cap	first	Small.500.24.5.77.gexf	500	12000	2	1	[26, 26, 26, 26]	26	24	24.0	inf	91	0	0	0	0	[26.0, 24.0]	Small	500	24	5	77	gexf	26	1.08333333333333	0.5
8307	cut	cap	first	Small.500.24.5.77.gexf	500	12000	3	2	[26, 26, 26, 26]	26	23	23.0	inf	90	0	0	0	0	[26.0, 23.0]	Small	500	24	5	77	gexf	26	1.1304347826087	0.5
8308	cut	cap	first	Small.500.24.5.77.gexf	500	12000	5	3	[26, 26, 26, 26]	26	21	21.0	inf	92	0	0	0	0	[26.0, 21.0]	Small	500	24	5	77	gexf	26	1.23809523809524	0.5
8309	cut	cap	first	Small.500.24.5.77.gexf	500	12000	10	4	[26, 26, 26, 26]	26	16	16.0	inf	93	0	0	0	0	[26.0, 16.0]	Small	500	24	5	77	gexf	26	1.625	0.5
8311	cut	cap	first	Small.500.6.2.78.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	338	0	0	0	0	[5.0, 3.0]	Small	500	6	2	78	gexf	5	1.66666666666667	0.5
8312	cut	cap	first	Small.500.6.2.78.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	338	0	0	0	0	[5.0, 2.0]	Small	500	6	2	78	gexf	5	2.5	0.5
8316	cut	cap	first	Small.500.6.5.78.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	337	0	0	0	0	[6.0, 4.0]	Small	500	6	5	78	gexf	6	1.5	0.5
8317	cut	cap	first	Small.500.6.5.78.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	334	0	0	0	0	[6.0, 3.0]	Small	500	6	5	78	gexf	6	2	0.5
8318	cut	cap	first	Small.500.6.5.78.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	340	0	0	0	0	[6.0, 1.0]	Small	500	6	5	78	gexf	6	6	0.5
8321	cut	cap	first	Small.500.10.2.78.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	219	0	0	0	0	[10.0, 8.0]	Small	500	10	2	78	gexf	10	1.25	0.5
8322	cut	cap	first	Small.500.10.2.78.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	219	0	0	0	0	[10.0, 7.0]	Small	500	10	2	78	gexf	10	1.42857142857143	0.5
8323	cut	cap	first	Small.500.10.2.78.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	220	0	0	0	0	[10.0, 5.0]	Small	500	10	2	78	gexf	10	2	0.5
8326	cut	cap	first	Small.500.10.5.78.gexf	500	5000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	219	0	0	0	0	[7.0, 5.0]	Small	500	10	5	78	gexf	7	1.4	0.5
8327	cut	cap	first	Small.500.10.5.78.gexf	500	5000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	216	0	0	0	0	[7.0, 4.0]	Small	500	10	5	78	gexf	7	1.75	0.5
8328	cut	cap	first	Small.500.10.5.78.gexf	500	5000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	219	0	0	0	0	[7.0, 2.0]	Small	500	10	5	78	gexf	7	3.5	0.5
8331	cut	cap	first	Small.500.24.2.78.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	91	0	0	0	0	[24.0, 22.0]	Small	500	24	2	78	gexf	24	1.09090909090909	0.5
8332	cut	cap	first	Small.500.24.2.78.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	93	0	0	0	0	[24.0, 21.0]	Small	500	24	2	78	gexf	24	1.14285714285714	0.5
8333	cut	cap	first	Small.500.24.2.78.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	93	0	0	0	0	[24.0, 19.0]	Small	500	24	2	78	gexf	24	1.26315789473684	0.5
8334	cut	cap	first	Small.500.24.2.78.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	93	0	0	0	0	[24.0, 14.0]	Small	500	24	2	78	gexf	24	1.71428571428571	0.5
8336	cut	cap	first	Small.500.24.5.78.gexf	500	12000	2	1	[26, 26, 26, 26]	26	24	24.0	inf	94	0	0	0	0	[26.0, 24.0]	Small	500	24	5	78	gexf	26	1.08333333333333	0.5
8337	cut	cap	first	Small.500.24.5.78.gexf	500	12000	3	2	[26, 26, 26, 26]	26	23	23.0	inf	90	0	0	0	0	[26.0, 23.0]	Small	500	24	5	78	gexf	26	1.1304347826087	0.5
8338	cut	cap	first	Small.500.24.5.78.gexf	500	12000	5	3	[26, 26, 26, 26]	26	21	21.0	inf	93	0	0	0	0	[26.0, 21.0]	Small	500	24	5	78	gexf	26	1.23809523809524	0.5
8339	cut	cap	first	Small.500.24.5.78.gexf	500	12000	10	4	[26, 26, 26, 26]	26	16	16.0	inf	93	0	0	0	0	[26.0, 16.0]	Small	500	24	5	78	gexf	26	1.625	0.5
8341	cut	cap	first	Small.500.6.2.79.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	329	0	0	0	0	[5.0, 3.0]	Small	500	6	2	79	gexf	5	1.66666666666667	0.5
8342	cut	cap	first	Small.500.6.2.79.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	344	0	0	0	0	[5.0, 2.0]	Small	500	6	2	79	gexf	5	2.5	0.5
8346	cut	cap	first	Small.500.6.5.79.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	330	0	0	0	0	[6.0, 4.0]	Small	500	6	5	79	gexf	6	1.5	0.5
8347	cut	cap	first	Small.500.6.5.79.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	336	0	0	0	0	[6.0, 3.0]	Small	500	6	5	79	gexf	6	2	0.5
8348	cut	cap	first	Small.500.6.5.79.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	338	0	0	0	0	[6.0, 1.0]	Small	500	6	5	79	gexf	6	6	0.5
8351	cut	cap	first	Small.500.10.2.79.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	219	0	0	0	0	[10.0, 8.0]	Small	500	10	2	79	gexf	10	1.25	0.5
8352	cut	cap	first	Small.500.10.2.79.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	220	0	0	0	0	[10.0, 7.0]	Small	500	10	2	79	gexf	10	1.42857142857143	0.5
8353	cut	cap	first	Small.500.10.2.79.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	219	0	0	0	0	[10.0, 5.0]	Small	500	10	2	79	gexf	10	2	0.5
8356	cut	cap	first	Small.500.10.5.79.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	214	0	0	0	0	[10.0, 8.0]	Small	500	10	5	79	gexf	10	1.25	0.5
8357	cut	cap	first	Small.500.10.5.79.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	213	0	0	0	0	[10.0, 7.0]	Small	500	10	5	79	gexf	10	1.42857142857143	0.5
8358	cut	cap	first	Small.500.10.5.79.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	215	0	0	0	0	[10.0, 5.0]	Small	500	10	5	79	gexf	10	2	0.5
8361	cut	cap	first	Small.500.24.2.79.gexf	500	12000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	94	0	0	0	0	[22.0, 20.0]	Small	500	24	2	79	gexf	22	1.1	0.5
8362	cut	cap	first	Small.500.24.2.79.gexf	500	12000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	92	0	0	0	0	[22.0, 19.0]	Small	500	24	2	79	gexf	22	1.15789473684211	0.5
8363	cut	cap	first	Small.500.24.2.79.gexf	500	12000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	92	0	0	0	0	[22.0, 17.0]	Small	500	24	2	79	gexf	22	1.29411764705882	0.5
8364	cut	cap	first	Small.500.24.2.79.gexf	500	12000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	90	0	0	0	0	[22.0, 12.0]	Small	500	24	2	79	gexf	22	1.83333333333333	0.5
8366	cut	cap	first	Small.500.24.5.79.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	91	0	0	0	0	[21.0, 19.0]	Small	500	24	5	79	gexf	21	1.10526315789474	0.5
8367	cut	cap	first	Small.500.24.5.79.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	94	0	0	0	0	[21.0, 18.0]	Small	500	24	5	79	gexf	21	1.16666666666667	0.5
8368	cut	cap	first	Small.500.24.5.79.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	93	0	0	0	0	[21.0, 16.0]	Small	500	24	5	79	gexf	21	1.3125	0.5
8369	cut	cap	first	Small.500.24.5.79.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	93	0	0	0	0	[21.0, 11.0]	Small	500	24	5	79	gexf	21	1.90909090909091	0.5
8371	cut	cap	first	Small.500.6.2.80.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	334	0	0	0	0	[5.0, 3.0]	Small	500	6	2	80	gexf	5	1.66666666666667	0.5
8372	cut	cap	first	Small.500.6.2.80.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	333	0	0	0	0	[5.0, 2.0]	Small	500	6	2	80	gexf	5	2.5	0.5
8376	cut	cap	first	Small.500.6.5.80.gexf	500	3000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	335	0	0	0	0	[8.0, 6.0]	Small	500	6	5	80	gexf	8	1.33333333333333	0.5
8377	cut	cap	first	Small.500.6.5.80.gexf	500	3000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	329	0	0	0	0	[8.0, 5.0]	Small	500	6	5	80	gexf	8	1.6	0.5
8378	cut	cap	first	Small.500.6.5.80.gexf	500	3000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	336	0	0	0	0	[8.0, 3.0]	Small	500	6	5	80	gexf	8	2.66666666666667	0.5
8381	cut	cap	first	Small.500.10.2.80.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	221	0	0	0	0	[10.0, 8.0]	Small	500	10	2	80	gexf	10	1.25	0.5
8382	cut	cap	first	Small.500.10.2.80.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	217	0	0	0	0	[10.0, 7.0]	Small	500	10	2	80	gexf	10	1.42857142857143	0.5
8383	cut	cap	first	Small.500.10.2.80.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	215	0	0	0	0	[10.0, 5.0]	Small	500	10	2	80	gexf	10	2	0.5
8386	cut	cap	first	Small.500.10.5.80.gexf	500	5000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	215	0	0	0	0	[7.0, 5.0]	Small	500	10	5	80	gexf	7	1.4	0.5
8387	cut	cap	first	Small.500.10.5.80.gexf	500	5000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	214	0	0	0	0	[7.0, 4.0]	Small	500	10	5	80	gexf	7	1.75	0.5
8388	cut	cap	first	Small.500.10.5.80.gexf	500	5000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	215	0	0	0	0	[7.0, 2.0]	Small	500	10	5	80	gexf	7	3.5	0.5
8391	cut	cap	first	Small.500.24.2.80.gexf	500	12000	2	1	[22, 22, 22, 22]	22	20	20.0	inf	93	0	0	0	0	[22.0, 20.0]	Small	500	24	2	80	gexf	22	1.1	0.5
8392	cut	cap	first	Small.500.24.2.80.gexf	500	12000	3	2	[22, 22, 22, 22]	22	19	19.0	inf	93	0	0	0	0	[22.0, 19.0]	Small	500	24	2	80	gexf	22	1.15789473684211	0.5
8393	cut	cap	first	Small.500.24.2.80.gexf	500	12000	5	3	[22, 22, 22, 22]	22	17	17.0	inf	92	0	0	0	0	[22.0, 17.0]	Small	500	24	2	80	gexf	22	1.29411764705882	0.5
8394	cut	cap	first	Small.500.24.2.80.gexf	500	12000	10	4	[22, 22, 22, 22]	22	12	12.0	inf	94	0	0	0	0	[22.0, 12.0]	Small	500	24	2	80	gexf	22	1.83333333333333	0.5
8396	cut	cap	first	Small.500.24.5.80.gexf	500	12000	2	1	[26, 26, 26, 26]	26	24	24.0	inf	92	0	0	0	0	[26.0, 24.0]	Small	500	24	5	80	gexf	26	1.08333333333333	0.5
8397	cut	cap	first	Small.500.24.5.80.gexf	500	12000	3	2	[26, 26, 26, 26]	26	23	23.0	inf	90	0	0	0	0	[26.0, 23.0]	Small	500	24	5	80	gexf	26	1.1304347826087	0.5
8398	cut	cap	first	Small.500.24.5.80.gexf	500	12000	5	3	[26, 26, 26, 26]	26	21	21.0	inf	94	0	0	0	0	[26.0, 21.0]	Small	500	24	5	80	gexf	26	1.23809523809524	0.5
8399	cut	cap	first	Small.500.24.5.80.gexf	500	12000	10	4	[26, 26, 26, 26]	26	16	16.0	inf	91	0	0	0	0	[26.0, 16.0]	Small	500	24	5	80	gexf	26	1.625	0.5
8401	cut	cap	first	Small.500.6.2.81.gexf	500	3000	2	1	[4, 4, 4, 4]	4	2	2.0	inf	336	0	0	0	0	[4.0, 2.0]	Small	500	6	2	81	gexf	4	2	0.5
8402	cut	cap	first	Small.500.6.2.81.gexf	500	3000	3	2	[4, 4, 4, 4]	4	1	1.0	inf	334	0	0	0	0	[4.0, 1.0]	Small	500	6	2	81	gexf	4	4	0.5
8406	cut	cap	first	Small.500.6.5.81.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	337	0	0	0	0	[5.0, 3.0]	Small	500	6	5	81	gexf	5	1.66666666666667	0.5
8407	cut	cap	first	Small.500.6.5.81.gexf	500	3000	3	2	[5, 5, 5, 5]	5	2	2.0	inf	339	0	0	0	0	[5.0, 2.0]	Small	500	6	5	81	gexf	5	2.5	0.5
8411	cut	cap	first	Small.500.10.2.81.gexf	500	5000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	217	0	0	0	0	[9.0, 7.0]	Small	500	10	2	81	gexf	9	1.28571428571429	0.5
8412	cut	cap	first	Small.500.10.2.81.gexf	500	5000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	219	0	0	0	0	[9.0, 6.0]	Small	500	10	2	81	gexf	9	1.5	0.5
8413	cut	cap	first	Small.500.10.2.81.gexf	500	5000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	220	0	0	0	0	[9.0, 4.0]	Small	500	10	2	81	gexf	9	2.25	0.5
8416	cut	cap	first	Small.500.10.5.81.gexf	500	5000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	212	0	0	0	0	[10.0, 8.0]	Small	500	10	5	81	gexf	10	1.25	0.5
8417	cut	cap	first	Small.500.10.5.81.gexf	500	5000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	212	0	0	0	0	[10.0, 7.0]	Small	500	10	5	81	gexf	10	1.42857142857143	0.5
8418	cut	cap	first	Small.500.10.5.81.gexf	500	5000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	213	0	0	0	0	[10.0, 5.0]	Small	500	10	5	81	gexf	10	2	0.5
8421	cut	cap	first	Small.500.24.2.81.gexf	500	12000	2	1	[21, 21, 21, 21]	21	19	19.0	inf	93	0	0	0	0	[21.0, 19.0]	Small	500	24	2	81	gexf	21	1.10526315789474	0.5
8422	cut	cap	first	Small.500.24.2.81.gexf	500	12000	3	2	[21, 21, 21, 21]	21	18	18.0	inf	93	0	0	0	0	[21.0, 18.0]	Small	500	24	2	81	gexf	21	1.16666666666667	0.5
8423	cut	cap	first	Small.500.24.2.81.gexf	500	12000	5	3	[21, 21, 21, 21]	21	16	16.0	inf	91	0	0	0	0	[21.0, 16.0]	Small	500	24	2	81	gexf	21	1.3125	0.5
8424	cut	cap	first	Small.500.24.2.81.gexf	500	12000	10	4	[21, 21, 21, 21]	21	11	11.0	inf	93	0	0	0	0	[21.0, 11.0]	Small	500	24	2	81	gexf	21	1.90909090909091	0.5
8426	cut	cap	first	Small.500.24.5.81.gexf	500	12000	2	1	[24, 24, 24, 24]	24	22	22.0	inf	91	0	0	0	0	[24.0, 22.0]	Small	500	24	5	81	gexf	24	1.09090909090909	0.5
8427	cut	cap	first	Small.500.24.5.81.gexf	500	12000	3	2	[24, 24, 24, 24]	24	21	21.0	inf	92	0	0	0	0	[24.0, 21.0]	Small	500	24	5	81	gexf	24	1.14285714285714	0.5
8428	cut	cap	first	Small.500.24.5.81.gexf	500	12000	5	3	[24, 24, 24, 24]	24	19	19.0	inf	92	0	0	0	0	[24.0, 19.0]	Small	500	24	5	81	gexf	24	1.26315789473684	0.5
8429	cut	cap	first	Small.500.24.5.81.gexf	500	12000	10	4	[24, 24, 24, 24]	24	14	14.0	inf	91	0	0	0	0	[24.0, 14.0]	Small	500	24	5	81	gexf	24	1.71428571428571	0.5
8431	cut	cap	first	Small.500.6.2.82.gexf	500	3000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	345	0	0	0	0	[6.0, 4.0]	Small	500	6	2	82	gexf	6	1.5	0.5
8432	cut	cap	first	Small.500.6.2.82.gexf	500	3000	3	2	[6, 6, 6, 6]	6	3	3.0	inf	344	0	0	0	0	[6.0, 3.0]	Small	500	6	2	82	gexf	6	2	0.5
8433	cut	cap	first	Small.500.6.2.82.gexf	500	3000	5	3	[6, 6, 6, 6]	6	1	1.0	inf	350	0	0	0	0	[6.0, 1.0]	Small	500	6	2	82	gexf	6	6	0.5
8436	cut	cap	first	Small.500.6.5.82.gexf	500	3000	2	1	[5, 5, 5, 5]	5	3	3.0	inf	338	0	0	0	0	[5.0, 3.0]	Small	500	6	5	82	gexf	5	1.66666666666667	0.5
