path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4
5028	R-MAT.1000.5.84.gexf	5	69	1	R-MAT	1000	5	84	gexf
5029	R-MAT.1000.5.84.gexf	10	69	1	R-MAT	1000	5	84	gexf
5030	R-MAT.1000.5.84.gexf	50	55.6363636363636	8	R-MAT	1000	5	84	gexf
5031	R-MAT.1000.10.84.gexf	2	161	1	R-MAT	1000	10	84	gexf
5032	R-MAT.1000.10.84.gexf	3	161	1	R-MAT	1000	10	84	gexf
5033	R-MAT.1000.10.84.gexf	5	161	1	R-MAT	1000	10	84	gexf
5034	R-MAT.1000.10.84.gexf	10	161	1	R-MAT	1000	10	84	gexf
5035	R-MAT.1000.10.84.gexf	50	125.538461538462	13	R-MAT	1000	10	84	gexf
5036	R-MAT.1000.25.84.gexf	2	349	1	R-MAT	1000	25	84	gexf
5037	R-MAT.1000.25.84.gexf	3	349	1	R-MAT	1000	25	84	gexf
5038	R-MAT.1000.25.84.gexf	5	349	1	R-MAT	1000	25	84	gexf
5039	R-MAT.1000.25.84.gexf	10	349	1	R-MAT	1000	25	84	gexf
5040	R-MAT.1000.25.84.gexf	50	302.441860465116	9	R-MAT	1000	25	84	gexf
5041	R-MAT.50.5.85.gexf	2	13	1	R-MAT	50	5	85	gexf
5042	R-MAT.50.5.85.gexf	3	13	1	R-MAT	50	5	85	gexf
5043	R-MAT.50.5.85.gexf	5	13	1	R-MAT	50	5	85	gexf
5044	R-MAT.50.5.85.gexf	10	12.1	2	R-MAT	50	5	85	gexf
5046	R-MAT.50.10.85.gexf	2	30	1	R-MAT	50	10	85	gexf
5047	R-MAT.50.10.85.gexf	3	30	1	R-MAT	50	10	85	gexf
5048	R-MAT.50.10.85.gexf	5	30	1	R-MAT	50	10	85	gexf
5049	R-MAT.50.10.85.gexf	10	24.2	8	R-MAT	50	10	85	gexf
5051	R-MAT.50.25.85.gexf	2	76	1	R-MAT	50	25	85	gexf
5052	R-MAT.50.25.85.gexf	3	76	1	R-MAT	50	25	85	gexf
5053	R-MAT.50.25.85.gexf	5	76	2	R-MAT	50	25	85	gexf
5054	R-MAT.50.25.85.gexf	10	56.8333333333333	6	R-MAT	50	25	85	gexf
5056	R-MAT.100.5.85.gexf	2	28	1	R-MAT	100	5	85	gexf
5057	R-MAT.100.5.85.gexf	3	28	1	R-MAT	100	5	85	gexf
5058	R-MAT.100.5.85.gexf	5	28	1	R-MAT	100	5	85	gexf
5059	R-MAT.100.5.85.gexf	10	22	5	R-MAT	100	5	85	gexf
5061	R-MAT.100.10.85.gexf	2	33	1	R-MAT	100	10	85	gexf
5062	R-MAT.100.10.85.gexf	3	33	1	R-MAT	100	10	85	gexf
5063	R-MAT.100.10.85.gexf	5	33	1	R-MAT	100	10	85	gexf
5064	R-MAT.100.10.85.gexf	10	31.1666666666667	6	R-MAT	100	10	85	gexf
5066	R-MAT.100.25.85.gexf	2	109	1	R-MAT	100	25	85	gexf
5067	R-MAT.100.25.85.gexf	3	109	1	R-MAT	100	25	85	gexf
5068	R-MAT.100.25.85.gexf	5	109	1	R-MAT	100	25	85	gexf
5069	R-MAT.100.25.85.gexf	10	103.888888888889	3	R-MAT	100	25	85	gexf
5071	R-MAT.500.5.85.gexf	2	53	1	R-MAT	500	5	85	gexf
5072	R-MAT.500.5.85.gexf	3	53	1	R-MAT	500	5	85	gexf
5073	R-MAT.500.5.85.gexf	5	53	1	R-MAT	500	5	85	gexf
5074	R-MAT.500.5.85.gexf	10	46.75	4	R-MAT	500	5	85	gexf
5076	R-MAT.500.10.85.gexf	2	95	1	R-MAT	500	10	85	gexf
5077	R-MAT.500.10.85.gexf	3	95	1	R-MAT	500	10	85	gexf
5078	R-MAT.500.10.85.gexf	5	95	1	R-MAT	500	10	85	gexf
5079	R-MAT.500.10.85.gexf	10	95	1	R-MAT	500	10	85	gexf
5080	R-MAT.500.10.85.gexf	50	71.1315789473684	15	R-MAT	500	10	85	gexf
5081	R-MAT.500.25.85.gexf	2	281	1	R-MAT	500	25	85	gexf
5082	R-MAT.500.25.85.gexf	3	281	1	R-MAT	500	25	85	gexf
5083	R-MAT.500.25.85.gexf	5	281	1	R-MAT	500	25	85	gexf
5084	R-MAT.500.25.85.gexf	10	278.666666666667	3	R-MAT	500	25	85	gexf
5085	R-MAT.500.25.85.gexf	50	209.795454545455	8	R-MAT	500	25	85	gexf
5086	R-MAT.1000.5.85.gexf	2	81	1	R-MAT	1000	5	85	gexf
5087	R-MAT.1000.5.85.gexf	3	81	1	R-MAT	1000	5	85	gexf
5088	R-MAT.1000.5.85.gexf	5	81	1	R-MAT	1000	5	85	gexf
5089	R-MAT.1000.5.85.gexf	10	81	1	R-MAT	1000	5	85	gexf
5090	R-MAT.1000.5.85.gexf	50	65.9268292682927	11	R-MAT	1000	5	85	gexf
5091	R-MAT.1000.10.85.gexf	2	169	1	R-MAT	1000	10	85	gexf
5092	R-MAT.1000.10.85.gexf	3	169	1	R-MAT	1000	10	85	gexf
5093	R-MAT.1000.10.85.gexf	5	169	1	R-MAT	1000	10	85	gexf
5094	R-MAT.1000.10.85.gexf	10	169	1	R-MAT	1000	10	85	gexf
5095	R-MAT.1000.10.85.gexf	50	151.756097560976	12	R-MAT	1000	10	85	gexf
5096	R-MAT.1000.25.85.gexf	2	374	1	R-MAT	1000	25	85	gexf
5097	R-MAT.1000.25.85.gexf	3	374	1	R-MAT	1000	25	85	gexf
5098	R-MAT.1000.25.85.gexf	5	374	1	R-MAT	1000	25	85	gexf
5099	R-MAT.1000.25.85.gexf	10	374	1	R-MAT	1000	25	85	gexf
5100	R-MAT.1000.25.85.gexf	50	338.553191489362	5	R-MAT	1000	25	85	gexf
5101	R-MAT.50.5.86.gexf	2	15	1	R-MAT	50	5	86	gexf
5102	R-MAT.50.5.86.gexf	3	15	1	R-MAT	50	5	86	gexf
5103	R-MAT.50.5.86.gexf	5	13.5	4	R-MAT	50	5	86	gexf
5106	R-MAT.50.10.86.gexf	2	35	1	R-MAT	50	10	86	gexf
5107	R-MAT.50.10.86.gexf	3	35	1	R-MAT	50	10	86	gexf
5108	R-MAT.50.10.86.gexf	5	32.4	2	R-MAT	50	10	86	gexf
5109	R-MAT.50.10.86.gexf	10	26.7142857142857	6	R-MAT	50	10	86	gexf
5111	R-MAT.50.25.86.gexf	2	69	1	R-MAT	50	25	86	gexf
5112	R-MAT.50.25.86.gexf	3	69	1	R-MAT	50	25	86	gexf
5113	R-MAT.50.25.86.gexf	5	69	1	R-MAT	50	25	86	gexf
5114	R-MAT.50.25.86.gexf	10	56.375	4	R-MAT	50	25	86	gexf
5116	R-MAT.100.5.86.gexf	2	15	1	R-MAT	100	5	86	gexf
5117	R-MAT.100.5.86.gexf	3	15	1	R-MAT	100	5	86	gexf
5118	R-MAT.100.5.86.gexf	5	15	1	R-MAT	100	5	86	gexf
5119	R-MAT.100.5.86.gexf	10	12.375	4	R-MAT	100	5	86	gexf
5121	R-MAT.100.10.86.gexf	2	38	1	R-MAT	100	10	86	gexf
5122	R-MAT.100.10.86.gexf	3	38	1	R-MAT	100	10	86	gexf
5123	R-MAT.100.10.86.gexf	5	38	1	R-MAT	100	10	86	gexf
5124	R-MAT.100.10.86.gexf	10	36.6666666666667	4	R-MAT	100	10	86	gexf
5126	R-MAT.100.25.86.gexf	2	119	1	R-MAT	100	25	86	gexf
5127	R-MAT.100.25.86.gexf	3	119	1	R-MAT	100	25	86	gexf
5128	R-MAT.100.25.86.gexf	5	119	1	R-MAT	100	25	86	gexf
5129	R-MAT.100.25.86.gexf	10	116.6	2	R-MAT	100	25	86	gexf
5131	R-MAT.500.5.86.gexf	2	55	1	R-MAT	500	5	86	gexf
5132	R-MAT.500.5.86.gexf	3	55	1	R-MAT	500	5	86	gexf
5133	R-MAT.500.5.86.gexf	5	55	1	R-MAT	500	5	86	gexf
5134	R-MAT.500.5.86.gexf	10	55	1	R-MAT	500	5	86	gexf
5136	R-MAT.500.10.86.gexf	2	106	1	R-MAT	500	10	86	gexf
5137	R-MAT.500.10.86.gexf	3	106	1	R-MAT	500	10	86	gexf
5138	R-MAT.500.10.86.gexf	5	106	1	R-MAT	500	10	86	gexf
5139	R-MAT.500.10.86.gexf	10	101.444444444444	3	R-MAT	500	10	86	gexf
5140	R-MAT.500.10.86.gexf	50	73.6666666666667	17	R-MAT	500	10	86	gexf
5141	R-MAT.500.25.86.gexf	2	258	1	R-MAT	500	25	86	gexf
5142	R-MAT.500.25.86.gexf	3	258	1	R-MAT	500	25	86	gexf
5143	R-MAT.500.25.86.gexf	5	258	1	R-MAT	500	25	86	gexf
5144	R-MAT.500.25.86.gexf	10	258	1	R-MAT	500	25	86	gexf
5145	R-MAT.500.25.86.gexf	50	212.5	11	R-MAT	500	25	86	gexf
5146	R-MAT.1000.5.86.gexf	2	62	1	R-MAT	1000	5	86	gexf
5147	R-MAT.1000.5.86.gexf	3	62	1	R-MAT	1000	5	86	gexf
5148	R-MAT.1000.5.86.gexf	5	62	1	R-MAT	1000	5	86	gexf
5149	R-MAT.1000.5.86.gexf	10	62	1	R-MAT	1000	5	86	gexf
5151	R-MAT.1000.10.86.gexf	2	169	1	R-MAT	1000	10	86	gexf
5152	R-MAT.1000.10.86.gexf	3	169	1	R-MAT	1000	10	86	gexf
5153	R-MAT.1000.10.86.gexf	5	169	1	R-MAT	1000	10	86	gexf
5154	R-MAT.1000.10.86.gexf	10	169	1	R-MAT	1000	10	86	gexf
5155	R-MAT.1000.10.86.gexf	50	157.434782608696	7	R-MAT	1000	10	86	gexf
5156	R-MAT.1000.25.86.gexf	2	356	1	R-MAT	1000	25	86	gexf
5157	R-MAT.1000.25.86.gexf	3	356	1	R-MAT	1000	25	86	gexf
5158	R-MAT.1000.25.86.gexf	5	356	1	R-MAT	1000	25	86	gexf
5159	R-MAT.1000.25.86.gexf	10	356	2	R-MAT	1000	25	86	gexf
5160	R-MAT.1000.25.86.gexf	50	321.866666666667	7	R-MAT	1000	25	86	gexf
5161	R-MAT.50.5.87.gexf	2	7	1	R-MAT	50	5	87	gexf
5162	R-MAT.50.5.87.gexf	3	6.66666666666667	2	R-MAT	50	5	87	gexf
5163	R-MAT.50.5.87.gexf	5	6	2	R-MAT	50	5	87	gexf
5166	R-MAT.50.10.87.gexf	2	22	1	R-MAT	50	10	87	gexf
5167	R-MAT.50.10.87.gexf	3	22	1	R-MAT	50	10	87	gexf
5168	R-MAT.50.10.87.gexf	5	22	1	R-MAT	50	10	87	gexf
5169	R-MAT.50.10.87.gexf	10	18.3333333333333	6	R-MAT	50	10	87	gexf
5171	R-MAT.50.25.87.gexf	2	58	1	R-MAT	50	25	87	gexf
5172	R-MAT.50.25.87.gexf	3	58	1	R-MAT	50	25	87	gexf
5173	R-MAT.50.25.87.gexf	5	58	1	R-MAT	50	25	87	gexf
5174	R-MAT.50.25.87.gexf	10	51.8571428571429	5	R-MAT	50	25	87	gexf
5176	R-MAT.100.5.87.gexf	2	22	1	R-MAT	100	5	87	gexf
5177	R-MAT.100.5.87.gexf	3	22	1	R-MAT	100	5	87	gexf
5178	R-MAT.100.5.87.gexf	5	22	1	R-MAT	100	5	87	gexf
5179	R-MAT.100.5.87.gexf	10	18.8571428571429	5	R-MAT	100	5	87	gexf
5181	R-MAT.100.10.87.gexf	2	40	1	R-MAT	100	10	87	gexf
5182	R-MAT.100.10.87.gexf	3	40	1	R-MAT	100	10	87	gexf
5183	R-MAT.100.10.87.gexf	5	40	1	R-MAT	100	10	87	gexf
5184	R-MAT.100.10.87.gexf	10	37.125	4	R-MAT	100	10	87	gexf
5186	R-MAT.100.25.87.gexf	2	109	1	R-MAT	100	25	87	gexf
5187	R-MAT.100.25.87.gexf	3	109	1	R-MAT	100	25	87	gexf
5188	R-MAT.100.25.87.gexf	5	109	1	R-MAT	100	25	87	gexf
5189	R-MAT.100.25.87.gexf	10	102.3	3	R-MAT	100	25	87	gexf
5191	R-MAT.500.5.87.gexf	2	42	1	R-MAT	500	5	87	gexf
5192	R-MAT.500.5.87.gexf	3	42	1	R-MAT	500	5	87	gexf
5193	R-MAT.500.5.87.gexf	5	42	1	R-MAT	500	5	87	gexf
5194	R-MAT.500.5.87.gexf	10	40.3333333333333	3	R-MAT	500	5	87	gexf
5196	R-MAT.500.10.87.gexf	2	104	1	R-MAT	500	10	87	gexf
5197	R-MAT.500.10.87.gexf	3	104	1	R-MAT	500	10	87	gexf
5198	R-MAT.500.10.87.gexf	5	104	1	R-MAT	500	10	87	gexf
5199	R-MAT.500.10.87.gexf	10	103.4	2	R-MAT	500	10	87	gexf
5200	R-MAT.500.10.87.gexf	50	73.0540540540541	16	R-MAT	500	10	87	gexf
5201	R-MAT.500.25.87.gexf	2	264	1	R-MAT	500	25	87	gexf
5202	R-MAT.500.25.87.gexf	3	264	1	R-MAT	500	25	87	gexf
5203	R-MAT.500.25.87.gexf	5	264	1	R-MAT	500	25	87	gexf
5204	R-MAT.500.25.87.gexf	10	264	1	R-MAT	500	25	87	gexf
5205	R-MAT.500.25.87.gexf	50	216.439024390244	11	R-MAT	500	25	87	gexf
5206	R-MAT.1000.5.87.gexf	2	69	1	R-MAT	1000	5	87	gexf
5207	R-MAT.1000.5.87.gexf	3	69	1	R-MAT	1000	5	87	gexf
5208	R-MAT.1000.5.87.gexf	5	69	1	R-MAT	1000	5	87	gexf
5209	R-MAT.1000.5.87.gexf	10	69	1	R-MAT	1000	5	87	gexf
5211	R-MAT.1000.10.87.gexf	2	136	1	R-MAT	1000	10	87	gexf
5212	R-MAT.1000.10.87.gexf	3	136	1	R-MAT	1000	10	87	gexf
5213	R-MAT.1000.10.87.gexf	5	136	1	R-MAT	1000	10	87	gexf
5214	R-MAT.1000.10.87.gexf	10	136	1	R-MAT	1000	10	87	gexf
5215	R-MAT.1000.10.87.gexf	50	114.75	9	R-MAT	1000	10	87	gexf
5216	R-MAT.1000.25.87.gexf	2	362	1	R-MAT	1000	25	87	gexf
5217	R-MAT.1000.25.87.gexf	3	362	1	R-MAT	1000	25	87	gexf
5218	R-MAT.1000.25.87.gexf	5	362	1	R-MAT	1000	25	87	gexf
5219	R-MAT.1000.25.87.gexf	10	362	1	R-MAT	1000	25	87	gexf
5220	R-MAT.1000.25.87.gexf	50	315.978260869565	6	R-MAT	1000	25	87	gexf
5221	R-MAT.50.5.88.gexf	2	9	1	R-MAT	50	5	88	gexf
5222	R-MAT.50.5.88.gexf	3	9	1	R-MAT	50	5	88	gexf
5223	R-MAT.50.5.88.gexf	5	7.5	3	R-MAT	50	5	88	gexf
5226	R-MAT.50.10.88.gexf	2	27	1	R-MAT	50	10	88	gexf
5227	R-MAT.50.10.88.gexf	3	27	1	R-MAT	50	10	88	gexf
5228	R-MAT.50.10.88.gexf	5	27	1	R-MAT	50	10	88	gexf
5229	R-MAT.50.10.88.gexf	10	19.25	8	R-MAT	50	10	88	gexf
5231	R-MAT.50.25.88.gexf	2	64	1	R-MAT	50	25	88	gexf
5232	R-MAT.50.25.88.gexf	3	64	1	R-MAT	50	25	88	gexf
5233	R-MAT.50.25.88.gexf	5	63.6	2	R-MAT	50	25	88	gexf
5234	R-MAT.50.25.88.gexf	10	50.2857142857143	5	R-MAT	50	25	88	gexf
5236	R-MAT.100.5.88.gexf	2	16	1	R-MAT	100	5	88	gexf
5237	R-MAT.100.5.88.gexf	3	16	1	R-MAT	100	5	88	gexf
5238	R-MAT.100.5.88.gexf	5	15.6	3	R-MAT	100	5	88	gexf
5239	R-MAT.100.5.88.gexf	10	12.375	4	R-MAT	100	5	88	gexf
5241	R-MAT.100.10.88.gexf	2	46	1	R-MAT	100	10	88	gexf
5242	R-MAT.100.10.88.gexf	3	46	1	R-MAT	100	10	88	gexf
5243	R-MAT.100.10.88.gexf	5	46	1	R-MAT	100	10	88	gexf
5244	R-MAT.100.10.88.gexf	10	42.7777777777778	4	R-MAT	100	10	88	gexf
5246	R-MAT.100.25.88.gexf	2	89	1	R-MAT	100	25	88	gexf
5247	R-MAT.100.25.88.gexf	3	89	1	R-MAT	100	25	88	gexf
5248	R-MAT.100.25.88.gexf	5	89	1	R-MAT	100	25	88	gexf
5249	R-MAT.100.25.88.gexf	10	86.7777777777778	4	R-MAT	100	25	88	gexf
5251	R-MAT.500.5.88.gexf	2	47	1	R-MAT	500	5	88	gexf
5252	R-MAT.500.5.88.gexf	3	47	1	R-MAT	500	5	88	gexf
5253	R-MAT.500.5.88.gexf	5	47	1	R-MAT	500	5	88	gexf
5254	R-MAT.500.5.88.gexf	10	45.1	2	R-MAT	500	5	88	gexf
5256	R-MAT.500.10.88.gexf	2	93	1	R-MAT	500	10	88	gexf
5257	R-MAT.500.10.88.gexf	3	93	1	R-MAT	500	10	88	gexf
5258	R-MAT.500.10.88.gexf	5	93	1	R-MAT	500	10	88	gexf
5259	R-MAT.500.10.88.gexf	10	93	1	R-MAT	500	10	88	gexf
5260	R-MAT.500.10.88.gexf	50	67.5405405405405	15	R-MAT	500	10	88	gexf
5261	R-MAT.500.25.88.gexf	2	263	1	R-MAT	500	25	88	gexf
5262	R-MAT.500.25.88.gexf	3	263	1	R-MAT	500	25	88	gexf
5263	R-MAT.500.25.88.gexf	5	263	1	R-MAT	500	25	88	gexf
5264	R-MAT.500.25.88.gexf	10	259.6	2	R-MAT	500	25	88	gexf
5265	R-MAT.500.25.88.gexf	50	217.6	7	R-MAT	500	25	88	gexf
5266	R-MAT.1000.5.88.gexf	2	80	1	R-MAT	1000	5	88	gexf
5267	R-MAT.1000.5.88.gexf	3	80	1	R-MAT	1000	5	88	gexf
5268	R-MAT.1000.5.88.gexf	5	80	1	R-MAT	1000	5	88	gexf
5269	R-MAT.1000.5.88.gexf	10	80	1	R-MAT	1000	5	88	gexf
5270	R-MAT.1000.5.88.gexf	50	66.6923076923077	13	R-MAT	1000	5	88	gexf
5271	R-MAT.1000.10.88.gexf	2	159	1	R-MAT	1000	10	88	gexf
5272	R-MAT.1000.10.88.gexf	3	159	1	R-MAT	1000	10	88	gexf
5273	R-MAT.1000.10.88.gexf	5	159	1	R-MAT	1000	10	88	gexf
5274	R-MAT.1000.10.88.gexf	10	159	1	R-MAT	1000	10	88	gexf
5275	R-MAT.1000.10.88.gexf	50	130.769230769231	13	R-MAT	1000	10	88	gexf
5276	R-MAT.1000.25.88.gexf	2	371	1	R-MAT	1000	25	88	gexf
5277	R-MAT.1000.25.88.gexf	3	371	1	R-MAT	1000	25	88	gexf
5278	R-MAT.1000.25.88.gexf	5	371	1	R-MAT	1000	25	88	gexf
5279	R-MAT.1000.25.88.gexf	10	371	1	R-MAT	1000	25	88	gexf
5280	R-MAT.1000.25.88.gexf	50	318.75	8	R-MAT	1000	25	88	gexf
5281	R-MAT.50.5.89.gexf	2	18	1	R-MAT	50	5	89	gexf
5282	R-MAT.50.5.89.gexf	3	18	1	R-MAT	50	5	89	gexf
5283	R-MAT.50.5.89.gexf	5	18	1	R-MAT	50	5	89	gexf
5284	R-MAT.50.5.89.gexf	10	13.2	8	R-MAT	50	5	89	gexf
5286	R-MAT.50.10.89.gexf	2	21	1	R-MAT	50	10	89	gexf
5287	R-MAT.50.10.89.gexf	3	21	1	R-MAT	50	10	89	gexf
5288	R-MAT.50.10.89.gexf	5	21	1	R-MAT	50	10	89	gexf
5289	R-MAT.50.10.89.gexf	10	16.5	6	R-MAT	50	10	89	gexf
5291	R-MAT.50.25.89.gexf	2	81	1	R-MAT	50	25	89	gexf
5292	R-MAT.50.25.89.gexf	3	81	1	R-MAT	50	25	89	gexf
5293	R-MAT.50.25.89.gexf	5	81	1	R-MAT	50	25	89	gexf
5294	R-MAT.50.25.89.gexf	10	70.7142857142857	5	R-MAT	50	25	89	gexf
5296	R-MAT.100.5.89.gexf	2	23	1	R-MAT	100	5	89	gexf
5297	R-MAT.100.5.89.gexf	3	23	1	R-MAT	100	5	89	gexf
5298	R-MAT.100.5.89.gexf	5	21.6	2	R-MAT	100	5	89	gexf
5299	R-MAT.100.5.89.gexf	10	17.875	5	R-MAT	100	5	89	gexf
5301	R-MAT.100.10.89.gexf	2	31	1	R-MAT	100	10	89	gexf
5302	R-MAT.100.10.89.gexf	3	31	1	R-MAT	100	10	89	gexf
5303	R-MAT.100.10.89.gexf	5	31	1	R-MAT	100	10	89	gexf
5304	R-MAT.100.10.89.gexf	10	28.1111111111111	3	R-MAT	100	10	89	gexf
5306	R-MAT.100.25.89.gexf	2	119	1	R-MAT	100	25	89	gexf
5307	R-MAT.100.25.89.gexf	3	119	1	R-MAT	100	25	89	gexf
5308	R-MAT.100.25.89.gexf	5	119	1	R-MAT	100	25	89	gexf
5309	R-MAT.100.25.89.gexf	10	116.6	2	R-MAT	100	25	89	gexf
5311	R-MAT.500.5.89.gexf	2	54	1	R-MAT	500	5	89	gexf
5312	R-MAT.500.5.89.gexf	3	54	1	R-MAT	500	5	89	gexf
5313	R-MAT.500.5.89.gexf	5	54	1	R-MAT	500	5	89	gexf
5314	R-MAT.500.5.89.gexf	10	54	1	R-MAT	500	5	89	gexf
5316	R-MAT.500.10.89.gexf	2	99	1	R-MAT	500	10	89	gexf
5317	R-MAT.500.10.89.gexf	3	99	1	R-MAT	500	10	89	gexf
5318	R-MAT.500.10.89.gexf	5	99	1	R-MAT	500	10	89	gexf
5319	R-MAT.500.10.89.gexf	10	99	1	R-MAT	500	10	89	gexf
5320	R-MAT.500.10.89.gexf	50	69	18	R-MAT	500	10	89	gexf
5321	R-MAT.500.25.89.gexf	2	280	1	R-MAT	500	25	89	gexf
5322	R-MAT.500.25.89.gexf	3	280	1	R-MAT	500	25	89	gexf
5323	R-MAT.500.25.89.gexf	5	280	1	R-MAT	500	25	89	gexf
5324	R-MAT.500.25.89.gexf	10	280	1	R-MAT	500	25	89	gexf
5325	R-MAT.500.25.89.gexf	50	210.538461538462	13	R-MAT	500	25	89	gexf
5326	R-MAT.1000.5.89.gexf	2	68	1	R-MAT	1000	5	89	gexf
5327	R-MAT.1000.5.89.gexf	3	68	1	R-MAT	1000	5	89	gexf
5328	R-MAT.1000.5.89.gexf	5	68	1	R-MAT	1000	5	89	gexf
5329	R-MAT.1000.5.89.gexf	10	68	1	R-MAT	1000	5	89	gexf
5330	R-MAT.1000.5.89.gexf	50	61.2	7	R-MAT	1000	5	89	gexf
5331	R-MAT.1000.10.89.gexf	2	147	1	R-MAT	1000	10	89	gexf
5332	R-MAT.1000.10.89.gexf	3	147	1	R-MAT	1000	10	89	gexf
5333	R-MAT.1000.10.89.gexf	5	147	1	R-MAT	1000	10	89	gexf
5334	R-MAT.1000.10.89.gexf	10	147	1	R-MAT	1000	10	89	gexf
5335	R-MAT.1000.10.89.gexf	50	121.615384615385	13	R-MAT	1000	10	89	gexf
5336	R-MAT.1000.25.89.gexf	2	339	1	R-MAT	1000	25	89	gexf
5337	R-MAT.1000.25.89.gexf	3	339	1	R-MAT	1000	25	89	gexf
5338	R-MAT.1000.25.89.gexf	5	339	1	R-MAT	1000	25	89	gexf
5339	R-MAT.1000.25.89.gexf	10	339	1	R-MAT	1000	25	89	gexf
5340	R-MAT.1000.25.89.gexf	50	285.357142857143	10	R-MAT	1000	25	89	gexf
5341	R-MAT.50.5.90.gexf	2	16	1	R-MAT	50	5	90	gexf
5342	R-MAT.50.5.90.gexf	3	14.6666666666667	2	R-MAT	50	5	90	gexf
5343	R-MAT.50.5.90.gexf	5	12	3	R-MAT	50	5	90	gexf
5346	R-MAT.50.10.90.gexf	2	29	1	R-MAT	50	10	90	gexf
5347	R-MAT.50.10.90.gexf	3	29	1	R-MAT	50	10	90	gexf
5348	R-MAT.50.10.90.gexf	5	28.5	3	R-MAT	50	10	90	gexf
5349	R-MAT.50.10.90.gexf	10	17.6	8	R-MAT	50	10	90	gexf
5351	R-MAT.50.25.90.gexf	2	66	1	R-MAT	50	25	90	gexf
5352	R-MAT.50.25.90.gexf	3	66	1	R-MAT	50	25	90	gexf
5353	R-MAT.50.25.90.gexf	5	66	1	R-MAT	50	25	90	gexf
5354	R-MAT.50.25.90.gexf	10	64.7777777777778	4	R-MAT	50	25	90	gexf
5356	R-MAT.100.5.90.gexf	2	14	1	R-MAT	100	5	90	gexf
5357	R-MAT.100.5.90.gexf	3	14	1	R-MAT	100	5	90	gexf
5358	R-MAT.100.5.90.gexf	5	13.2	3	R-MAT	100	5	90	gexf
5359	R-MAT.100.5.90.gexf	10	12.1	2	R-MAT	100	5	90	gexf
5361	R-MAT.100.10.90.gexf	2	41	1	R-MAT	100	10	90	gexf
5362	R-MAT.100.10.90.gexf	3	41	1	R-MAT	100	10	90	gexf
5363	R-MAT.100.10.90.gexf	5	41	2	R-MAT	100	10	90	gexf
5364	R-MAT.100.10.90.gexf	10	38.5	2	R-MAT	100	10	90	gexf
5366	R-MAT.100.25.90.gexf	2	97	1	R-MAT	100	25	90	gexf
5367	R-MAT.100.25.90.gexf	3	97	1	R-MAT	100	25	90	gexf
5368	R-MAT.100.25.90.gexf	5	97	1	R-MAT	100	25	90	gexf
5369	R-MAT.100.25.90.gexf	10	94.1111111111111	3	R-MAT	100	25	90	gexf
5371	R-MAT.500.5.90.gexf	2	52	1	R-MAT	500	5	90	gexf
5372	R-MAT.500.5.90.gexf	3	52	1	R-MAT	500	5	90	gexf
5373	R-MAT.500.5.90.gexf	5	52	1	R-MAT	500	5	90	gexf
5374	R-MAT.500.5.90.gexf	10	52	1	R-MAT	500	5	90	gexf
5376	R-MAT.500.10.90.gexf	2	105	1	R-MAT	500	10	90	gexf
5377	R-MAT.500.10.90.gexf	3	105	1	R-MAT	500	10	90	gexf
5378	R-MAT.500.10.90.gexf	5	105	1	R-MAT	500	10	90	gexf
5379	R-MAT.500.10.90.gexf	10	105	1	R-MAT	500	10	90	gexf
5380	R-MAT.500.10.90.gexf	50	75	20	R-MAT	500	10	90	gexf
5381	R-MAT.500.25.90.gexf	2	248	1	R-MAT	500	25	90	gexf
5382	R-MAT.500.25.90.gexf	3	248	1	R-MAT	500	25	90	gexf
5383	R-MAT.500.25.90.gexf	5	248	1	R-MAT	500	25	90	gexf
5384	R-MAT.500.25.90.gexf	10	248	1	R-MAT	500	25	90	gexf
5385	R-MAT.500.25.90.gexf	50	197.461538461538	15	R-MAT	500	25	90	gexf
5386	R-MAT.1000.5.90.gexf	2	80	1	R-MAT	1000	5	90	gexf
5387	R-MAT.1000.5.90.gexf	3	80	1	R-MAT	1000	5	90	gexf
5388	R-MAT.1000.5.90.gexf	5	80	1	R-MAT	1000	5	90	gexf
5389	R-MAT.1000.5.90.gexf	10	80	1	R-MAT	1000	5	90	gexf
5390	R-MAT.1000.5.90.gexf	50	65.7631578947368	14	R-MAT	1000	5	90	gexf
5391	R-MAT.1000.10.90.gexf	2	140	1	R-MAT	1000	10	90	gexf
5392	R-MAT.1000.10.90.gexf	3	140	1	R-MAT	1000	10	90	gexf
5393	R-MAT.1000.10.90.gexf	5	140	1	R-MAT	1000	10	90	gexf
5394	R-MAT.1000.10.90.gexf	10	140	1	R-MAT	1000	10	90	gexf
5395	R-MAT.1000.10.90.gexf	50	123.533333333333	7	R-MAT	1000	10	90	gexf
5396	R-MAT.1000.25.90.gexf	2	342	1	R-MAT	1000	25	90	gexf
5397	R-MAT.1000.25.90.gexf	3	342	1	R-MAT	1000	25	90	gexf
5398	R-MAT.1000.25.90.gexf	5	342	1	R-MAT	1000	25	90	gexf
5399	R-MAT.1000.25.90.gexf	10	342	1	R-MAT	1000	25	90	gexf
5400	R-MAT.1000.25.90.gexf	50	311.93023255814	9	R-MAT	1000	25	90	gexf
5401	R-MAT.50.5.91.gexf	2	13	1	R-MAT	50	5	91	gexf
5402	R-MAT.50.5.91.gexf	3	13	1	R-MAT	50	5	91	gexf
5403	R-MAT.50.5.91.gexf	5	12	2	R-MAT	50	5	91	gexf
