path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4
4648	R-MAT.100.25.78.gexf	5	107	1	R-MAT	100	25	78	gexf
4649	R-MAT.100.25.78.gexf	10	106.7	2	R-MAT	100	25	78	gexf
4651	R-MAT.500.5.78.gexf	2	51	1	R-MAT	500	5	78	gexf
4652	R-MAT.500.5.78.gexf	3	51	1	R-MAT	500	5	78	gexf
4653	R-MAT.500.5.78.gexf	5	51	1	R-MAT	500	5	78	gexf
4654	R-MAT.500.5.78.gexf	10	45.2222222222222	3	R-MAT	500	5	78	gexf
4656	R-MAT.500.10.78.gexf	2	94	1	R-MAT	500	10	78	gexf
4657	R-MAT.500.10.78.gexf	3	94	1	R-MAT	500	10	78	gexf
4658	R-MAT.500.10.78.gexf	5	94	1	R-MAT	500	10	78	gexf
4659	R-MAT.500.10.78.gexf	10	92.4	2	R-MAT	500	10	78	gexf
4660	R-MAT.500.10.78.gexf	50	63.078947368421	15	R-MAT	500	10	78	gexf
4661	R-MAT.500.25.78.gexf	2	250	1	R-MAT	500	25	78	gexf
4662	R-MAT.500.25.78.gexf	3	250	1	R-MAT	500	25	78	gexf
4663	R-MAT.500.25.78.gexf	5	250	1	R-MAT	500	25	78	gexf
4664	R-MAT.500.25.78.gexf	10	250	1	R-MAT	500	25	78	gexf
4665	R-MAT.500.25.78.gexf	50	189.236842105263	14	R-MAT	500	25	78	gexf
4666	R-MAT.1000.5.78.gexf	2	68	1	R-MAT	1000	5	78	gexf
4667	R-MAT.1000.5.78.gexf	3	68	1	R-MAT	1000	5	78	gexf
4668	R-MAT.1000.5.78.gexf	5	68	1	R-MAT	1000	5	78	gexf
4669	R-MAT.1000.5.78.gexf	10	68	1	R-MAT	1000	5	78	gexf
4670	R-MAT.1000.5.78.gexf	50	58.1162790697674	9	R-MAT	1000	5	78	gexf
4671	R-MAT.1000.10.78.gexf	2	146	1	R-MAT	1000	10	78	gexf
4672	R-MAT.1000.10.78.gexf	3	146	1	R-MAT	1000	10	78	gexf
4673	R-MAT.1000.10.78.gexf	5	146	1	R-MAT	1000	10	78	gexf
4674	R-MAT.1000.10.78.gexf	10	146	1	R-MAT	1000	10	78	gexf
4675	R-MAT.1000.10.78.gexf	50	120.545454545455	8	R-MAT	1000	10	78	gexf
4676	R-MAT.1000.25.78.gexf	2	399	1	R-MAT	1000	25	78	gexf
4677	R-MAT.1000.25.78.gexf	3	399	1	R-MAT	1000	25	78	gexf
4678	R-MAT.1000.25.78.gexf	5	399	1	R-MAT	1000	25	78	gexf
4679	R-MAT.1000.25.78.gexf	10	399	1	R-MAT	1000	25	78	gexf
4680	R-MAT.1000.25.78.gexf	50	341.581395348837	9	R-MAT	1000	25	78	gexf
4681	R-MAT.50.5.79.gexf	2	9	1	R-MAT	50	5	79	gexf
4682	R-MAT.50.5.79.gexf	3	9	1	R-MAT	50	5	79	gexf
4683	R-MAT.50.5.79.gexf	5	8.4	2	R-MAT	50	5	79	gexf
4686	R-MAT.50.10.79.gexf	2	27	1	R-MAT	50	10	79	gexf
4687	R-MAT.50.10.79.gexf	3	27	1	R-MAT	50	10	79	gexf
4688	R-MAT.50.10.79.gexf	5	27	1	R-MAT	50	10	79	gexf
4689	R-MAT.50.10.79.gexf	10	19.25	8	R-MAT	50	10	79	gexf
4691	R-MAT.50.25.79.gexf	2	68	1	R-MAT	50	25	79	gexf
4692	R-MAT.50.25.79.gexf	3	68	1	R-MAT	50	25	79	gexf
4693	R-MAT.50.25.79.gexf	5	68	1	R-MAT	50	25	79	gexf
4694	R-MAT.50.25.79.gexf	10	55	5	R-MAT	50	25	79	gexf
4696	R-MAT.100.5.79.gexf	2	17	1	R-MAT	100	5	79	gexf
4697	R-MAT.100.5.79.gexf	3	17	1	R-MAT	100	5	79	gexf
4698	R-MAT.100.5.79.gexf	5	17	1	R-MAT	100	5	79	gexf
4699	R-MAT.100.5.79.gexf	10	15.8888888888889	3	R-MAT	100	5	79	gexf
4701	R-MAT.100.10.79.gexf	2	56	1	R-MAT	100	10	79	gexf
4702	R-MAT.100.10.79.gexf	3	56	1	R-MAT	100	10	79	gexf
4703	R-MAT.100.10.79.gexf	5	56	1	R-MAT	100	10	79	gexf
4704	R-MAT.100.10.79.gexf	10	52.8	2	R-MAT	100	10	79	gexf
4706	R-MAT.100.25.79.gexf	2	93	1	R-MAT	100	25	79	gexf
4707	R-MAT.100.25.79.gexf	3	93	1	R-MAT	100	25	79	gexf
4708	R-MAT.100.25.79.gexf	5	93	1	R-MAT	100	25	79	gexf
4709	R-MAT.100.25.79.gexf	10	93	1	R-MAT	100	25	79	gexf
4711	R-MAT.500.5.79.gexf	2	58	1	R-MAT	500	5	79	gexf
4712	R-MAT.500.5.79.gexf	3	58	1	R-MAT	500	5	79	gexf
4713	R-MAT.500.5.79.gexf	5	58	1	R-MAT	500	5	79	gexf
4714	R-MAT.500.5.79.gexf	10	55	2	R-MAT	500	5	79	gexf
4716	R-MAT.500.10.79.gexf	2	91	1	R-MAT	500	10	79	gexf
4717	R-MAT.500.10.79.gexf	3	91	1	R-MAT	500	10	79	gexf
4718	R-MAT.500.10.79.gexf	5	91	1	R-MAT	500	10	79	gexf
4719	R-MAT.500.10.79.gexf	10	91	1	R-MAT	500	10	79	gexf
4720	R-MAT.500.10.79.gexf	50	64.1142857142857	17	R-MAT	500	10	79	gexf
4721	R-MAT.500.25.79.gexf	2	248	1	R-MAT	500	25	79	gexf
4722	R-MAT.500.25.79.gexf	3	248	1	R-MAT	500	25	79	gexf
4723	R-MAT.500.25.79.gexf	5	248	1	R-MAT	500	25	79	gexf
4724	R-MAT.500.25.79.gexf	10	248	1	R-MAT	500	25	79	gexf
4725	R-MAT.500.25.79.gexf	50	201.45	13	R-MAT	500	25	79	gexf
4726	R-MAT.1000.5.79.gexf	2	87	1	R-MAT	1000	5	79	gexf
4727	R-MAT.1000.5.79.gexf	3	87	1	R-MAT	1000	5	79	gexf
4728	R-MAT.1000.5.79.gexf	5	87	1	R-MAT	1000	5	79	gexf
4729	R-MAT.1000.5.79.gexf	10	87	1	R-MAT	1000	5	79	gexf
4730	R-MAT.1000.5.79.gexf	50	79.1842105263158	14	R-MAT	1000	5	79	gexf
4731	R-MAT.1000.10.79.gexf	2	132	1	R-MAT	1000	10	79	gexf
4732	R-MAT.1000.10.79.gexf	3	132	1	R-MAT	1000	10	79	gexf
4733	R-MAT.1000.10.79.gexf	5	132	1	R-MAT	1000	10	79	gexf
4734	R-MAT.1000.10.79.gexf	10	132	1	R-MAT	1000	10	79	gexf
4735	R-MAT.1000.10.79.gexf	50	105.558139534884	9	R-MAT	1000	10	79	gexf
4736	R-MAT.1000.25.79.gexf	2	371	1	R-MAT	1000	25	79	gexf
4737	R-MAT.1000.25.79.gexf	3	371	1	R-MAT	1000	25	79	gexf
4738	R-MAT.1000.25.79.gexf	5	371	1	R-MAT	1000	25	79	gexf
4739	R-MAT.1000.25.79.gexf	10	371	1	R-MAT	1000	25	79	gexf
4740	R-MAT.1000.25.79.gexf	50	324.545454545455	8	R-MAT	1000	25	79	gexf
4741	R-MAT.50.5.80.gexf	2	12	1	R-MAT	50	5	80	gexf
4742	R-MAT.50.5.80.gexf	3	12	1	R-MAT	50	5	80	gexf
4743	R-MAT.50.5.80.gexf	5	12	1	R-MAT	50	5	80	gexf
4744	R-MAT.50.5.80.gexf	10	11	2	R-MAT	50	5	80	gexf
4746	R-MAT.50.10.80.gexf	2	28	1	R-MAT	50	10	80	gexf
4747	R-MAT.50.10.80.gexf	3	28	1	R-MAT	50	10	80	gexf
4748	R-MAT.50.10.80.gexf	5	27	4	R-MAT	50	10	80	gexf
4749	R-MAT.50.10.80.gexf	10	15.4	8	R-MAT	50	10	80	gexf
4751	R-MAT.50.25.80.gexf	2	72	1	R-MAT	50	25	80	gexf
4752	R-MAT.50.25.80.gexf	3	72	1	R-MAT	50	25	80	gexf
4753	R-MAT.50.25.80.gexf	5	72	1	R-MAT	50	25	80	gexf
4754	R-MAT.50.25.80.gexf	10	64.4285714285714	6	R-MAT	50	25	80	gexf
4756	R-MAT.100.5.80.gexf	2	12	1	R-MAT	100	5	80	gexf
4757	R-MAT.100.5.80.gexf	3	12	1	R-MAT	100	5	80	gexf
4758	R-MAT.100.5.80.gexf	5	10.8	4	R-MAT	100	5	80	gexf
4761	R-MAT.100.10.80.gexf	2	48	1	R-MAT	100	10	80	gexf
4762	R-MAT.100.10.80.gexf	3	48	1	R-MAT	100	10	80	gexf
4763	R-MAT.100.10.80.gexf	5	48	1	R-MAT	100	10	80	gexf
4764	R-MAT.100.10.80.gexf	10	45.2222222222222	3	R-MAT	100	10	80	gexf
4766	R-MAT.100.25.80.gexf	2	101	1	R-MAT	100	25	80	gexf
4767	R-MAT.100.25.80.gexf	3	101	1	R-MAT	100	25	80	gexf
4768	R-MAT.100.25.80.gexf	5	101	1	R-MAT	100	25	80	gexf
4769	R-MAT.100.25.80.gexf	10	101	1	R-MAT	100	25	80	gexf
4771	R-MAT.500.5.80.gexf	2	54	1	R-MAT	500	5	80	gexf
4772	R-MAT.500.5.80.gexf	3	54	1	R-MAT	500	5	80	gexf
4773	R-MAT.500.5.80.gexf	5	54	1	R-MAT	500	5	80	gexf
4774	R-MAT.500.5.80.gexf	10	51.7	2	R-MAT	500	5	80	gexf
4776	R-MAT.500.10.80.gexf	2	98	1	R-MAT	500	10	80	gexf
4777	R-MAT.500.10.80.gexf	3	98	1	R-MAT	500	10	80	gexf
4778	R-MAT.500.10.80.gexf	5	98	1	R-MAT	500	10	80	gexf
4779	R-MAT.500.10.80.gexf	10	96.8	3	R-MAT	500	10	80	gexf
4780	R-MAT.500.10.80.gexf	50	64.1142857142857	17	R-MAT	500	10	80	gexf
4781	R-MAT.500.25.80.gexf	2	253	1	R-MAT	500	25	80	gexf
4782	R-MAT.500.25.80.gexf	3	253	1	R-MAT	500	25	80	gexf
4783	R-MAT.500.25.80.gexf	5	253	1	R-MAT	500	25	80	gexf
4784	R-MAT.500.25.80.gexf	10	248.111111111111	4	R-MAT	500	25	80	gexf
4785	R-MAT.500.25.80.gexf	50	177.157894736842	14	R-MAT	500	25	80	gexf
4786	R-MAT.1000.5.80.gexf	2	88	1	R-MAT	1000	5	80	gexf
4787	R-MAT.1000.5.80.gexf	3	88	1	R-MAT	1000	5	80	gexf
4788	R-MAT.1000.5.80.gexf	5	88	1	R-MAT	1000	5	80	gexf
4789	R-MAT.1000.5.80.gexf	10	88	1	R-MAT	1000	5	80	gexf
4790	R-MAT.1000.5.80.gexf	50	65.5714285714286	18	R-MAT	1000	5	80	gexf
4791	R-MAT.1000.10.80.gexf	2	161	1	R-MAT	1000	10	80	gexf
4792	R-MAT.1000.10.80.gexf	3	161	1	R-MAT	1000	10	80	gexf
4793	R-MAT.1000.10.80.gexf	5	161	1	R-MAT	1000	10	80	gexf
4794	R-MAT.1000.10.80.gexf	10	158.4	2	R-MAT	1000	10	80	gexf
4795	R-MAT.1000.10.80.gexf	50	131.325	12	R-MAT	1000	10	80	gexf
4796	R-MAT.1000.25.80.gexf	2	388	1	R-MAT	1000	25	80	gexf
4797	R-MAT.1000.25.80.gexf	3	388	1	R-MAT	1000	25	80	gexf
4798	R-MAT.1000.25.80.gexf	5	388	1	R-MAT	1000	25	80	gexf
4799	R-MAT.1000.25.80.gexf	10	388	1	R-MAT	1000	25	80	gexf
4800	R-MAT.1000.25.80.gexf	50	352.363636363636	8	R-MAT	1000	25	80	gexf
4801	R-MAT.50.5.81.gexf	2	11	1	R-MAT	50	5	81	gexf
4802	R-MAT.50.5.81.gexf	3	11	1	R-MAT	50	5	81	gexf
4803	R-MAT.50.5.81.gexf	5	10.5	3	R-MAT	50	5	81	gexf
4806	R-MAT.50.10.81.gexf	2	27	1	R-MAT	50	10	81	gexf
4807	R-MAT.50.10.81.gexf	3	27	1	R-MAT	50	10	81	gexf
4808	R-MAT.50.10.81.gexf	5	26.4	3	R-MAT	50	10	81	gexf
4809	R-MAT.50.10.81.gexf	10	24.2	2	R-MAT	50	10	81	gexf
4811	R-MAT.50.25.81.gexf	2	59	1	R-MAT	50	25	81	gexf
4812	R-MAT.50.25.81.gexf	3	59	1	R-MAT	50	25	81	gexf
4813	R-MAT.50.25.81.gexf	5	57.6	2	R-MAT	50	25	81	gexf
4814	R-MAT.50.25.81.gexf	10	50.1111111111111	3	R-MAT	50	25	81	gexf
4816	R-MAT.100.5.81.gexf	2	17	1	R-MAT	100	5	81	gexf
4817	R-MAT.100.5.81.gexf	3	16	2	R-MAT	100	5	81	gexf
4818	R-MAT.100.5.81.gexf	5	12	4	R-MAT	100	5	81	gexf
4821	R-MAT.100.10.81.gexf	2	41	1	R-MAT	100	10	81	gexf
4822	R-MAT.100.10.81.gexf	3	41	1	R-MAT	100	10	81	gexf
4823	R-MAT.100.10.81.gexf	5	41	1	R-MAT	100	10	81	gexf
4824	R-MAT.100.10.81.gexf	10	35.75	4	R-MAT	100	10	81	gexf
4826	R-MAT.100.25.81.gexf	2	111	1	R-MAT	100	25	81	gexf
4827	R-MAT.100.25.81.gexf	3	111	1	R-MAT	100	25	81	gexf
4828	R-MAT.100.25.81.gexf	5	111	1	R-MAT	100	25	81	gexf
4829	R-MAT.100.25.81.gexf	10	108.777777777778	4	R-MAT	100	25	81	gexf
4831	R-MAT.500.5.81.gexf	2	39	1	R-MAT	500	5	81	gexf
4832	R-MAT.500.5.81.gexf	3	39	1	R-MAT	500	5	81	gexf
4833	R-MAT.500.5.81.gexf	5	39	1	R-MAT	500	5	81	gexf
4834	R-MAT.500.5.81.gexf	10	38.5	2	R-MAT	500	5	81	gexf
4836	R-MAT.500.10.81.gexf	2	90	1	R-MAT	500	10	81	gexf
4837	R-MAT.500.10.81.gexf	3	90	1	R-MAT	500	10	81	gexf
4838	R-MAT.500.10.81.gexf	5	90	1	R-MAT	500	10	81	gexf
4839	R-MAT.500.10.81.gexf	10	89.1	2	R-MAT	500	10	81	gexf
4840	R-MAT.500.10.81.gexf	50	57	19	R-MAT	500	10	81	gexf
4841	R-MAT.500.25.81.gexf	2	238	1	R-MAT	500	25	81	gexf
4842	R-MAT.500.25.81.gexf	3	238	1	R-MAT	500	25	81	gexf
4843	R-MAT.500.25.81.gexf	5	238	1	R-MAT	500	25	81	gexf
4844	R-MAT.500.25.81.gexf	10	238	1	R-MAT	500	25	81	gexf
4845	R-MAT.500.25.81.gexf	50	197.625	13	R-MAT	500	25	81	gexf
4846	R-MAT.1000.5.81.gexf	2	79	1	R-MAT	1000	5	81	gexf
4847	R-MAT.1000.5.81.gexf	3	79	1	R-MAT	1000	5	81	gexf
4848	R-MAT.1000.5.81.gexf	5	79	1	R-MAT	1000	5	81	gexf
4849	R-MAT.1000.5.81.gexf	10	79	1	R-MAT	1000	5	81	gexf
4850	R-MAT.1000.5.81.gexf	50	64.6829268292683	12	R-MAT	1000	5	81	gexf
4851	R-MAT.1000.10.81.gexf	2	141	1	R-MAT	1000	10	81	gexf
4852	R-MAT.1000.10.81.gexf	3	141	1	R-MAT	1000	10	81	gexf
4853	R-MAT.1000.10.81.gexf	5	141	1	R-MAT	1000	10	81	gexf
4854	R-MAT.1000.10.81.gexf	10	141	1	R-MAT	1000	10	81	gexf
4855	R-MAT.1000.10.81.gexf	50	116.763157894737	15	R-MAT	1000	10	81	gexf
4856	R-MAT.1000.25.81.gexf	2	369	1	R-MAT	1000	25	81	gexf
4857	R-MAT.1000.25.81.gexf	3	369	1	R-MAT	1000	25	81	gexf
4858	R-MAT.1000.25.81.gexf	5	369	1	R-MAT	1000	25	81	gexf
4859	R-MAT.1000.25.81.gexf	10	369	1	R-MAT	1000	25	81	gexf
4860	R-MAT.1000.25.81.gexf	50	328.53488372093	9	R-MAT	1000	25	81	gexf
4861	R-MAT.50.5.82.gexf	2	8	1	R-MAT	50	5	82	gexf
4862	R-MAT.50.5.82.gexf	3	8	1	R-MAT	50	5	82	gexf
4863	R-MAT.50.5.82.gexf	5	8	3	R-MAT	50	5	82	gexf
4866	R-MAT.50.10.82.gexf	2	23	1	R-MAT	50	10	82	gexf
4867	R-MAT.50.10.82.gexf	3	23	1	R-MAT	50	10	82	gexf
4868	R-MAT.50.10.82.gexf	5	23	1	R-MAT	50	10	82	gexf
4869	R-MAT.50.10.82.gexf	10	22	2	R-MAT	50	10	82	gexf
4871	R-MAT.50.25.82.gexf	2	91	1	R-MAT	50	25	82	gexf
4872	R-MAT.50.25.82.gexf	3	91	1	R-MAT	50	25	82	gexf
4873	R-MAT.50.25.82.gexf	5	91	1	R-MAT	50	25	82	gexf
4874	R-MAT.50.25.82.gexf	10	83.1111111111111	3	R-MAT	50	25	82	gexf
4876	R-MAT.100.5.82.gexf	2	15	1	R-MAT	100	5	82	gexf
4877	R-MAT.100.5.82.gexf	3	15	1	R-MAT	100	5	82	gexf
4878	R-MAT.100.5.82.gexf	5	14.4	2	R-MAT	100	5	82	gexf
4879	R-MAT.100.5.82.gexf	10	12.2222222222222	4	R-MAT	100	5	82	gexf
4881	R-MAT.100.10.82.gexf	2	39	1	R-MAT	100	10	82	gexf
4882	R-MAT.100.10.82.gexf	3	39	1	R-MAT	100	10	82	gexf
4883	R-MAT.100.10.82.gexf	5	39	1	R-MAT	100	10	82	gexf
4884	R-MAT.100.10.82.gexf	10	37.8888888888889	4	R-MAT	100	10	82	gexf
4886	R-MAT.100.25.82.gexf	2	129	1	R-MAT	100	25	82	gexf
4887	R-MAT.100.25.82.gexf	3	129	1	R-MAT	100	25	82	gexf
4888	R-MAT.100.25.82.gexf	5	129	1	R-MAT	100	25	82	gexf
4889	R-MAT.100.25.82.gexf	10	123.2	2	R-MAT	100	25	82	gexf
4891	R-MAT.500.5.82.gexf	2	50	1	R-MAT	500	5	82	gexf
4892	R-MAT.500.5.82.gexf	3	50	1	R-MAT	500	5	82	gexf
4893	R-MAT.500.5.82.gexf	5	50	1	R-MAT	500	5	82	gexf
4894	R-MAT.500.5.82.gexf	10	50	2	R-MAT	500	5	82	gexf
4896	R-MAT.500.10.82.gexf	2	105	1	R-MAT	500	10	82	gexf
4897	R-MAT.500.10.82.gexf	3	105	1	R-MAT	500	10	82	gexf
4898	R-MAT.500.10.82.gexf	5	105	1	R-MAT	500	10	82	gexf
4899	R-MAT.500.10.82.gexf	10	101.444444444444	3	R-MAT	500	10	82	gexf
4900	R-MAT.500.10.82.gexf	50	63.4054054054054	16	R-MAT	500	10	82	gexf
4901	R-MAT.500.25.82.gexf	2	253	1	R-MAT	500	25	82	gexf
4902	R-MAT.500.25.82.gexf	3	253	1	R-MAT	500	25	82	gexf
4903	R-MAT.500.25.82.gexf	5	253	1	R-MAT	500	25	82	gexf
4904	R-MAT.500.25.82.gexf	10	250.8	2	R-MAT	500	25	82	gexf
4905	R-MAT.500.25.82.gexf	50	205.108695652174	6	R-MAT	500	25	82	gexf
4906	R-MAT.1000.5.82.gexf	2	81	1	R-MAT	1000	5	82	gexf
4907	R-MAT.1000.5.82.gexf	3	81	1	R-MAT	1000	5	82	gexf
4908	R-MAT.1000.5.82.gexf	5	81	1	R-MAT	1000	5	82	gexf
4909	R-MAT.1000.5.82.gexf	10	81	1	R-MAT	1000	5	82	gexf
4910	R-MAT.1000.5.82.gexf	50	69.9767441860465	9	R-MAT	1000	5	82	gexf
4911	R-MAT.1000.10.82.gexf	2	126	1	R-MAT	1000	10	82	gexf
4912	R-MAT.1000.10.82.gexf	3	126	1	R-MAT	1000	10	82	gexf
4913	R-MAT.1000.10.82.gexf	5	126	1	R-MAT	1000	10	82	gexf
4914	R-MAT.1000.10.82.gexf	10	126	1	R-MAT	1000	10	82	gexf
4915	R-MAT.1000.10.82.gexf	50	108.071428571429	10	R-MAT	1000	10	82	gexf
4916	R-MAT.1000.25.82.gexf	2	356	1	R-MAT	1000	25	82	gexf
4917	R-MAT.1000.25.82.gexf	3	356	1	R-MAT	1000	25	82	gexf
4918	R-MAT.1000.25.82.gexf	5	356	1	R-MAT	1000	25	82	gexf
4919	R-MAT.1000.25.82.gexf	10	356	2	R-MAT	1000	25	82	gexf
4920	R-MAT.1000.25.82.gexf	50	328.173913043478	7	R-MAT	1000	25	82	gexf
4921	R-MAT.50.5.83.gexf	2	9	1	R-MAT	50	5	83	gexf
4922	R-MAT.50.5.83.gexf	3	9	1	R-MAT	50	5	83	gexf
4923	R-MAT.50.5.83.gexf	5	8.4	2	R-MAT	50	5	83	gexf
4926	R-MAT.50.10.83.gexf	2	18	1	R-MAT	50	10	83	gexf
4927	R-MAT.50.10.83.gexf	3	18	1	R-MAT	50	10	83	gexf
4928	R-MAT.50.10.83.gexf	5	18	1	R-MAT	50	10	83	gexf
4929	R-MAT.50.10.83.gexf	10	12.8333333333333	6	R-MAT	50	10	83	gexf
4931	R-MAT.50.25.83.gexf	2	74	1	R-MAT	50	25	83	gexf
4932	R-MAT.50.25.83.gexf	3	74	1	R-MAT	50	25	83	gexf
4933	R-MAT.50.25.83.gexf	5	74	1	R-MAT	50	25	83	gexf
4934	R-MAT.50.25.83.gexf	10	64.4285714285714	6	R-MAT	50	25	83	gexf
4936	R-MAT.100.5.83.gexf	2	23	1	R-MAT	100	5	83	gexf
4937	R-MAT.100.5.83.gexf	3	23	1	R-MAT	100	5	83	gexf
4938	R-MAT.100.5.83.gexf	5	22.8	2	R-MAT	100	5	83	gexf
4939	R-MAT.100.5.83.gexf	10	17.6	7	R-MAT	100	5	83	gexf
4941	R-MAT.100.10.83.gexf	2	25	1	R-MAT	100	10	83	gexf
4942	R-MAT.100.10.83.gexf	3	25	1	R-MAT	100	10	83	gexf
4943	R-MAT.100.10.83.gexf	5	25	1	R-MAT	100	10	83	gexf
4944	R-MAT.100.10.83.gexf	10	19.8	7	R-MAT	100	10	83	gexf
4946	R-MAT.100.25.83.gexf	2	118	1	R-MAT	100	25	83	gexf
4947	R-MAT.100.25.83.gexf	3	118	1	R-MAT	100	25	83	gexf
4948	R-MAT.100.25.83.gexf	5	118	1	R-MAT	100	25	83	gexf
4949	R-MAT.100.25.83.gexf	10	112.75	4	R-MAT	100	25	83	gexf
4951	R-MAT.500.5.83.gexf	2	47	1	R-MAT	500	5	83	gexf
4952	R-MAT.500.5.83.gexf	3	47	1	R-MAT	500	5	83	gexf
4953	R-MAT.500.5.83.gexf	5	47	1	R-MAT	500	5	83	gexf
4954	R-MAT.500.5.83.gexf	10	47	1	R-MAT	500	5	83	gexf
4956	R-MAT.500.10.83.gexf	2	110	1	R-MAT	500	10	83	gexf
4957	R-MAT.500.10.83.gexf	3	110	1	R-MAT	500	10	83	gexf
4958	R-MAT.500.10.83.gexf	5	110	1	R-MAT	500	10	83	gexf
4959	R-MAT.500.10.83.gexf	10	110	1	R-MAT	500	10	83	gexf
4960	R-MAT.500.10.83.gexf	50	84.0810810810811	16	R-MAT	500	10	83	gexf
4961	R-MAT.500.25.83.gexf	2	250	1	R-MAT	500	25	83	gexf
4962	R-MAT.500.25.83.gexf	3	250	1	R-MAT	500	25	83	gexf
4963	R-MAT.500.25.83.gexf	5	250	1	R-MAT	500	25	83	gexf
4964	R-MAT.500.25.83.gexf	10	249.7	2	R-MAT	500	25	83	gexf
4965	R-MAT.500.25.83.gexf	50	190.923076923077	14	R-MAT	500	25	83	gexf
4966	R-MAT.1000.5.83.gexf	2	77	1	R-MAT	1000	5	83	gexf
4967	R-MAT.1000.5.83.gexf	3	77	1	R-MAT	1000	5	83	gexf
4968	R-MAT.1000.5.83.gexf	5	77	1	R-MAT	1000	5	83	gexf
4969	R-MAT.1000.5.83.gexf	10	77	1	R-MAT	1000	5	83	gexf
4970	R-MAT.1000.5.83.gexf	50	56.3684210526316	14	R-MAT	1000	5	83	gexf
4971	R-MAT.1000.10.83.gexf	2	139	1	R-MAT	1000	10	83	gexf
4972	R-MAT.1000.10.83.gexf	3	139	1	R-MAT	1000	10	83	gexf
4973	R-MAT.1000.10.83.gexf	5	139	1	R-MAT	1000	10	83	gexf
4974	R-MAT.1000.10.83.gexf	10	139	1	R-MAT	1000	10	83	gexf
4975	R-MAT.1000.10.83.gexf	50	125.071428571429	11	R-MAT	1000	10	83	gexf
4976	R-MAT.1000.25.83.gexf	2	348	1	R-MAT	1000	25	83	gexf
4977	R-MAT.1000.25.83.gexf	3	348	1	R-MAT	1000	25	83	gexf
4978	R-MAT.1000.25.83.gexf	5	348	1	R-MAT	1000	25	83	gexf
4979	R-MAT.1000.25.83.gexf	10	348	1	R-MAT	1000	25	83	gexf
4980	R-MAT.1000.25.83.gexf	50	295.071428571428	10	R-MAT	1000	25	83	gexf
4981	R-MAT.50.5.84.gexf	2	13.5	2	R-MAT	50	5	84	gexf
4982	R-MAT.50.5.84.gexf	3	10	4	R-MAT	50	5	84	gexf
4983	R-MAT.50.5.84.gexf	5	7.5	3	R-MAT	50	5	84	gexf
4986	R-MAT.50.10.84.gexf	2	15	1	R-MAT	50	10	84	gexf
4987	R-MAT.50.10.84.gexf	3	15	1	R-MAT	50	10	84	gexf
4988	R-MAT.50.10.84.gexf	5	14.4	2	R-MAT	50	10	84	gexf
4991	R-MAT.50.25.84.gexf	2	67	1	R-MAT	50	25	84	gexf
4992	R-MAT.50.25.84.gexf	3	67	1	R-MAT	50	25	84	gexf
4993	R-MAT.50.25.84.gexf	5	63.6	2	R-MAT	50	25	84	gexf
4994	R-MAT.50.25.84.gexf	10	53.1666666666667	6	R-MAT	50	25	84	gexf
4996	R-MAT.100.5.84.gexf	2	25	1	R-MAT	100	5	84	gexf
4997	R-MAT.100.5.84.gexf	3	25	1	R-MAT	100	5	84	gexf
4998	R-MAT.100.5.84.gexf	5	25	1	R-MAT	100	5	84	gexf
4999	R-MAT.100.5.84.gexf	10	23.2222222222222	3	R-MAT	100	5	84	gexf
5001	R-MAT.100.10.84.gexf	2	42	1	R-MAT	100	10	84	gexf
5002	R-MAT.100.10.84.gexf	3	42	1	R-MAT	100	10	84	gexf
5003	R-MAT.100.10.84.gexf	5	42	1	R-MAT	100	10	84	gexf
5004	R-MAT.100.10.84.gexf	10	41.25	4	R-MAT	100	10	84	gexf
5006	R-MAT.100.25.84.gexf	2	106	1	R-MAT	100	25	84	gexf
5007	R-MAT.100.25.84.gexf	3	106	1	R-MAT	100	25	84	gexf
5008	R-MAT.100.25.84.gexf	5	106	1	R-MAT	100	25	84	gexf
5009	R-MAT.100.25.84.gexf	10	102.3	3	R-MAT	100	25	84	gexf
5011	R-MAT.500.5.84.gexf	2	59	1	R-MAT	500	5	84	gexf
5012	R-MAT.500.5.84.gexf	3	59	1	R-MAT	500	5	84	gexf
5013	R-MAT.500.5.84.gexf	5	59	1	R-MAT	500	5	84	gexf
5014	R-MAT.500.5.84.gexf	10	53.7777777777778	5	R-MAT	500	5	84	gexf
5016	R-MAT.500.10.84.gexf	2	110	1	R-MAT	500	10	84	gexf
5017	R-MAT.500.10.84.gexf	3	110	1	R-MAT	500	10	84	gexf
5018	R-MAT.500.10.84.gexf	5	110	1	R-MAT	500	10	84	gexf
5019	R-MAT.500.10.84.gexf	10	110	1	R-MAT	500	10	84	gexf
5020	R-MAT.500.10.84.gexf	50	77.2727272727273	20	R-MAT	500	10	84	gexf
5021	R-MAT.500.25.84.gexf	2	262	1	R-MAT	500	25	84	gexf
5022	R-MAT.500.25.84.gexf	3	262	1	R-MAT	500	25	84	gexf
5023	R-MAT.500.25.84.gexf	5	262	1	R-MAT	500	25	84	gexf
5024	R-MAT.500.25.84.gexf	10	262	1	R-MAT	500	25	84	gexf
5025	R-MAT.500.25.84.gexf	50	218.232558139535	9	R-MAT	500	25	84	gexf
5026	R-MAT.1000.5.84.gexf	2	69	1	R-MAT	1000	5	84	gexf
5027	R-MAT.1000.5.84.gexf	3	69	1	R-MAT	1000	5	84	gexf
