construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5	mem	constant	best
2834	cut	cap	first	Rand.Uni.100.25.89.gexf	100	2500	10	4	[47, 47, 47, 47]	22.2141391304572	13.5462790309626	13.54627903096258	inf	204	0	0	0	0	[22.214139130457234, 13.54627903096258]	Rand	Uni	100	25	89	gexf	22.2141391304572	1.63987018720658	0
2836	cut	cap	first	Rand.Uni.100.5.90.gexf	100	500	2	1	[12, 12, 12, 12]	6.0502913742732	4.32824453701762	4.328244537017621	inf	764	0	0	0	0	[6.050291374273201, 4.328244537017621]	Rand	Uni	100	5	90	gexf	6.0502913742732	1.39786264905498	0.5
2837	cut	cap	first	Rand.Uni.100.5.90.gexf	100	500	3	2	[12, 12, 12, 12]	6.0502913742732	3.56390207052373	3.5639020705237345	inf	1072	0	0	0	0	[6.050291374273201, 3.5639020705237345]	Rand	Uni	100	5	90	gexf	6.0502913742732	1.69765926631763	0.5
2838	cut	cap	first	Rand.Uni.100.5.90.gexf	100	500	5	3	[12, 12, 12, 12]	6.0502913742732	2.2756495903306	2.275649590330601	inf	831	0	0	0	0	[6.050291374273201, 2.275649590330601]	Rand	Uni	100	5	90	gexf	6.0502913742732	2.65870958340042	0.5
2839	cut	cap	first	Rand.Uni.100.5.90.gexf	100	500	10	4	[12, 12, 12, 12]	6.0502913742732	0.162270889628162	0.16227088962816205	inf	2034	0	0	0	0	[6.050291374273201, 0.16227088962816205]	Rand	Uni	100	5	90	gexf	1.78497978590978	11	0.5
2841	cut	cap	first	Rand.Uni.100.10.90.gexf	100	1000	2	1	[21, 21, 21, 21]	9.45202831576114	7.5713464495712	7.571346449571197	inf	437	0	0	0	0	[9.452028315761137, 7.571346449571197]	Rand	Uni	100	10	90	gexf	9.45202831576114	1.24839463874968	0.5
2842	cut	cap	first	Rand.Uni.100.10.90.gexf	100	1000	3	2	[21, 21, 21, 21]	9.45202831576114	6.66097346897151	6.660973468971512	inf	354	0	0	0	0	[9.452028315761137, 6.660973468971512]	Rand	Uni	100	10	90	gexf	9.45202831576114	1.41901605820697	0.5
2843	cut	cap	first	Rand.Uni.100.10.90.gexf	100	1000	5	3	[21, 21, 21, 21]	9.45202831576114	5.03985117513961	5.0398511751396065	inf	647	0	0	0	0	[9.452028315761137, 5.0398511751396065]	Rand	Uni	100	10	90	gexf	9.45202831576114	1.87545782351387	0.5
2844	cut	cap	first	Rand.Uni.100.10.90.gexf	100	1000	10	4	[21, 21, 21, 21]	9.45202831576114	2.37355121720394	2.373551217203942	inf	318	0	0	0	0	[9.452028315761137, 2.373551217203942]	Rand	Uni	100	10	90	gexf	9.15027805455927	3.85510031898042	0.5
2846	cut	cap	first	Rand.Uni.100.25.90.gexf	100	2500	2	1	[43, 43, 43, 43]	19.9942633010411	18.100591279606	18.100591279605958	inf	109	0	0	0	0	[19.994263301041126, 18.100591279605958]	Rand	Uni	100	25	90	gexf	19.9942633010411	1.10461934597511	0.5
2847	cut	cap	first	Rand.Uni.100.25.90.gexf	100	2500	3	2	[43, 43, 43, 43]	19.9942633010411	17.2023180836179	17.202318083617943	inf	274	0	0	0	0	[19.994263301041126, 17.202318083617943]	Rand	Uni	100	25	90	gexf	19.9942633010411	1.16230052274653	0.5
2848	cut	cap	first	Rand.Uni.100.25.90.gexf	100	2500	5	3	[43, 43, 43, 43]	19.9942633010411	15.4375569775756	15.437556977575635	inf	156	0	0	0	0	[19.994263301041126, 15.437556977575635]	Rand	Uni	100	25	90	gexf	19.9942633010411	1.2951701703893	0.5
2849	cut	cap	first	Rand.Uni.100.25.90.gexf	100	2500	10	4	[43, 43, 43, 43]	19.9942633010411	11.7620665520927	11.762066552092696	inf	160	0	0	0	0	[19.994263301041126, 11.762066552092696]	Rand	Uni	100	25	90	gexf	19.9942633010411	1.6998937399724	0.5
2851	cut	cap	first	Rand.Uni.100.5.91.gexf	100	500	2	1	[13, 13, 13, 13]	5.43757381542088	3.84268035311216	3.8426803531121605	inf	587	0	0	0	0	[5.437573815420875, 3.8426803531121605]	Rand	Uni	100	5	91	gexf	5.43757381542088	1.41504713266536	0.5
2852	cut	cap	first	Rand.Uni.100.5.91.gexf	100	500	3	2	[13, 13, 13, 13]	5.43757381542088	3.3299956004434	3.3299956004433957	inf	1680	0	0	0	0	[5.437573815420875, 3.3299956004433957]	Rand	Uni	100	5	91	gexf	5.43757381542088	1.63290720705362	0.5
2853	cut	cap	first	Rand.Uni.100.5.91.gexf	100	500	5	3	[13, 13, 13, 13]	5.43757381542088	2.34304945218229	2.343049452182295	inf	1118	0	0	0	0	[5.437573815420875, 2.343049452182295]	Rand	Uni	100	5	91	gexf	5.43757381542088	2.32072516026342	0.5
2854	cut	cap	first	Rand.Uni.100.5.91.gexf	100	500	10	4	[13, 13, 13, 13]	5.43757381542088	0.475649238777605	0.4756492387776049	inf	2028	0	0	0	0	[5.437573815420875, 0.4756492387776049]	Rand	Uni	100	5	91	gexf	3.90127501065501	8.20199990371285	0.5
2856	cut	cap	first	Rand.Uni.100.10.91.gexf	100	1000	2	1	[19, 19, 19, 19]	10.0430343302947	8.1384670341447	8.1384670341447	inf	209	0	0	0	0	[10.04303433029473, 8.1384670341447]	Rand	Uni	100	10	91	gexf	10.0430343302947	1.23402039821007	0.5
2857	cut	cap	first	Rand.Uni.100.10.91.gexf	100	1000	3	2	[19, 19, 19, 19]	10.0430343302947	7.24411675858064	7.244116758580639	inf	141	0	0	0	0	[10.04303433029473, 7.244116758580639]	Rand	Uni	100	10	91	gexf	10.0430343302947	1.38637112915095	0.5
2858	cut	cap	first	Rand.Uni.100.10.91.gexf	100	1000	5	3	[19, 19, 19, 19]	10.0430343302947	5.55436503691755	5.554365036917545	inf	616	0	0	0	0	[10.04303433029473, 5.554365036917545]	Rand	Uni	100	10	91	gexf	10.0430343302947	1.80813365047902	0.5
2859	cut	cap	first	Rand.Uni.100.10.91.gexf	100	1000	10	4	[19, 19, 19, 19]	10.0430343302947	2.48334869589698	2.483348695896978	inf	379	0	0	0	0	[10.04303433029473, 2.483348695896978]	Rand	Uni	100	10	91	gexf	9.94701526395463	4.00548472326469	0.5
2861	cut	cap	first	Rand.Uni.100.25.91.gexf	100	2500	2	1	[32, 32, 32, 32]	17.7659103666146	15.8585161043329	15.858516104332887	inf	154	0	0	0	0	[17.765910366614627, 15.858516104332887]	Rand	Uni	100	25	91	gexf	17.7659103666146	1.12027570863081	0.5
2862	cut	cap	first	Rand.Uni.100.25.91.gexf	100	2500	3	2	[32, 32, 32, 32]	17.7659103666146	14.9255077852131	14.925507785213057	inf	157	0	0	0	0	[17.765910366614627, 14.925507785213057]	Rand	Uni	100	25	91	gexf	17.7659103666146	1.19030525609424	0
2863	cut	cap	first	Rand.Uni.100.25.91.gexf	100	2500	5	3	[32, 32, 32, 32]	17.7659103666146	13.1377909955027	13.137790995502735	inf	207	0	0	0	0	[17.765910366614627, 13.137790995502735]	Rand	Uni	100	25	91	gexf	17.7659103666146	1.3522753081318	0.5
2864	cut	cap	first	Rand.Uni.100.25.91.gexf	100	2500	10	4	[32, 32, 32, 32]	17.7659103666146	9.20148649247477	9.20148649247477	inf	166	0	0	0	0	[17.765910366614627, 9.20148649247477]	Rand	Uni	100	25	91	gexf	17.7659103666146	1.93076524984785	0.5
2866	cut	cap	first	Rand.Uni.100.5.92.gexf	100	500	2	1	[9, 9, 9, 9]	4.58415957604446	2.66670352049049	2.666703520490487	inf	452	0	0	0	0	[4.584159576044464, 2.666703520490487]	Rand	Uni	100	5	92	gexf	4.58415957604446	1.71903608362181	0
2867	cut	cap	first	Rand.Uni.100.5.92.gexf	100	500	3	2	[9, 9, 9, 9]	4.58415957604446	1.96288402959435	1.9628840295943544	inf	854	0	0	0	0	[4.584159576044464, 1.9628840295943544]	Rand	Uni	100	5	92	gexf	4.58415957604446	2.33542048685974	0.5
2868	cut	cap	first	Rand.Uni.100.5.92.gexf	100	500	5	3	[9, 9, 9, 9]	4.58415957604446	1.01332118797222	1.0133211879722177	inf	683	0	0	0	0	[4.584159576044464, 1.0133211879722177]	Rand	Uni	100	5	92	gexf	3.92576805918871	3.8741596502533	0.5
2871	cut	cap	first	Rand.Uni.100.10.92.gexf	100	1000	2	1	[21, 21, 21, 21]	9.06465755874767	7.38710710815042	7.387107108150417	inf	614	0	0	0	0	[9.064657558747674, 7.387107108150417]	Rand	Uni	100	10	92	gexf	9.06465755874768	1.22709166471221	0
2872	cut	cap	first	Rand.Uni.100.10.92.gexf	100	1000	3	2	[21, 21, 21, 21]	9.06465755874767	6.65165165575316	6.651651655753161	inf	220	0	0	0	0	[9.064657558747674, 6.651651655753161]	Rand	Uni	100	10	92	gexf	9.06465755874768	1.36276793011364	0.5
2873	cut	cap	first	Rand.Uni.100.10.92.gexf	100	1000	5	3	[21, 21, 21, 21]	9.06465755874767	5.25215358895605	5.252153588956046	inf	309	0	0	0	0	[9.064657558747674, 5.252153588956046]	Rand	Uni	100	10	92	gexf	9.06465755874768	1.72589346545546	0
2874	cut	cap	first	Rand.Uni.100.10.92.gexf	100	1000	10	4	[21, 21, 21, 21]	9.06465755874767	2.31431974952526	2.3143197495252634	inf	676	0	0	0	0	[9.064657558747674, 2.3143197495252634]	Rand	Uni	100	10	92	gexf	9.01005152636235	3.89317488571343	0.5
2876	cut	cap	first	Rand.Uni.100.25.92.gexf	100	2500	2	1	[47, 47, 47, 47]	21.3508401853018	19.4269837789589	19.42698377895889	inf	151	0	0	0	0	[21.350840185301795, 19.42698377895889]	Rand	Uni	100	25	92	gexf	21.3508401853018	1.09903011338418	0.5
2877	cut	cap	first	Rand.Uni.100.25.92.gexf	100	2500	3	2	[47, 47, 47, 47]	21.3508401853018	18.4935274002069	18.493527400206887	inf	123	0	0	0	0	[21.350840185301795, 18.493527400206887]	Rand	Uni	100	25	92	gexf	21.3508401853018	1.15450339587801	0.5
2878	cut	cap	first	Rand.Uni.100.25.92.gexf	100	2500	5	3	[47, 47, 47, 47]	21.3508401853018	16.7137370810814	16.71373708108144	inf	156	0	0	0	0	[21.350840185301795, 16.71373708108144]	Rand	Uni	100	25	92	gexf	21.3508401853018	1.2774426258906	0.5
2879	cut	cap	first	Rand.Uni.100.25.92.gexf	100	2500	10	4	[47, 47, 47, 47]	21.3508401853018	12.5732760901504	12.573276090150351	inf	280	0	0	0	0	[21.350840185301795, 12.573276090150351]	Rand	Uni	100	25	92	gexf	21.3508401853018	1.69811272990558	0.5
2881	cut	cap	first	Rand.Uni.100.5.93.gexf	100	500	2	1	[10, 10, 10, 10]	5.44987762967026	3.68713873209761	3.6871387320976057	inf	271	0	0	0	0	[5.449877629670256, 3.6871387320976057]	Rand	Uni	100	5	93	gexf	5.44987762967026	1.47807772520939	0.5
2882	cut	cap	first	Rand.Uni.100.5.93.gexf	100	500	3	2	[10, 10, 10, 10]	5.44987762967026	2.93301136571064	2.933011365710636	inf	789	0	0	0	0	[5.449877629670256, 2.933011365710636]	Rand	Uni	100	5	93	gexf	5.44987762967026	1.85811677833366	0
2883	cut	cap	first	Rand.Uni.100.5.93.gexf	100	500	5	3	[10, 10, 10, 10]	5.44987762967026	1.6992852006697	1.699285200669698	inf	1176	0	0	0	0	[5.449877629670256, 1.699285200669698]	Rand	Uni	100	5	93	gexf	5.44987762967026	3.20715888511383	0.5
2886	cut	cap	first	Rand.Uni.100.10.93.gexf	100	1000	2	1	[17, 17, 17, 17]	8.85945958590507	6.96687725018627	6.966877250186274	inf	614	0	0	0	0	[8.859459585905073, 6.966877250186274]	Rand	Uni	100	10	93	gexf	8.85945958590507	1.27165432485095	0.5
2887	cut	cap	first	Rand.Uni.100.10.93.gexf	100	1000	3	2	[17, 17, 17, 17]	8.85945958590507	6.09076927685106	6.09076927685106	inf	613	0	0	0	0	[8.859459585905073, 6.09076927685106]	Rand	Uni	100	10	93	gexf	8.85945958590507	1.45457152999981	0.5
2888	cut	cap	first	Rand.Uni.100.10.93.gexf	100	1000	5	3	[17, 17, 17, 17]	8.85945958590507	4.56533374340888	4.565333743408883	inf	299	0	0	0	0	[8.859459585905073, 4.565333743408883]	Rand	Uni	100	10	93	gexf	8.85945958590507	1.94059406909643	0
2889	cut	cap	first	Rand.Uni.100.10.93.gexf	100	1000	10	4	[17, 17, 17, 17]	8.85945958590507	1.45009683676868	1.4500968367686777	inf	665	0	0	0	0	[8.859459585905073, 1.4500968367686777]	Rand	Uni	100	10	93	gexf	8.25518867021032	5.69285337426552	0.5
2891	cut	cap	first	Rand.Uni.100.25.93.gexf	100	2500	2	1	[37, 37, 37, 37]	17.8053091854875	15.8834957487666	15.883495748766634	inf	153	0	0	0	0	[17.805309185487506, 15.883495748766634]	Rand	Uni	100	25	93	gexf	17.8053091854875	1.12099436214286	0.5
2892	cut	cap	first	Rand.Uni.100.25.93.gexf	100	2500	3	2	[37, 37, 37, 37]	17.8053091854875	14.9443422822462	14.944342282246232	inf	129	0	0	0	0	[17.805309185487506, 14.944342282246232]	Rand	Uni	100	25	93	gexf	17.8053091854875	1.19144147324838	0
2893	cut	cap	first	Rand.Uni.100.25.93.gexf	100	2500	5	3	[37, 37, 37, 37]	17.8053091854875	13.0797313648606	13.079731364860649	inf	275	0	0	0	0	[17.805309185487506, 13.079731364860649]	Rand	Uni	100	25	93	gexf	17.8053091854875	1.36129012812315	0.5
2894	cut	cap	first	Rand.Uni.100.25.93.gexf	100	2500	10	4	[37, 37, 37, 37]	17.8053091854875	8.88250157999444	8.882501579994438	inf	156	0	0	0	0	[17.805309185487506, 8.882501579994438]	Rand	Uni	100	25	93	gexf	17.8053091854875	2.00453768852565	0.5
2896	cut	cap	first	Rand.Uni.100.5.94.gexf	100	500	2	1	[17, 17, 17, 17]	7.41418382970274	5.59726790305286	5.597267903052864	inf	577	0	0	0	0	[7.41418382970274, 5.597267903052864]	Rand	Uni	100	5	94	gexf	7.41418382970274	1.32460764039164	0
2897	cut	cap	first	Rand.Uni.100.5.94.gexf	100	500	3	2	[17, 17, 17, 17]	7.41418382970274	4.82237666207597	4.822376662075971	inf	752	0	0	0	0	[7.41418382970274, 4.822376662075971]	Rand	Uni	100	5	94	gexf	7.41418382970274	1.5374543195701	0
2898	cut	cap	first	Rand.Uni.100.5.94.gexf	100	500	5	3	[17, 17, 17, 17]	7.41418382970274	3.46097814215194	3.4609781421519443	inf	793	0	0	0	0	[7.41418382970274, 3.4609781421519443]	Rand	Uni	100	5	94	gexf	7.41418382970274	2.14222209016691	0.5
2899	cut	cap	first	Rand.Uni.100.5.94.gexf	100	500	10	4	[17, 17, 17, 17]	7.41418382970274	1.03420166168825	1.0342016616882534	inf	686	0	0	0	0	[7.41418382970274, 1.0342016616882534]	Rand	Uni	100	5	94	gexf	6.34512659394523	6.13528949816935	0.5
2901	cut	cap	first	Rand.Uni.100.10.94.gexf	100	1000	2	1	[17, 17, 17, 17]	6.64883230973016	4.92816210941447	4.928162109414465	inf	650	0	0	0	0	[6.648832309730161, 4.928162109414465]	Rand	Uni	100	10	94	gexf	6.64883230973016	1.34915048695915	0
2902	cut	cap	first	Rand.Uni.100.10.94.gexf	100	1000	3	2	[17, 17, 17, 17]	6.64883230973016	4.08664424870393	4.0866442487039265	inf	369	0	0	0	0	[6.648832309730161, 4.0866442487039265]	Rand	Uni	100	10	94	gexf	6.64883230973016	1.62696626011399	0.5
2903	cut	cap	first	Rand.Uni.100.10.94.gexf	100	1000	5	3	[17, 17, 17, 17]	6.64883230973016	2.75171260418234	2.7517126041823365	inf	663	0	0	0	0	[6.648832309730161, 2.7517126041823365]	Rand	Uni	100	10	94	gexf	6.64883230973016	2.41625244570402	0.5
2904	cut	cap	first	Rand.Uni.100.10.94.gexf	100	1000	10	4	[17, 17, 17, 17]	6.64883230973016	0.745754903712344	0.7457549037123441	inf	1149	0	0	0	0	[6.648832309730161, 0.7457549037123441]	Rand	Uni	100	10	94	gexf	4.78434187098347	6.41543467856151	0.5
2906	cut	cap	first	Rand.Uni.100.25.94.gexf	100	2500	2	1	[37, 37, 37, 37]	19.8360569085031	17.8440306507083	17.844030650708287	inf	189	0	0	0	0	[19.836056908503135, 17.844030650708287]	Rand	Uni	100	25	94	gexf	19.8360569085031	1.11163544250669	0.5
2907	cut	cap	first	Rand.Uni.100.25.94.gexf	100	2500	3	2	[37, 37, 37, 37]	19.8360569085031	16.8920179273026	16.89201792730263	inf	92	0	0	0	0	[19.836056908503135, 16.89201792730263]	Rand	Uni	100	25	94	gexf	19.8360569085031	1.17428580728902	0.5
2908	cut	cap	first	Rand.Uni.100.25.94.gexf	100	2500	5	3	[37, 37, 37, 37]	19.8360569085031	15.0150068883381	15.015006888338084	inf	94	0	0	0	0	[19.836056908503135, 15.015006888338084]	Rand	Uni	100	25	94	gexf	19.8360569085031	1.32108210512441	0
2909	cut	cap	first	Rand.Uni.100.25.94.gexf	100	2500	10	4	[37, 37, 37, 37]	19.8360569085031	10.8807542197106	10.880754219710571	inf	160	0	0	0	0	[19.836056908503135, 10.880754219710571]	Rand	Uni	100	25	94	gexf	19.8360569085031	1.82304061905653	0.5
2911	cut	cap	first	Rand.Uni.100.5.95.gexf	100	500	2	1	[5, 5, 5, 5]	2.58178129707683	0.971321671615972	0.9713216716159717	inf	1150	0	0	0	0	[2.5817812970768257, 0.9713216716159717]	Rand	Uni	100	5	95	gexf	2.48210448991628	2.55538876815839	0.5
2912	cut	cap	first	Rand.Uni.100.5.95.gexf	100	500	3	2	[5, 5, 5, 5]	2.58178129707683	0.518822247689833	0.5188222476898328	inf	846	0	0	0	0	[2.5817812970768257, 0.5188222476898328]	Rand	Uni	100	5	95	gexf	1.94264334323194	3.74433315433557	0.5
2916	cut	cap	first	Rand.Uni.100.10.95.gexf	100	1000	2	1	[22, 22, 22, 22]	12.1932225739423	10.234615136513	10.234615136512978	inf	245	0	0	0	0	[12.193222573942311, 10.234615136512978]	Rand	Uni	100	10	95	gexf	12.1932225739423	1.19137089292609	0
2917	cut	cap	first	Rand.Uni.100.10.95.gexf	100	1000	3	2	[22, 22, 22, 22]	12.1932225739423	9.29948391448167	9.299483914481668	inf	251	0	0	0	0	[12.193222573942311, 9.299483914481668]	Rand	Uni	100	10	95	gexf	12.1932225739423	1.31117196245206	0.5
2918	cut	cap	first	Rand.Uni.100.10.95.gexf	100	1000	5	3	[22, 22, 22, 22]	12.1932225739423	7.44453865698139	7.444538656981392	inf	302	0	0	0	0	[12.193222573942311, 7.444538656981392]	Rand	Uni	100	10	95	gexf	12.1932225739423	1.63787484164753	0.5
2919	cut	cap	first	Rand.Uni.100.10.95.gexf	100	1000	10	4	[22, 22, 22, 22]	12.1932225739423	3.63846696371	3.6384669637100022	inf	1091	0	0	0	0	[12.193222573942311, 3.6384669637100022]	Rand	Uni	100	10	95	gexf	12.1932225739423	3.35119782467651	0
2921	cut	cap	first	Rand.Uni.100.25.95.gexf	100	2500	2	1	[39, 39, 39, 39]	19.7454158242906	17.8903594131876	17.890359413187557	inf	81	0	0	0	0	[19.74541582429064, 17.890359413187557]	Rand	Uni	100	25	95	gexf	19.7454158242906	1.10369028191438	0
2922	cut	cap	first	Rand.Uni.100.25.95.gexf	100	2500	3	2	[39, 39, 39, 39]	19.7454158242906	16.9802303355558	16.980230335555817	inf	82	0	0	0	0	[19.74541582429064, 16.980230335555817]	Rand	Uni	100	25	95	gexf	19.7454158242906	1.16284734859837	0.5
2923	cut	cap	first	Rand.Uni.100.25.95.gexf	100	2500	5	3	[39, 39, 39, 39]	19.7454158242906	15.1713521171641	15.171352117164078	inf	109	0	0	0	0	[19.74541582429064, 15.171352117164078]	Rand	Uni	100	25	95	gexf	19.7454158242906	1.30149347743051	0.5
2924	cut	cap	first	Rand.Uni.100.25.95.gexf	100	2500	10	4	[39, 39, 39, 39]	19.7454158242906	11.202048601219	11.20204860121904	inf	130	0	0	0	0	[19.74541582429064, 11.20204860121904]	Rand	Uni	100	25	95	gexf	19.7454158242906	1.76266114593913	0.5
2926	cut	cap	first	Rand.Uni.100.5.96.gexf	100	500	2	1	[7, 7, 7, 7]	2.73931099506974	1.23015029067068	1.2301502906706845	inf	447	0	0	0	0	[2.739310995069741, 1.2301502906706845]	Rand	Uni	100	5	96	gexf	2.73931099506974	2.2268100213806	0.5
2927	cut	cap	first	Rand.Uni.100.5.96.gexf	100	500	3	2	[7, 7, 7, 7]	2.73931099506974	0.74316769209279	0.7431676920927899	inf	1162	0	0	0	0	[2.739310995069741, 0.7431676920927899]	Rand	Uni	100	5	96	gexf	2.46030058134137	3.31055912079959	0.5
2928	cut	cap	first	Rand.Uni.100.5.96.gexf	100	500	5	3	[7, 7, 7, 7]	2.73931099506974	0.227120476925785	0.22712047692578508	inf	1998	0	0	0	0	[2.739310995069741, 0.22712047692578508]	Rand	Uni	100	5	96	gexf	1.36272286155471	6	0.5
2931	cut	cap	first	Rand.Uni.100.10.96.gexf	100	1000	2	1	[16, 16, 16, 16]	7.14658635338429	5.33935812114607	5.339358121146069	inf	465	0	0	0	0	[7.146586353384291, 5.339358121146069]	Rand	Uni	100	10	96	gexf	7.14658635338429	1.33847293836329	0.5
2932	cut	cap	first	Rand.Uni.100.10.96.gexf	100	1000	3	2	[16, 16, 16, 16]	7.14658635338429	4.57983961152459	4.579839611524589	inf	303	0	0	0	0	[7.146586353384291, 4.579839611524589]	Rand	Uni	100	10	96	gexf	7.14658635338429	1.56044467919811	0
2933	cut	cap	first	Rand.Uni.100.10.96.gexf	100	1000	5	3	[16, 16, 16, 16]	7.14658635338429	3.14972195661605	3.14972195661605	inf	652	0	0	0	0	[7.146586353384291, 3.14972195661605]	Rand	Uni	100	10	96	gexf	7.14658635338429	2.2689578482865	0.5
2934	cut	cap	first	Rand.Uni.100.10.96.gexf	100	1000	10	4	[16, 16, 16, 16]	7.14658635338429	0.828925930579074	0.8289259305790745	inf	496	0	0	0	0	[7.146586353384291, 0.8289259305790745]	Rand	Uni	100	10	96	gexf	5.29309626071963	6.385487611688	0.5
2936	cut	cap	first	Rand.Uni.100.25.96.gexf	100	2500	2	1	[39, 39, 39, 39]	21.1722009307377	19.2369951873821	19.236995187382114	inf	129	0	0	0	0	[21.172200930737734, 19.236995187382114]	Rand	Uni	100	25	96	gexf	21.1722009307377	1.10059813003566	0.5
2937	cut	cap	first	Rand.Uni.100.25.96.gexf	100	2500	3	2	[39, 39, 39, 39]	21.1722009307377	18.3024855957188	18.302485595718803	inf	112	0	0	0	0	[21.172200930737734, 18.302485595718803]	Rand	Uni	100	25	96	gexf	21.1722009307377	1.15679374913374	0.5
2938	cut	cap	first	Rand.Uni.100.25.96.gexf	100	2500	5	3	[39, 39, 39, 39]	21.1722009307377	16.4733214289565	16.47332142895652	inf	130	0	0	0	0	[21.172200930737734, 16.47332142895652]	Rand	Uni	100	25	96	gexf	21.1722009307377	1.28524177847472	0
2939	cut	cap	first	Rand.Uni.100.25.96.gexf	100	2500	10	4	[39, 39, 39, 39]	21.1722009307377	12.5223505921409	12.52235059214093	inf	134	0	0	0	0	[21.172200930737734, 12.52235059214093]	Rand	Uni	100	25	96	gexf	21.1722009307377	1.6907529281304	0
2941	cut	cap	first	Rand.Uni.100.5.97.gexf	100	500	2	1	[10, 10, 10, 10]	6.95414434712742	5.18893937775588	5.1889393777558785	inf	315	0	0	0	0	[6.954144347127422, 5.1889393777558785]	Rand	Uni	100	5	97	gexf	6.95414434712742	1.34018608445084	0.5
2942	cut	cap	first	Rand.Uni.100.5.97.gexf	100	500	3	2	[10, 10, 10, 10]	6.95414434712742	4.44462081799574	4.444620817995743	inf	507	0	0	0	0	[6.954144347127422, 4.444620817995743]	Rand	Uni	100	5	97	gexf	6.95414434712742	1.56462038763148	0.5
2943	cut	cap	first	Rand.Uni.100.5.97.gexf	100	500	5	3	[10, 10, 10, 10]	6.95414434712742	2.999185624364	2.999185624363998	inf	1132	0	0	0	0	[6.954144347127422, 2.999185624363998]	Rand	Uni	100	5	97	gexf	6.95414434712742	2.31867754054139	0.5
2946	cut	cap	first	Rand.Uni.100.10.97.gexf	100	1000	2	1	[19, 19, 19, 19]	10.007090941627	8.09127717838142	8.091277178381416	inf	292	0	0	0	0	[10.007090941627045, 8.091277178381416]	Rand	Uni	100	10	97	gexf	10.007090941627	1.23677519889745	0
2947	cut	cap	first	Rand.Uni.100.10.97.gexf	100	1000	3	2	[19, 19, 19, 19]	10.007090941627	7.30171653793116	7.301716537931162	inf	441	0	0	0	0	[10.007090941627045, 7.301716537931162]	Rand	Uni	100	10	97	gexf	10.007090941627	1.37051211035678	0.5
2948	cut	cap	first	Rand.Uni.100.10.97.gexf	100	1000	5	3	[19, 19, 19, 19]	10.007090941627	5.73307016785968	5.733070167859682	inf	364	0	0	0	0	[10.007090941627045, 5.733070167859682]	Rand	Uni	100	10	97	gexf	10.007090941627	1.74550295890814	0
2949	cut	cap	first	Rand.Uni.100.10.97.gexf	100	1000	10	4	[19, 19, 19, 19]	10.007090941627	2.25830147086749	2.258301470867486	inf	383	0	0	0	0	[10.007090941627045, 2.258301470867486]	Rand	Uni	100	10	97	gexf	9.88933877357728	4.37910478346298	0.5
2951	cut	cap	first	Rand.Uni.100.25.97.gexf	100	2500	2	1	[44, 44, 44, 44]	22.7949885441639	20.8086075445671	20.808607544567085	inf	148	0	0	0	0	[22.79498854416395, 20.808607544567085]	Rand	Uni	100	25	97	gexf	22.7949885441639	1.09545958302796	0.5
2952	cut	cap	first	Rand.Uni.100.25.97.gexf	100	2500	3	2	[44, 44, 44, 44]	22.7949885441639	19.8591381717294	19.859138171729366	inf	192	0	0	0	0	[22.79498854416395, 19.859138171729366]	Rand	Uni	100	25	97	gexf	22.7949885441639	1.14783372506134	0
2953	cut	cap	first	Rand.Uni.100.25.97.gexf	100	2500	5	3	[44, 44, 44, 44]	22.7949885441639	17.9733680539885	17.97336805398849	inf	155	0	0	0	0	[22.79498854416395, 17.97336805398849]	Rand	Uni	100	25	97	gexf	22.7949885441639	1.26826471675716	0
2954	cut	cap	first	Rand.Uni.100.25.97.gexf	100	2500	10	4	[44, 44, 44, 44]	22.7949885441639	13.5077071832754	13.507707183275404	inf	159	0	0	0	0	[22.79498854416395, 13.507707183275404]	Rand	Uni	100	25	97	gexf	22.7949885441639	1.68755424106229	0.5
2956	cut	cap	first	Rand.Uni.100.5.98.gexf	100	500	2	1	[9, 9, 9, 9]	4.6368980031392	2.79337042351384	2.793370423513845	inf	635	0	0	0	0	[4.636898003139201, 2.793370423513845]	Rand	Uni	100	5	98	gexf	4.6368980031392	1.65996531076116	0
2957	cut	cap	first	Rand.Uni.100.5.98.gexf	100	500	3	2	[9, 9, 9, 9]	4.6368980031392	1.92641802455944	1.9264180245594411	inf	536	0	0	0	0	[4.636898003139201, 1.9264180245594411]	Rand	Uni	100	5	98	gexf	4.6368980031392	2.40700509651825	0.5
2958	cut	cap	first	Rand.Uni.100.5.98.gexf	100	500	5	3	[9, 9, 9, 9]	4.6368980031392	0.569958640392878	0.5699586403928779	inf	2007	0	0	0	0	[4.636898003139201, 0.5699586403928779]	Rand	Uni	100	5	98	gexf	3.41975184235727	6.00000000000001	0.5
2961	cut	cap	first	Rand.Uni.100.10.98.gexf	100	1000	2	1	[11, 11, 11, 11]	4.84138841041446	3.09739966888942	3.097399668889416	inf	1104	0	0	0	0	[4.841388410414461, 3.097399668889416]	Rand	Uni	100	10	98	gexf	4.84138841041446	1.56304930843825	0
