path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
5448	Rand.Uni.1000.5.91.gexf	5	4.46128932426629	4	Rand	Uni	1000	5	91	gexf
5449	Rand.Uni.1000.5.91.gexf	10	0.49033339643717	11	Rand	Uni	1000	5	91	gexf
5451	Rand.Uni.1000.10.91.gexf	2	6.36111838132094	2	Rand	Uni	1000	10	91	gexf
5452	Rand.Uni.1000.10.91.gexf	3	6.36111838132094	1	Rand	Uni	1000	10	91	gexf
5453	Rand.Uni.1000.10.91.gexf	5	6.36111838132094	3	Rand	Uni	1000	10	91	gexf
5454	Rand.Uni.1000.10.91.gexf	10	3.98846857403219	8	Rand	Uni	1000	10	91	gexf
5456	Rand.Uni.1000.25.91.gexf	2	24.1350123600291	1	Rand	Uni	1000	25	91	gexf
5457	Rand.Uni.1000.25.91.gexf	3	24.1350123600291	1	Rand	Uni	1000	25	91	gexf
5458	Rand.Uni.1000.25.91.gexf	5	24.1350123600291	1	Rand	Uni	1000	25	91	gexf
5459	Rand.Uni.1000.25.91.gexf	10	24.1350123600291	1	Rand	Uni	1000	25	91	gexf
5461	Rand.Uni.50.5.92.gexf	2	4.17686887148531	1	Rand	Uni	50	5	92	gexf
5462	Rand.Uni.50.5.92.gexf	3	4.17686887148531	1	Rand	Uni	50	5	92	gexf
5463	Rand.Uni.50.5.92.gexf	5	3.04017217606095	4	Rand	Uni	50	5	92	gexf
5466	Rand.Uni.50.10.92.gexf	2	8.1898391494702	1	Rand	Uni	50	10	92	gexf
5467	Rand.Uni.50.10.92.gexf	3	8.1898391494702	1	Rand	Uni	50	10	92	gexf
5468	Rand.Uni.50.10.92.gexf	5	8.1898391494702	1	Rand	Uni	50	10	92	gexf
5469	Rand.Uni.50.10.92.gexf	10	7.56236977712912	9	Rand	Uni	50	10	92	gexf
5471	Rand.Uni.50.25.92.gexf	2	15.5085388339419	1	Rand	Uni	50	25	92	gexf
5472	Rand.Uni.50.25.92.gexf	3	15.5085388339419	1	Rand	Uni	50	25	92	gexf
5473	Rand.Uni.50.25.92.gexf	5	15.5085388339419	1	Rand	Uni	50	25	92	gexf
5474	Rand.Uni.50.25.92.gexf	10	15.5085388339419	1	Rand	Uni	50	25	92	gexf
5476	Rand.Uni.100.5.92.gexf	2	4.58415957604446	1	Rand	Uni	100	5	92	gexf
5477	Rand.Uni.100.5.92.gexf	3	4.58415957604446	1	Rand	Uni	100	5	92	gexf
5478	Rand.Uni.100.5.92.gexf	5	3.92576805918871	4	Rand	Uni	100	5	92	gexf
5481	Rand.Uni.100.10.92.gexf	2	9.06465755874768	1	Rand	Uni	100	10	92	gexf
5482	Rand.Uni.100.10.92.gexf	3	9.06465755874768	1	Rand	Uni	100	10	92	gexf
5483	Rand.Uni.100.10.92.gexf	5	9.06465755874768	1	Rand	Uni	100	10	92	gexf
5484	Rand.Uni.100.10.92.gexf	10	9.01005152636235	3	Rand	Uni	100	10	92	gexf
5486	Rand.Uni.100.25.92.gexf	2	21.3508401853018	1	Rand	Uni	100	25	92	gexf
5487	Rand.Uni.100.25.92.gexf	3	21.3508401853018	1	Rand	Uni	100	25	92	gexf
5488	Rand.Uni.100.25.92.gexf	5	21.3508401853018	1	Rand	Uni	100	25	92	gexf
5489	Rand.Uni.100.25.92.gexf	10	21.3508401853018	1	Rand	Uni	100	25	92	gexf
5491	Rand.Uni.500.5.92.gexf	2	5.12295723523224	1	Rand	Uni	500	5	92	gexf
5492	Rand.Uni.500.5.92.gexf	3	5.12295723523224	1	Rand	Uni	500	5	92	gexf
5493	Rand.Uni.500.5.92.gexf	5	5.12295723523224	1	Rand	Uni	500	5	92	gexf
5496	Rand.Uni.500.10.92.gexf	2	10.5556745391736	1	Rand	Uni	500	10	92	gexf
5497	Rand.Uni.500.10.92.gexf	3	10.5556745391736	1	Rand	Uni	500	10	92	gexf
5498	Rand.Uni.500.10.92.gexf	5	10.5556745391736	1	Rand	Uni	500	10	92	gexf
5499	Rand.Uni.500.10.92.gexf	10	10.5556745391736	1	Rand	Uni	500	10	92	gexf
5501	Rand.Uni.500.25.92.gexf	2	23.4928602213429	1	Rand	Uni	500	25	92	gexf
5502	Rand.Uni.500.25.92.gexf	3	23.4928602213429	1	Rand	Uni	500	25	92	gexf
5503	Rand.Uni.500.25.92.gexf	5	23.4928602213429	1	Rand	Uni	500	25	92	gexf
5504	Rand.Uni.500.25.92.gexf	10	23.4928602213429	1	Rand	Uni	500	25	92	gexf
5506	Rand.Uni.1000.5.92.gexf	2	3.13557112843796	2	Rand	Uni	1000	5	92	gexf
5507	Rand.Uni.1000.5.92.gexf	3	2.79399867847616	4	Rand	Uni	1000	5	92	gexf
5508	Rand.Uni.1000.5.92.gexf	5	0.857774757663679	6	Rand	Uni	1000	5	92	gexf
5511	Rand.Uni.1000.10.92.gexf	2	10.1321680763125	1	Rand	Uni	1000	10	92	gexf
5512	Rand.Uni.1000.10.92.gexf	3	10.1321680763125	1	Rand	Uni	1000	10	92	gexf
5513	Rand.Uni.1000.10.92.gexf	5	10.1321680763125	1	Rand	Uni	1000	10	92	gexf
5514	Rand.Uni.1000.10.92.gexf	10	10.051124510925	3	Rand	Uni	1000	10	92	gexf
5516	Rand.Uni.1000.25.92.gexf	2	17.3689514270217	1	Rand	Uni	1000	25	92	gexf
5517	Rand.Uni.1000.25.92.gexf	3	17.3689514270217	1	Rand	Uni	1000	25	92	gexf
5518	Rand.Uni.1000.25.92.gexf	5	17.3689514270217	1	Rand	Uni	1000	25	92	gexf
5519	Rand.Uni.1000.25.92.gexf	10	17.3689514270217	1	Rand	Uni	1000	25	92	gexf
5521	Rand.Uni.50.5.93.gexf	2	3.84427926728701	1	Rand	Uni	50	5	93	gexf
5522	Rand.Uni.50.5.93.gexf	3	3.84427926728701	1	Rand	Uni	50	5	93	gexf
5523	Rand.Uni.50.5.93.gexf	5	2.38874885733085	5	Rand	Uni	50	5	93	gexf
5526	Rand.Uni.50.10.93.gexf	2	7.78044314388007	1	Rand	Uni	50	10	93	gexf
5527	Rand.Uni.50.10.93.gexf	3	7.78044314388007	1	Rand	Uni	50	10	93	gexf
5528	Rand.Uni.50.10.93.gexf	5	7.78044314388007	1	Rand	Uni	50	10	93	gexf
5529	Rand.Uni.50.10.93.gexf	10	6.46510294509871	8	Rand	Uni	50	10	93	gexf
5531	Rand.Uni.50.25.93.gexf	2	14.9342378221452	1	Rand	Uni	50	25	93	gexf
5532	Rand.Uni.50.25.93.gexf	3	14.9342378221452	1	Rand	Uni	50	25	93	gexf
5533	Rand.Uni.50.25.93.gexf	5	14.9342378221452	1	Rand	Uni	50	25	93	gexf
5534	Rand.Uni.50.25.93.gexf	10	14.9342378221452	2	Rand	Uni	50	25	93	gexf
5536	Rand.Uni.100.5.93.gexf	2	5.44987762967026	1	Rand	Uni	100	5	93	gexf
5537	Rand.Uni.100.5.93.gexf	3	5.44987762967026	1	Rand	Uni	100	5	93	gexf
5538	Rand.Uni.100.5.93.gexf	5	5.44987762967026	1	Rand	Uni	100	5	93	gexf
5541	Rand.Uni.100.10.93.gexf	2	8.85945958590507	1	Rand	Uni	100	10	93	gexf
5542	Rand.Uni.100.10.93.gexf	3	8.85945958590507	1	Rand	Uni	100	10	93	gexf
5543	Rand.Uni.100.10.93.gexf	5	8.85945958590507	1	Rand	Uni	100	10	93	gexf
5544	Rand.Uni.100.10.93.gexf	10	8.25518867021032	5	Rand	Uni	100	10	93	gexf
5546	Rand.Uni.100.25.93.gexf	2	17.8053091854875	1	Rand	Uni	100	25	93	gexf
5547	Rand.Uni.100.25.93.gexf	3	17.8053091854875	1	Rand	Uni	100	25	93	gexf
5548	Rand.Uni.100.25.93.gexf	5	17.8053091854875	1	Rand	Uni	100	25	93	gexf
5549	Rand.Uni.100.25.93.gexf	10	17.8053091854875	1	Rand	Uni	100	25	93	gexf
5551	Rand.Uni.500.5.93.gexf	2	1.77746647069252	2	Rand	Uni	500	5	93	gexf
5552	Rand.Uni.500.5.93.gexf	3	1.5836079977587	3	Rand	Uni	500	5	93	gexf
5553	Rand.Uni.500.5.93.gexf	5	0.243351909467778	6	Rand	Uni	500	5	93	gexf
5556	Rand.Uni.500.10.93.gexf	2	7.01565012140323	1	Rand	Uni	500	10	93	gexf
5557	Rand.Uni.500.10.93.gexf	3	7.01565012140323	1	Rand	Uni	500	10	93	gexf
5558	Rand.Uni.500.10.93.gexf	5	7.01565012140323	1	Rand	Uni	500	10	93	gexf
5559	Rand.Uni.500.10.93.gexf	10	5.41716260548484	6	Rand	Uni	500	10	93	gexf
5561	Rand.Uni.500.25.93.gexf	2	19.3195759406676	1	Rand	Uni	500	25	93	gexf
5562	Rand.Uni.500.25.93.gexf	3	19.3195759406676	1	Rand	Uni	500	25	93	gexf
5563	Rand.Uni.500.25.93.gexf	5	19.3195759406676	1	Rand	Uni	500	25	93	gexf
5564	Rand.Uni.500.25.93.gexf	10	19.3195759406676	1	Rand	Uni	500	25	93	gexf
5566	Rand.Uni.1000.5.93.gexf	2	6.52375244920369	2	Rand	Uni	1000	5	93	gexf
5567	Rand.Uni.1000.5.93.gexf	3	6.52375244920369	1	Rand	Uni	1000	5	93	gexf
5568	Rand.Uni.1000.5.93.gexf	5	6.52375244920369	3	Rand	Uni	1000	5	93	gexf
5569	Rand.Uni.1000.5.93.gexf	10	5.4743069969819	7	Rand	Uni	1000	5	93	gexf
5571	Rand.Uni.1000.10.93.gexf	2	11.9706430809945	1	Rand	Uni	1000	10	93	gexf
5572	Rand.Uni.1000.10.93.gexf	3	11.9706430809945	1	Rand	Uni	1000	10	93	gexf
5573	Rand.Uni.1000.10.93.gexf	5	11.9706430809945	1	Rand	Uni	1000	10	93	gexf
5574	Rand.Uni.1000.10.93.gexf	10	11.9706430809945	1	Rand	Uni	1000	10	93	gexf
5576	Rand.Uni.1000.25.93.gexf	2	18.6772408347766	1	Rand	Uni	1000	25	93	gexf
5577	Rand.Uni.1000.25.93.gexf	3	18.6772408347766	1	Rand	Uni	1000	25	93	gexf
5578	Rand.Uni.1000.25.93.gexf	5	18.6772408347766	1	Rand	Uni	1000	25	93	gexf
5579	Rand.Uni.1000.25.93.gexf	10	18.6772408347766	1	Rand	Uni	1000	25	93	gexf
5581	Rand.Uni.50.5.94.gexf	2	4.11426833541695	1	Rand	Uni	50	5	94	gexf
5582	Rand.Uni.50.5.94.gexf	3	4.11426833541695	1	Rand	Uni	50	5	94	gexf
5583	Rand.Uni.50.5.94.gexf	5	1.47920752672497	6	Rand	Uni	50	5	94	gexf
5586	Rand.Uni.50.10.94.gexf	2	7.89658102852069	1	Rand	Uni	50	10	94	gexf
5587	Rand.Uni.50.10.94.gexf	3	7.89658102852069	1	Rand	Uni	50	10	94	gexf
5588	Rand.Uni.50.10.94.gexf	5	7.89658102852069	1	Rand	Uni	50	10	94	gexf
5589	Rand.Uni.50.10.94.gexf	10	6.4913522074894	7	Rand	Uni	50	10	94	gexf
5591	Rand.Uni.50.25.94.gexf	2	17.6184143978093	1	Rand	Uni	50	25	94	gexf
5592	Rand.Uni.50.25.94.gexf	3	17.6184143978093	1	Rand	Uni	50	25	94	gexf
5593	Rand.Uni.50.25.94.gexf	5	17.6184143978093	1	Rand	Uni	50	25	94	gexf
5594	Rand.Uni.50.25.94.gexf	10	17.6184143978093	1	Rand	Uni	50	25	94	gexf
5596	Rand.Uni.100.5.94.gexf	2	7.41418382970274	1	Rand	Uni	100	5	94	gexf
5597	Rand.Uni.100.5.94.gexf	3	7.41418382970274	1	Rand	Uni	100	5	94	gexf
5598	Rand.Uni.100.5.94.gexf	5	7.41418382970274	1	Rand	Uni	100	5	94	gexf
5599	Rand.Uni.100.5.94.gexf	10	6.34512659394523	7	Rand	Uni	100	5	94	gexf
5601	Rand.Uni.100.10.94.gexf	2	6.64883230973016	1	Rand	Uni	100	10	94	gexf
5602	Rand.Uni.100.10.94.gexf	3	6.64883230973016	1	Rand	Uni	100	10	94	gexf
5603	Rand.Uni.100.10.94.gexf	5	6.64883230973016	1	Rand	Uni	100	10	94	gexf
5604	Rand.Uni.100.10.94.gexf	10	4.78434187098347	8	Rand	Uni	100	10	94	gexf
5606	Rand.Uni.100.25.94.gexf	2	19.8360569085031	1	Rand	Uni	100	25	94	gexf
5607	Rand.Uni.100.25.94.gexf	3	19.8360569085031	1	Rand	Uni	100	25	94	gexf
5608	Rand.Uni.100.25.94.gexf	5	19.8360569085031	1	Rand	Uni	100	25	94	gexf
5609	Rand.Uni.100.25.94.gexf	10	19.8360569085031	1	Rand	Uni	100	25	94	gexf
5611	Rand.Uni.500.5.94.gexf	2	5.28475619231772	1	Rand	Uni	500	5	94	gexf
5612	Rand.Uni.500.5.94.gexf	3	5.28475619231772	1	Rand	Uni	500	5	94	gexf
5613	Rand.Uni.500.5.94.gexf	5	5.0202555571524	4	Rand	Uni	500	5	94	gexf
5614	Rand.Uni.500.5.94.gexf	10	0.0765392079589854	11	Rand	Uni	500	5	94	gexf
5616	Rand.Uni.500.10.94.gexf	2	8.85113272668131	1	Rand	Uni	500	10	94	gexf
5617	Rand.Uni.500.10.94.gexf	3	8.85113272668131	1	Rand	Uni	500	10	94	gexf
5618	Rand.Uni.500.10.94.gexf	5	8.85113272668131	1	Rand	Uni	500	10	94	gexf
5619	Rand.Uni.500.10.94.gexf	10	8.30129855849083	6	Rand	Uni	500	10	94	gexf
5621	Rand.Uni.500.25.94.gexf	2	18.8072099652457	1	Rand	Uni	500	25	94	gexf
5622	Rand.Uni.500.25.94.gexf	3	18.8072099652457	1	Rand	Uni	500	25	94	gexf
5623	Rand.Uni.500.25.94.gexf	5	18.8072099652457	1	Rand	Uni	500	25	94	gexf
5624	Rand.Uni.500.25.94.gexf	10	18.8072099652457	1	Rand	Uni	500	25	94	gexf
5626	Rand.Uni.1000.5.94.gexf	2	4.70347632823178	1	Rand	Uni	1000	5	94	gexf
5627	Rand.Uni.1000.5.94.gexf	3	4.70347632823178	1	Rand	Uni	1000	5	94	gexf
5628	Rand.Uni.1000.5.94.gexf	5	3.66965976013312	6	Rand	Uni	1000	5	94	gexf
5629	Rand.Uni.1000.5.94.gexf	10	0.184925563377466	11	Rand	Uni	1000	5	94	gexf
5631	Rand.Uni.1000.10.94.gexf	2	8.73788173786651	1	Rand	Uni	1000	10	94	gexf
5632	Rand.Uni.1000.10.94.gexf	3	8.73788173786651	1	Rand	Uni	1000	10	94	gexf
5633	Rand.Uni.1000.10.94.gexf	5	8.73788173786651	1	Rand	Uni	1000	10	94	gexf
5634	Rand.Uni.1000.10.94.gexf	10	8.10844639832972	6	Rand	Uni	1000	10	94	gexf
5636	Rand.Uni.1000.25.94.gexf	2	24.9742769380763	1	Rand	Uni	1000	25	94	gexf
5637	Rand.Uni.1000.25.94.gexf	3	24.9742769380763	1	Rand	Uni	1000	25	94	gexf
5638	Rand.Uni.1000.25.94.gexf	5	24.9742769380763	1	Rand	Uni	1000	25	94	gexf
5639	Rand.Uni.1000.25.94.gexf	10	24.9742769380763	1	Rand	Uni	1000	25	94	gexf
5641	Rand.Uni.50.5.95.gexf	2	3.32723612405075	1	Rand	Uni	50	5	95	gexf
5642	Rand.Uni.50.5.95.gexf	3	3.32723612405075	2	Rand	Uni	50	5	95	gexf
5646	Rand.Uni.50.10.95.gexf	2	8.02070921534749	1	Rand	Uni	50	10	95	gexf
5647	Rand.Uni.50.10.95.gexf	3	8.02070921534749	1	Rand	Uni	50	10	95	gexf
5648	Rand.Uni.50.10.95.gexf	5	8.02070921534749	1	Rand	Uni	50	10	95	gexf
5649	Rand.Uni.50.10.95.gexf	10	6.67766560946142	10	Rand	Uni	50	10	95	gexf
5651	Rand.Uni.50.25.95.gexf	2	15.2351257653314	1	Rand	Uni	50	25	95	gexf
5652	Rand.Uni.50.25.95.gexf	3	15.2351257653314	1	Rand	Uni	50	25	95	gexf
5653	Rand.Uni.50.25.95.gexf	5	15.2351257653314	1	Rand	Uni	50	25	95	gexf
5654	Rand.Uni.50.25.95.gexf	10	15.2351257653314	1	Rand	Uni	50	25	95	gexf
5656	Rand.Uni.100.5.95.gexf	2	2.48210448991628	2	Rand	Uni	100	5	95	gexf
5657	Rand.Uni.100.5.95.gexf	3	1.94264334323194	3	Rand	Uni	100	5	95	gexf
5661	Rand.Uni.100.10.95.gexf	2	12.1932225739423	2	Rand	Uni	100	10	95	gexf
5662	Rand.Uni.100.10.95.gexf	3	12.1932225739423	1	Rand	Uni	100	10	95	gexf
5663	Rand.Uni.100.10.95.gexf	5	12.1932225739423	3	Rand	Uni	100	10	95	gexf
5664	Rand.Uni.100.10.95.gexf	10	12.1932225739423	1	Rand	Uni	100	10	95	gexf
5666	Rand.Uni.100.25.95.gexf	2	19.7454158242906	1	Rand	Uni	100	25	95	gexf
5667	Rand.Uni.100.25.95.gexf	3	19.7454158242906	1	Rand	Uni	100	25	95	gexf
5668	Rand.Uni.100.25.95.gexf	5	19.7454158242906	1	Rand	Uni	100	25	95	gexf
5669	Rand.Uni.100.25.95.gexf	10	19.7454158242906	1	Rand	Uni	100	25	95	gexf
5671	Rand.Uni.500.5.95.gexf	2	6.09947683065528	1	Rand	Uni	500	5	95	gexf
5672	Rand.Uni.500.5.95.gexf	3	6.09947683065528	1	Rand	Uni	500	5	95	gexf
5673	Rand.Uni.500.5.95.gexf	5	6.09947683065528	1	Rand	Uni	500	5	95	gexf
5676	Rand.Uni.500.10.95.gexf	2	10.6868558914331	1	Rand	Uni	500	10	95	gexf
5677	Rand.Uni.500.10.95.gexf	3	10.6868558914331	1	Rand	Uni	500	10	95	gexf
5678	Rand.Uni.500.10.95.gexf	5	10.6868558914331	1	Rand	Uni	500	10	95	gexf
5679	Rand.Uni.500.10.95.gexf	10	10.6719093544502	3	Rand	Uni	500	10	95	gexf
5681	Rand.Uni.500.25.95.gexf	2	23.3953219340939	1	Rand	Uni	500	25	95	gexf
5682	Rand.Uni.500.25.95.gexf	3	23.3953219340939	1	Rand	Uni	500	25	95	gexf
5683	Rand.Uni.500.25.95.gexf	5	23.3953219340939	1	Rand	Uni	500	25	95	gexf
5684	Rand.Uni.500.25.95.gexf	10	23.3953219340939	1	Rand	Uni	500	25	95	gexf
5686	Rand.Uni.1000.5.95.gexf	2	3.64232981998772	1	Rand	Uni	1000	5	95	gexf
5687	Rand.Uni.1000.5.95.gexf	3	3.61525197635514	2	Rand	Uni	1000	5	95	gexf
5688	Rand.Uni.1000.5.95.gexf	5	2.41608332006622	5	Rand	Uni	1000	5	95	gexf
5691	Rand.Uni.1000.10.95.gexf	2	7.4605042240927	1	Rand	Uni	1000	10	95	gexf
5692	Rand.Uni.1000.10.95.gexf	3	7.4605042240927	1	Rand	Uni	1000	10	95	gexf
5693	Rand.Uni.1000.10.95.gexf	5	7.4605042240927	1	Rand	Uni	1000	10	95	gexf
5694	Rand.Uni.1000.10.95.gexf	10	5.38394737096625	9	Rand	Uni	1000	10	95	gexf
5696	Rand.Uni.1000.25.95.gexf	2	22.2999851161263	1	Rand	Uni	1000	25	95	gexf
5697	Rand.Uni.1000.25.95.gexf	3	22.2999851161263	1	Rand	Uni	1000	25	95	gexf
5698	Rand.Uni.1000.25.95.gexf	5	22.2999851161263	1	Rand	Uni	1000	25	95	gexf
5699	Rand.Uni.1000.25.95.gexf	10	22.2999851161263	1	Rand	Uni	1000	25	95	gexf
5701	Rand.Uni.50.5.96.gexf	2	3.72751175160901	1	Rand	Uni	50	5	96	gexf
5702	Rand.Uni.50.5.96.gexf	3	3.7212987316156	2	Rand	Uni	50	5	96	gexf
5703	Rand.Uni.50.5.96.gexf	5	1.06454355566782	6	Rand	Uni	50	5	96	gexf
5706	Rand.Uni.50.10.96.gexf	2	8.16498476817886	1	Rand	Uni	50	10	96	gexf
5707	Rand.Uni.50.10.96.gexf	3	8.16498476817886	1	Rand	Uni	50	10	96	gexf
5708	Rand.Uni.50.10.96.gexf	5	8.16498476817886	1	Rand	Uni	50	10	96	gexf
5709	Rand.Uni.50.10.96.gexf	10	7.03088195099721	6	Rand	Uni	50	10	96	gexf
5711	Rand.Uni.50.25.96.gexf	2	14.0866409188512	1	Rand	Uni	50	25	96	gexf
5712	Rand.Uni.50.25.96.gexf	3	14.0866409188512	1	Rand	Uni	50	25	96	gexf
5713	Rand.Uni.50.25.96.gexf	5	14.0866409188512	1	Rand	Uni	50	25	96	gexf
5714	Rand.Uni.50.25.96.gexf	10	14.0866409188512	1	Rand	Uni	50	25	96	gexf
5716	Rand.Uni.100.5.96.gexf	2	2.73931099506974	1	Rand	Uni	100	5	96	gexf
5717	Rand.Uni.100.5.96.gexf	3	2.46030058134137	3	Rand	Uni	100	5	96	gexf
5718	Rand.Uni.100.5.96.gexf	5	1.36272286155471	6	Rand	Uni	100	5	96	gexf
5721	Rand.Uni.100.10.96.gexf	2	7.14658635338429	1	Rand	Uni	100	10	96	gexf
5722	Rand.Uni.100.10.96.gexf	3	7.14658635338429	1	Rand	Uni	100	10	96	gexf
5723	Rand.Uni.100.10.96.gexf	5	7.14658635338429	1	Rand	Uni	100	10	96	gexf
5724	Rand.Uni.100.10.96.gexf	10	5.29309626071963	8	Rand	Uni	100	10	96	gexf
5726	Rand.Uni.100.25.96.gexf	2	21.1722009307377	1	Rand	Uni	100	25	96	gexf
5727	Rand.Uni.100.25.96.gexf	3	21.1722009307377	1	Rand	Uni	100	25	96	gexf
5728	Rand.Uni.100.25.96.gexf	5	21.1722009307377	1	Rand	Uni	100	25	96	gexf
5729	Rand.Uni.100.25.96.gexf	10	21.1722009307377	1	Rand	Uni	100	25	96	gexf
5731	Rand.Uni.500.5.96.gexf	2	5.51199069475632	1	Rand	Uni	500	5	96	gexf
5732	Rand.Uni.500.5.96.gexf	3	5.51199069475632	1	Rand	Uni	500	5	96	gexf
5733	Rand.Uni.500.5.96.gexf	5	5.51199069475632	1	Rand	Uni	500	5	96	gexf
5736	Rand.Uni.500.10.96.gexf	2	9.29270700683837	1	Rand	Uni	500	10	96	gexf
5737	Rand.Uni.500.10.96.gexf	3	9.29270700683837	1	Rand	Uni	500	10	96	gexf
5738	Rand.Uni.500.10.96.gexf	5	9.29270700683837	1	Rand	Uni	500	10	96	gexf
5739	Rand.Uni.500.10.96.gexf	10	9.18286435934917	4	Rand	Uni	500	10	96	gexf
5741	Rand.Uni.500.25.96.gexf	2	22.3248548835784	1	Rand	Uni	500	25	96	gexf
5742	Rand.Uni.500.25.96.gexf	3	22.3248548835784	1	Rand	Uni	500	25	96	gexf
5743	Rand.Uni.500.25.96.gexf	5	22.3248548835784	1	Rand	Uni	500	25	96	gexf
5744	Rand.Uni.500.25.96.gexf	10	22.3248548835784	2	Rand	Uni	500	25	96	gexf
5746	Rand.Uni.1000.5.96.gexf	2	4.49912886397102	1	Rand	Uni	1000	5	96	gexf
5747	Rand.Uni.1000.5.96.gexf	3	4.49912886397102	1	Rand	Uni	1000	5	96	gexf
5748	Rand.Uni.1000.5.96.gexf	5	3.83412851940013	4	Rand	Uni	1000	5	96	gexf
5751	Rand.Uni.1000.10.96.gexf	2	7.68094110614893	1	Rand	Uni	1000	10	96	gexf
5752	Rand.Uni.1000.10.96.gexf	3	7.68094110614893	1	Rand	Uni	1000	10	96	gexf
5753	Rand.Uni.1000.10.96.gexf	5	7.68094110614893	1	Rand	Uni	1000	10	96	gexf
5754	Rand.Uni.1000.10.96.gexf	10	6.73903611986699	5	Rand	Uni	1000	10	96	gexf
5756	Rand.Uni.1000.25.96.gexf	2	16.6170012650157	1	Rand	Uni	1000	25	96	gexf
5757	Rand.Uni.1000.25.96.gexf	3	16.6170012650157	1	Rand	Uni	1000	25	96	gexf
5758	Rand.Uni.1000.25.96.gexf	5	16.6170012650157	1	Rand	Uni	1000	25	96	gexf
5759	Rand.Uni.1000.25.96.gexf	10	16.6170012650157	1	Rand	Uni	1000	25	96	gexf
5761	Rand.Uni.50.5.97.gexf	2	3.20434282650643	2	Rand	Uni	50	5	97	gexf
5762	Rand.Uni.50.5.97.gexf	3	3.20434282650643	1	Rand	Uni	50	5	97	gexf
5763	Rand.Uni.50.5.97.gexf	5	2.90467742379896	4	Rand	Uni	50	5	97	gexf
5766	Rand.Uni.50.10.97.gexf	2	8.13706436368546	1	Rand	Uni	50	10	97	gexf
5767	Rand.Uni.50.10.97.gexf	3	8.13706436368546	1	Rand	Uni	50	10	97	gexf
5768	Rand.Uni.50.10.97.gexf	5	8.13706436368546	1	Rand	Uni	50	10	97	gexf
5769	Rand.Uni.50.10.97.gexf	10	7.73998510547904	4	Rand	Uni	50	10	97	gexf
5771	Rand.Uni.50.25.97.gexf	2	20.7447556365285	1	Rand	Uni	50	25	97	gexf
5772	Rand.Uni.50.25.97.gexf	3	20.7447556365285	1	Rand	Uni	50	25	97	gexf
5773	Rand.Uni.50.25.97.gexf	5	20.7447556365285	1	Rand	Uni	50	25	97	gexf
5774	Rand.Uni.50.25.97.gexf	10	20.7447556365285	1	Rand	Uni	50	25	97	gexf
5776	Rand.Uni.100.5.97.gexf	2	6.95414434712742	1	Rand	Uni	100	5	97	gexf
5777	Rand.Uni.100.5.97.gexf	3	6.95414434712742	1	Rand	Uni	100	5	97	gexf
5778	Rand.Uni.100.5.97.gexf	5	6.95414434712742	1	Rand	Uni	100	5	97	gexf
5781	Rand.Uni.100.10.97.gexf	2	10.007090941627	1	Rand	Uni	100	10	97	gexf
5782	Rand.Uni.100.10.97.gexf	3	10.007090941627	1	Rand	Uni	100	10	97	gexf
5783	Rand.Uni.100.10.97.gexf	5	10.007090941627	1	Rand	Uni	100	10	97	gexf
5784	Rand.Uni.100.10.97.gexf	10	9.88933877357728	3	Rand	Uni	100	10	97	gexf
5786	Rand.Uni.100.25.97.gexf	2	22.7949885441639	1	Rand	Uni	100	25	97	gexf
5787	Rand.Uni.100.25.97.gexf	3	22.7949885441639	1	Rand	Uni	100	25	97	gexf
5788	Rand.Uni.100.25.97.gexf	5	22.7949885441639	1	Rand	Uni	100	25	97	gexf
5789	Rand.Uni.100.25.97.gexf	10	22.7949885441639	1	Rand	Uni	100	25	97	gexf
5791	Rand.Uni.500.5.97.gexf	2	3.81247826714834	1	Rand	Uni	500	5	97	gexf
5792	Rand.Uni.500.5.97.gexf	3	3.81247826714834	1	Rand	Uni	500	5	97	gexf
5793	Rand.Uni.500.5.97.gexf	5	3.51499369921922	2	Rand	Uni	500	5	97	gexf
5796	Rand.Uni.500.10.97.gexf	2	8.65167819533229	1	Rand	Uni	500	10	97	gexf
5797	Rand.Uni.500.10.97.gexf	3	8.65167819533229	1	Rand	Uni	500	10	97	gexf
5798	Rand.Uni.500.10.97.gexf	5	8.65167819533229	1	Rand	Uni	500	10	97	gexf
5799	Rand.Uni.500.10.97.gexf	10	8.32986350671816	4	Rand	Uni	500	10	97	gexf
5801	Rand.Uni.500.25.97.gexf	2	23.4796759058163	1	Rand	Uni	500	25	97	gexf
5802	Rand.Uni.500.25.97.gexf	3	23.4796759058163	1	Rand	Uni	500	25	97	gexf
5803	Rand.Uni.500.25.97.gexf	5	23.4796759058163	1	Rand	Uni	500	25	97	gexf
5804	Rand.Uni.500.25.97.gexf	10	23.4796759058163	1	Rand	Uni	500	25	97	gexf
5806	Rand.Uni.1000.5.97.gexf	2	2.07243516227544	2	Rand	Uni	1000	5	97	gexf
5808	Rand.Uni.1000.5.97.gexf	5	0.088803437207255	6	Rand	Uni	1000	5	97	gexf
5811	Rand.Uni.1000.10.97.gexf	2	11.7166114979943	1	Rand	Uni	1000	10	97	gexf
5812	Rand.Uni.1000.10.97.gexf	3	11.7166114979943	1	Rand	Uni	1000	10	97	gexf
5813	Rand.Uni.1000.10.97.gexf	5	11.7166114979943	1	Rand	Uni	1000	10	97	gexf
