path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
5083	Rand.Uni.500.25.85.gexf	5	18.6576507076375	1	Rand	Uni	500	25	85	gexf
5084	Rand.Uni.500.25.85.gexf	10	18.6576507076375	1	Rand	Uni	500	25	85	gexf
5086	Rand.Uni.1000.5.85.gexf	2	6.37951139631142	1	Rand	Uni	1000	5	85	gexf
5087	Rand.Uni.1000.5.85.gexf	3	6.37951139631142	1	Rand	Uni	1000	5	85	gexf
5088	Rand.Uni.1000.5.85.gexf	5	6.37951139631142	1	Rand	Uni	1000	5	85	gexf
5089	Rand.Uni.1000.5.85.gexf	10	3.32065662710858	11	Rand	Uni	1000	5	85	gexf
5091	Rand.Uni.1000.10.85.gexf	2	10.3873174413043	1	Rand	Uni	1000	10	85	gexf
5092	Rand.Uni.1000.10.85.gexf	3	10.3873174413043	1	Rand	Uni	1000	10	85	gexf
5093	Rand.Uni.1000.10.85.gexf	5	10.3873174413043	1	Rand	Uni	1000	10	85	gexf
5094	Rand.Uni.1000.10.85.gexf	10	10.3668728574576	3	Rand	Uni	1000	10	85	gexf
5096	Rand.Uni.1000.25.85.gexf	2	26.3207822371039	2	Rand	Uni	1000	25	85	gexf
5097	Rand.Uni.1000.25.85.gexf	3	26.3207822371039	1	Rand	Uni	1000	25	85	gexf
5098	Rand.Uni.1000.25.85.gexf	5	26.3207822371039	3	Rand	Uni	1000	25	85	gexf
5099	Rand.Uni.1000.25.85.gexf	10	26.3207822371039	1	Rand	Uni	1000	25	85	gexf
5101	Rand.Uni.50.5.86.gexf	2	2.01886267559744	3	Rand	Uni	50	5	86	gexf
5102	Rand.Uni.50.5.86.gexf	3	1.60919538862022	4	Rand	Uni	50	5	86	gexf
5103	Rand.Uni.50.5.86.gexf	5	0.479543483838245	6	Rand	Uni	50	5	86	gexf
5106	Rand.Uni.50.10.86.gexf	2	9.11096188464175	1	Rand	Uni	50	10	86	gexf
5107	Rand.Uni.50.10.86.gexf	3	9.11096188464175	1	Rand	Uni	50	10	86	gexf
5108	Rand.Uni.50.10.86.gexf	5	9.11096188464175	1	Rand	Uni	50	10	86	gexf
5109	Rand.Uni.50.10.86.gexf	10	7.80312820168477	9	Rand	Uni	50	10	86	gexf
5111	Rand.Uni.50.25.86.gexf	2	18.9704639119872	1	Rand	Uni	50	25	86	gexf
5112	Rand.Uni.50.25.86.gexf	3	18.9704639119872	1	Rand	Uni	50	25	86	gexf
5113	Rand.Uni.50.25.86.gexf	5	18.9704639119872	1	Rand	Uni	50	25	86	gexf
5114	Rand.Uni.50.25.86.gexf	10	18.9704639119872	1	Rand	Uni	50	25	86	gexf
5116	Rand.Uni.100.5.86.gexf	2	1.81521503963296	2	Rand	Uni	100	5	86	gexf
5117	Rand.Uni.100.5.86.gexf	3	1.61352447967374	3	Rand	Uni	100	5	86	gexf
5118	Rand.Uni.100.5.86.gexf	5	0.222099236317787	6	Rand	Uni	100	5	86	gexf
5121	Rand.Uni.100.10.86.gexf	2	1.76849227838834	3	Rand	Uni	100	10	86	gexf
5122	Rand.Uni.100.10.86.gexf	3	0.585703182832375	4	Rand	Uni	100	10	86	gexf
5126	Rand.Uni.100.25.86.gexf	2	22.5819142070316	1	Rand	Uni	100	25	86	gexf
5127	Rand.Uni.100.25.86.gexf	3	22.5819142070316	1	Rand	Uni	100	25	86	gexf
5128	Rand.Uni.100.25.86.gexf	5	22.5819142070316	1	Rand	Uni	100	25	86	gexf
5129	Rand.Uni.100.25.86.gexf	10	22.5819142070316	1	Rand	Uni	100	25	86	gexf
5131	Rand.Uni.500.5.86.gexf	2	3.46729436914544	1	Rand	Uni	500	5	86	gexf
5132	Rand.Uni.500.5.86.gexf	3	3.38854539468396	3	Rand	Uni	500	5	86	gexf
5133	Rand.Uni.500.5.86.gexf	5	2.551072152872	4	Rand	Uni	500	5	86	gexf
5136	Rand.Uni.500.10.86.gexf	2	7.51286658827678	1	Rand	Uni	500	10	86	gexf
5137	Rand.Uni.500.10.86.gexf	3	7.51286658827678	1	Rand	Uni	500	10	86	gexf
5138	Rand.Uni.500.10.86.gexf	5	7.51286658827678	1	Rand	Uni	500	10	86	gexf
5139	Rand.Uni.500.10.86.gexf	10	4.65606915632434	9	Rand	Uni	500	10	86	gexf
5141	Rand.Uni.500.25.86.gexf	2	26.1786737836162	1	Rand	Uni	500	25	86	gexf
5142	Rand.Uni.500.25.86.gexf	3	26.1786737836162	1	Rand	Uni	500	25	86	gexf
5143	Rand.Uni.500.25.86.gexf	5	26.1786737836162	1	Rand	Uni	500	25	86	gexf
5144	Rand.Uni.500.25.86.gexf	10	26.1786737836162	1	Rand	Uni	500	25	86	gexf
5146	Rand.Uni.1000.5.86.gexf	2	5.74194675503858	1	Rand	Uni	1000	5	86	gexf
5147	Rand.Uni.1000.5.86.gexf	3	5.74194675503858	1	Rand	Uni	1000	5	86	gexf
5148	Rand.Uni.1000.5.86.gexf	5	5.50261889763933	4	Rand	Uni	1000	5	86	gexf
5149	Rand.Uni.1000.5.86.gexf	10	0.914490031252172	11	Rand	Uni	1000	5	86	gexf
5151	Rand.Uni.1000.10.86.gexf	2	6.32446384069053	1	Rand	Uni	1000	10	86	gexf
5152	Rand.Uni.1000.10.86.gexf	3	6.32446384069053	1	Rand	Uni	1000	10	86	gexf
5153	Rand.Uni.1000.10.86.gexf	5	6.32446384069053	1	Rand	Uni	1000	10	86	gexf
5154	Rand.Uni.1000.10.86.gexf	10	2.03720368417363	11	Rand	Uni	1000	10	86	gexf
5156	Rand.Uni.1000.25.86.gexf	2	28.5242620973447	1	Rand	Uni	1000	25	86	gexf
5157	Rand.Uni.1000.25.86.gexf	3	28.5242620973447	1	Rand	Uni	1000	25	86	gexf
5158	Rand.Uni.1000.25.86.gexf	5	28.5242620973447	1	Rand	Uni	1000	25	86	gexf
5159	Rand.Uni.1000.25.86.gexf	10	28.5242620973447	1	Rand	Uni	1000	25	86	gexf
5160	Rand.Uni.1000.25.86.gexf	50	2.78831535668641	51	Rand	Uni	1000	25	86	gexf
5161	Rand.Uni.50.5.87.gexf	2	5.28270551569174	1	Rand	Uni	50	5	87	gexf
5162	Rand.Uni.50.5.87.gexf	3	5.28270551569174	1	Rand	Uni	50	5	87	gexf
5163	Rand.Uni.50.5.87.gexf	5	5.28270551569174	1	Rand	Uni	50	5	87	gexf
5166	Rand.Uni.50.10.87.gexf	2	8.91097429431764	1	Rand	Uni	50	10	87	gexf
5167	Rand.Uni.50.10.87.gexf	3	8.91097429431764	1	Rand	Uni	50	10	87	gexf
5168	Rand.Uni.50.10.87.gexf	5	8.91097429431764	1	Rand	Uni	50	10	87	gexf
5169	Rand.Uni.50.10.87.gexf	10	8.49671342409728	5	Rand	Uni	50	10	87	gexf
5171	Rand.Uni.50.25.87.gexf	2	18.674915705789	1	Rand	Uni	50	25	87	gexf
5172	Rand.Uni.50.25.87.gexf	3	18.674915705789	1	Rand	Uni	50	25	87	gexf
5173	Rand.Uni.50.25.87.gexf	5	18.674915705789	1	Rand	Uni	50	25	87	gexf
5174	Rand.Uni.50.25.87.gexf	10	18.674915705789	1	Rand	Uni	50	25	87	gexf
5176	Rand.Uni.100.5.87.gexf	2	6.51668684812487	1	Rand	Uni	100	5	87	gexf
5177	Rand.Uni.100.5.87.gexf	3	6.51668684812487	1	Rand	Uni	100	5	87	gexf
5178	Rand.Uni.100.5.87.gexf	5	6.51668684812487	1	Rand	Uni	100	5	87	gexf
5179	Rand.Uni.100.5.87.gexf	10	4.11507646193685	10	Rand	Uni	100	5	87	gexf
5181	Rand.Uni.100.10.87.gexf	2	6.45221593107482	1	Rand	Uni	100	10	87	gexf
5182	Rand.Uni.100.10.87.gexf	3	6.45221593107482	1	Rand	Uni	100	10	87	gexf
5183	Rand.Uni.100.10.87.gexf	5	6.45221593107482	1	Rand	Uni	100	10	87	gexf
5184	Rand.Uni.100.10.87.gexf	10	1.86404762772396	10	Rand	Uni	100	10	87	gexf
5186	Rand.Uni.100.25.87.gexf	2	21.4289388823482	1	Rand	Uni	100	25	87	gexf
5187	Rand.Uni.100.25.87.gexf	3	21.4289388823482	1	Rand	Uni	100	25	87	gexf
5188	Rand.Uni.100.25.87.gexf	5	21.4289388823482	1	Rand	Uni	100	25	87	gexf
5189	Rand.Uni.100.25.87.gexf	10	21.4289388823482	1	Rand	Uni	100	25	87	gexf
5191	Rand.Uni.500.5.87.gexf	2	5.3973129444363	1	Rand	Uni	500	5	87	gexf
5192	Rand.Uni.500.5.87.gexf	3	5.3973129444363	1	Rand	Uni	500	5	87	gexf
5193	Rand.Uni.500.5.87.gexf	5	5.15059139927603	3	Rand	Uni	500	5	87	gexf
5196	Rand.Uni.500.10.87.gexf	2	6.41129026430896	2	Rand	Uni	500	10	87	gexf
5197	Rand.Uni.500.10.87.gexf	3	6.41129026430896	1	Rand	Uni	500	10	87	gexf
5198	Rand.Uni.500.10.87.gexf	5	6.41129026430896	3	Rand	Uni	500	10	87	gexf
5199	Rand.Uni.500.10.87.gexf	10	5.072342138415	5	Rand	Uni	500	10	87	gexf
5201	Rand.Uni.500.25.87.gexf	2	21.0776662484241	1	Rand	Uni	500	25	87	gexf
5202	Rand.Uni.500.25.87.gexf	3	21.0776662484241	1	Rand	Uni	500	25	87	gexf
5203	Rand.Uni.500.25.87.gexf	5	21.0776662484241	1	Rand	Uni	500	25	87	gexf
5204	Rand.Uni.500.25.87.gexf	10	21.0776662484241	1	Rand	Uni	500	25	87	gexf
5206	Rand.Uni.1000.5.87.gexf	2	3.92384382873395	1	Rand	Uni	1000	5	87	gexf
5207	Rand.Uni.1000.5.87.gexf	3	3.92384382873395	1	Rand	Uni	1000	5	87	gexf
5208	Rand.Uni.1000.5.87.gexf	5	3.82990925440551	2	Rand	Uni	1000	5	87	gexf
5211	Rand.Uni.1000.10.87.gexf	2	8.86380205840478	1	Rand	Uni	1000	10	87	gexf
5212	Rand.Uni.1000.10.87.gexf	3	8.86380205840478	1	Rand	Uni	1000	10	87	gexf
5213	Rand.Uni.1000.10.87.gexf	5	8.86380205840478	1	Rand	Uni	1000	10	87	gexf
5214	Rand.Uni.1000.10.87.gexf	10	8.47826080863515	4	Rand	Uni	1000	10	87	gexf
5216	Rand.Uni.1000.25.87.gexf	2	24.4162085509112	1	Rand	Uni	1000	25	87	gexf
5217	Rand.Uni.1000.25.87.gexf	3	24.4162085509112	1	Rand	Uni	1000	25	87	gexf
5218	Rand.Uni.1000.25.87.gexf	5	24.4162085509112	1	Rand	Uni	1000	25	87	gexf
5219	Rand.Uni.1000.25.87.gexf	10	24.4162085509112	1	Rand	Uni	1000	25	87	gexf
5221	Rand.Uni.50.5.88.gexf	2	2.75702346669292	1	Rand	Uni	50	5	88	gexf
5222	Rand.Uni.50.5.88.gexf	3	2.3236971273836	3	Rand	Uni	50	5	88	gexf
5226	Rand.Uni.50.10.88.gexf	2	6.78773960055075	2	Rand	Uni	50	10	88	gexf
5227	Rand.Uni.50.10.88.gexf	3	6.78773960055075	1	Rand	Uni	50	10	88	gexf
5228	Rand.Uni.50.10.88.gexf	5	6.78773960055075	3	Rand	Uni	50	10	88	gexf
5229	Rand.Uni.50.10.88.gexf	10	5.40617290429501	6	Rand	Uni	50	10	88	gexf
5231	Rand.Uni.50.25.88.gexf	2	17.5443958198956	1	Rand	Uni	50	25	88	gexf
5232	Rand.Uni.50.25.88.gexf	3	17.5443958198956	1	Rand	Uni	50	25	88	gexf
5233	Rand.Uni.50.25.88.gexf	5	17.5443958198956	1	Rand	Uni	50	25	88	gexf
5234	Rand.Uni.50.25.88.gexf	10	17.5443958198956	1	Rand	Uni	50	25	88	gexf
5236	Rand.Uni.100.5.88.gexf	2	4.75029886141017	1	Rand	Uni	100	5	88	gexf
5237	Rand.Uni.100.5.88.gexf	3	4.75029886141017	1	Rand	Uni	100	5	88	gexf
5238	Rand.Uni.100.5.88.gexf	5	4.08093153414417	6	Rand	Uni	100	5	88	gexf
5241	Rand.Uni.100.10.88.gexf	2	11.543854609161	1	Rand	Uni	100	10	88	gexf
5242	Rand.Uni.100.10.88.gexf	3	11.543854609161	1	Rand	Uni	100	10	88	gexf
5243	Rand.Uni.100.10.88.gexf	5	11.543854609161	1	Rand	Uni	100	10	88	gexf
5244	Rand.Uni.100.10.88.gexf	10	11.543854609161	1	Rand	Uni	100	10	88	gexf
5246	Rand.Uni.100.25.88.gexf	2	19.4579479583852	1	Rand	Uni	100	25	88	gexf
5247	Rand.Uni.100.25.88.gexf	3	19.4579479583852	1	Rand	Uni	100	25	88	gexf
5248	Rand.Uni.100.25.88.gexf	5	19.4579479583852	1	Rand	Uni	100	25	88	gexf
5249	Rand.Uni.100.25.88.gexf	10	19.4579479583852	1	Rand	Uni	100	25	88	gexf
5251	Rand.Uni.500.5.88.gexf	2	5.46153609997705	1	Rand	Uni	500	5	88	gexf
5252	Rand.Uni.500.5.88.gexf	3	5.46153609997705	1	Rand	Uni	500	5	88	gexf
5253	Rand.Uni.500.5.88.gexf	5	5.34760050288608	3	Rand	Uni	500	5	88	gexf
5256	Rand.Uni.500.10.88.gexf	2	8.96637259140229	1	Rand	Uni	500	10	88	gexf
5257	Rand.Uni.500.10.88.gexf	3	8.96637259140229	1	Rand	Uni	500	10	88	gexf
5258	Rand.Uni.500.10.88.gexf	5	8.96637259140229	1	Rand	Uni	500	10	88	gexf
5259	Rand.Uni.500.10.88.gexf	10	8.05974450827356	6	Rand	Uni	500	10	88	gexf
5261	Rand.Uni.500.25.88.gexf	2	17.2094901491534	1	Rand	Uni	500	25	88	gexf
5262	Rand.Uni.500.25.88.gexf	3	17.2094901491534	1	Rand	Uni	500	25	88	gexf
5263	Rand.Uni.500.25.88.gexf	5	17.2094901491534	1	Rand	Uni	500	25	88	gexf
5264	Rand.Uni.500.25.88.gexf	10	17.2094901491534	1	Rand	Uni	500	25	88	gexf
5266	Rand.Uni.1000.5.88.gexf	2	3.4545115637716	1	Rand	Uni	1000	5	88	gexf
5267	Rand.Uni.1000.5.88.gexf	3	3.18595729711525	3	Rand	Uni	1000	5	88	gexf
5268	Rand.Uni.1000.5.88.gexf	5	1.48792645196096	5	Rand	Uni	1000	5	88	gexf
5271	Rand.Uni.1000.10.88.gexf	2	9.56012554354902	1	Rand	Uni	1000	10	88	gexf
5272	Rand.Uni.1000.10.88.gexf	3	9.56012554354902	1	Rand	Uni	1000	10	88	gexf
5273	Rand.Uni.1000.10.88.gexf	5	9.56012554354902	1	Rand	Uni	1000	10	88	gexf
5274	Rand.Uni.1000.10.88.gexf	10	9.46448748767252	2	Rand	Uni	1000	10	88	gexf
5276	Rand.Uni.1000.25.88.gexf	2	21.803546316922	1	Rand	Uni	1000	25	88	gexf
5277	Rand.Uni.1000.25.88.gexf	3	21.803546316922	1	Rand	Uni	1000	25	88	gexf
5278	Rand.Uni.1000.25.88.gexf	5	21.803546316922	1	Rand	Uni	1000	25	88	gexf
5279	Rand.Uni.1000.25.88.gexf	10	21.803546316922	1	Rand	Uni	1000	25	88	gexf
5281	Rand.Uni.50.5.89.gexf	2	2.59242115792662	1	Rand	Uni	50	5	89	gexf
5282	Rand.Uni.50.5.89.gexf	3	2.40855567885582	4	Rand	Uni	50	5	89	gexf
5283	Rand.Uni.50.5.89.gexf	5	0.0470058056528706	6	Rand	Uni	50	5	89	gexf
5286	Rand.Uni.50.10.89.gexf	2	9.6919875788268	1	Rand	Uni	50	10	89	gexf
5287	Rand.Uni.50.10.89.gexf	3	9.6919875788268	1	Rand	Uni	50	10	89	gexf
5288	Rand.Uni.50.10.89.gexf	5	9.6919875788268	1	Rand	Uni	50	10	89	gexf
5289	Rand.Uni.50.10.89.gexf	10	9.66260437749211	2	Rand	Uni	50	10	89	gexf
5291	Rand.Uni.50.25.89.gexf	2	16.8858369476069	1	Rand	Uni	50	25	89	gexf
5292	Rand.Uni.50.25.89.gexf	3	16.8858369476069	1	Rand	Uni	50	25	89	gexf
5293	Rand.Uni.50.25.89.gexf	5	16.8858369476069	1	Rand	Uni	50	25	89	gexf
5294	Rand.Uni.50.25.89.gexf	10	16.8858369476069	1	Rand	Uni	50	25	89	gexf
5296	Rand.Uni.100.5.89.gexf	2	3.76096519319696	2	Rand	Uni	100	5	89	gexf
5297	Rand.Uni.100.5.89.gexf	3	3.65357238457275	3	Rand	Uni	100	5	89	gexf
5298	Rand.Uni.100.5.89.gexf	5	1.41240877756511	6	Rand	Uni	100	5	89	gexf
5301	Rand.Uni.100.10.89.gexf	2	6.34375187127424	1	Rand	Uni	100	10	89	gexf
5302	Rand.Uni.100.10.89.gexf	3	6.34375187127424	1	Rand	Uni	100	10	89	gexf
5303	Rand.Uni.100.10.89.gexf	5	6.34375187127424	1	Rand	Uni	100	10	89	gexf
5304	Rand.Uni.100.10.89.gexf	10	3.67331913990901	9	Rand	Uni	100	10	89	gexf
5306	Rand.Uni.100.25.89.gexf	2	22.2141391304572	1	Rand	Uni	100	25	89	gexf
5307	Rand.Uni.100.25.89.gexf	3	22.2141391304572	1	Rand	Uni	100	25	89	gexf
5308	Rand.Uni.100.25.89.gexf	5	22.2141391304572	1	Rand	Uni	100	25	89	gexf
5309	Rand.Uni.100.25.89.gexf	10	22.2141391304572	1	Rand	Uni	100	25	89	gexf
5311	Rand.Uni.500.5.89.gexf	2	1.86614859017385	3	Rand	Uni	500	5	89	gexf
5312	Rand.Uni.500.5.89.gexf	3	0.570959804741555	4	Rand	Uni	500	5	89	gexf
5316	Rand.Uni.500.10.89.gexf	2	5.4937438817032	1	Rand	Uni	500	10	89	gexf
5317	Rand.Uni.500.10.89.gexf	3	5.4937438817032	1	Rand	Uni	500	10	89	gexf
5318	Rand.Uni.500.10.89.gexf	5	5.4937438817032	1	Rand	Uni	500	10	89	gexf
5319	Rand.Uni.500.10.89.gexf	10	1.54570964962132	11	Rand	Uni	500	10	89	gexf
5321	Rand.Uni.500.25.89.gexf	2	23.977673146914	1	Rand	Uni	500	25	89	gexf
5322	Rand.Uni.500.25.89.gexf	3	23.977673146914	1	Rand	Uni	500	25	89	gexf
5323	Rand.Uni.500.25.89.gexf	5	23.977673146914	1	Rand	Uni	500	25	89	gexf
5324	Rand.Uni.500.25.89.gexf	10	23.977673146914	2	Rand	Uni	500	25	89	gexf
5326	Rand.Uni.1000.5.89.gexf	2	2.9475362484572	1	Rand	Uni	1000	5	89	gexf
5327	Rand.Uni.1000.5.89.gexf	3	2.75971192444678	3	Rand	Uni	1000	5	89	gexf
5328	Rand.Uni.1000.5.89.gexf	5	1.06626558038615	6	Rand	Uni	1000	5	89	gexf
5331	Rand.Uni.1000.10.89.gexf	2	11.7959513105951	1	Rand	Uni	1000	10	89	gexf
5332	Rand.Uni.1000.10.89.gexf	3	11.7959513105951	1	Rand	Uni	1000	10	89	gexf
5333	Rand.Uni.1000.10.89.gexf	5	11.7959513105951	1	Rand	Uni	1000	10	89	gexf
5334	Rand.Uni.1000.10.89.gexf	10	11.7959513105951	1	Rand	Uni	1000	10	89	gexf
5336	Rand.Uni.1000.25.89.gexf	2	24.5191277165583	2	Rand	Uni	1000	25	89	gexf
5337	Rand.Uni.1000.25.89.gexf	3	24.5191277165583	1	Rand	Uni	1000	25	89	gexf
5338	Rand.Uni.1000.25.89.gexf	5	24.5191277165583	3	Rand	Uni	1000	25	89	gexf
5339	Rand.Uni.1000.25.89.gexf	10	24.5191277165583	1	Rand	Uni	1000	25	89	gexf
5341	Rand.Uni.50.5.90.gexf	2	3.3864249455907	1	Rand	Uni	50	5	90	gexf
5342	Rand.Uni.50.5.90.gexf	3	3.19327052903081	4	Rand	Uni	50	5	90	gexf
5343	Rand.Uni.50.5.90.gexf	5	0.528647924053426	6	Rand	Uni	50	5	90	gexf
5346	Rand.Uni.50.10.90.gexf	2	10.1265844082175	1	Rand	Uni	50	10	90	gexf
5347	Rand.Uni.50.10.90.gexf	3	10.1265844082175	1	Rand	Uni	50	10	90	gexf
5348	Rand.Uni.50.10.90.gexf	5	10.1265844082175	1	Rand	Uni	50	10	90	gexf
5349	Rand.Uni.50.10.90.gexf	10	9.97774748548492	3	Rand	Uni	50	10	90	gexf
5351	Rand.Uni.50.25.90.gexf	2	16.3632811683159	1	Rand	Uni	50	25	90	gexf
5352	Rand.Uni.50.25.90.gexf	3	16.3632811683159	1	Rand	Uni	50	25	90	gexf
5353	Rand.Uni.50.25.90.gexf	5	16.3632811683159	1	Rand	Uni	50	25	90	gexf
5354	Rand.Uni.50.25.90.gexf	10	16.3632811683159	1	Rand	Uni	50	25	90	gexf
5356	Rand.Uni.100.5.90.gexf	2	6.0502913742732	1	Rand	Uni	100	5	90	gexf
5357	Rand.Uni.100.5.90.gexf	3	6.0502913742732	1	Rand	Uni	100	5	90	gexf
5358	Rand.Uni.100.5.90.gexf	5	6.0502913742732	1	Rand	Uni	100	5	90	gexf
5359	Rand.Uni.100.5.90.gexf	10	1.78497978590978	11	Rand	Uni	100	5	90	gexf
5361	Rand.Uni.100.10.90.gexf	2	9.45202831576114	1	Rand	Uni	100	10	90	gexf
5362	Rand.Uni.100.10.90.gexf	3	9.45202831576114	1	Rand	Uni	100	10	90	gexf
5363	Rand.Uni.100.10.90.gexf	5	9.45202831576114	1	Rand	Uni	100	10	90	gexf
5364	Rand.Uni.100.10.90.gexf	10	9.15027805455927	6	Rand	Uni	100	10	90	gexf
5366	Rand.Uni.100.25.90.gexf	2	19.9942633010411	1	Rand	Uni	100	25	90	gexf
5367	Rand.Uni.100.25.90.gexf	3	19.9942633010411	1	Rand	Uni	100	25	90	gexf
5368	Rand.Uni.100.25.90.gexf	5	19.9942633010411	1	Rand	Uni	100	25	90	gexf
5369	Rand.Uni.100.25.90.gexf	10	19.9942633010411	1	Rand	Uni	100	25	90	gexf
5371	Rand.Uni.500.5.90.gexf	2	3.89056258773039	1	Rand	Uni	500	5	90	gexf
5372	Rand.Uni.500.5.90.gexf	3	3.89056258773039	1	Rand	Uni	500	5	90	gexf
5373	Rand.Uni.500.5.90.gexf	5	3.51997229932959	6	Rand	Uni	500	5	90	gexf
5376	Rand.Uni.500.10.90.gexf	2	9.70154822178225	1	Rand	Uni	500	10	90	gexf
5377	Rand.Uni.500.10.90.gexf	3	9.70154822178225	1	Rand	Uni	500	10	90	gexf
5378	Rand.Uni.500.10.90.gexf	5	9.70154822178225	1	Rand	Uni	500	10	90	gexf
5379	Rand.Uni.500.10.90.gexf	10	9.14077637919307	7	Rand	Uni	500	10	90	gexf
5381	Rand.Uni.500.25.90.gexf	2	21.1162644451108	1	Rand	Uni	500	25	90	gexf
5382	Rand.Uni.500.25.90.gexf	3	21.1162644451108	1	Rand	Uni	500	25	90	gexf
5383	Rand.Uni.500.25.90.gexf	5	21.1162644451108	1	Rand	Uni	500	25	90	gexf
5384	Rand.Uni.500.25.90.gexf	10	21.1162644451108	1	Rand	Uni	500	25	90	gexf
5386	Rand.Uni.1000.5.90.gexf	2	4.60412541551308	1	Rand	Uni	1000	5	90	gexf
5387	Rand.Uni.1000.5.90.gexf	3	4.60412541551308	1	Rand	Uni	1000	5	90	gexf
5388	Rand.Uni.1000.5.90.gexf	5	4.036487736707	3	Rand	Uni	1000	5	90	gexf
5391	Rand.Uni.1000.10.90.gexf	2	8.45222250981677	1	Rand	Uni	1000	10	90	gexf
5392	Rand.Uni.1000.10.90.gexf	3	8.45222250981677	1	Rand	Uni	1000	10	90	gexf
5393	Rand.Uni.1000.10.90.gexf	5	8.45222250981677	1	Rand	Uni	1000	10	90	gexf
5394	Rand.Uni.1000.10.90.gexf	10	8.34541089264561	4	Rand	Uni	1000	10	90	gexf
5396	Rand.Uni.1000.25.90.gexf	2	29.2200380642391	1	Rand	Uni	1000	25	90	gexf
5397	Rand.Uni.1000.25.90.gexf	3	29.2200380642391	1	Rand	Uni	1000	25	90	gexf
5398	Rand.Uni.1000.25.90.gexf	5	29.2200380642391	1	Rand	Uni	1000	25	90	gexf
5399	Rand.Uni.1000.25.90.gexf	10	29.2200380642391	1	Rand	Uni	1000	25	90	gexf
5400	Rand.Uni.1000.25.90.gexf	50	13.8765089443863	45	Rand	Uni	1000	25	90	gexf
5401	Rand.Uni.50.5.91.gexf	2	3.17387608896055	1	Rand	Uni	50	5	91	gexf
5402	Rand.Uni.50.5.91.gexf	3	2.96702793954137	3	Rand	Uni	50	5	91	gexf
5403	Rand.Uni.50.5.91.gexf	5	1.08095285729144	6	Rand	Uni	50	5	91	gexf
5406	Rand.Uni.50.10.91.gexf	2	9.40125988016245	1	Rand	Uni	50	10	91	gexf
5407	Rand.Uni.50.10.91.gexf	3	9.40125988016245	1	Rand	Uni	50	10	91	gexf
5408	Rand.Uni.50.10.91.gexf	5	9.40125988016245	1	Rand	Uni	50	10	91	gexf
5409	Rand.Uni.50.10.91.gexf	10	9.36667905354335	2	Rand	Uni	50	10	91	gexf
5411	Rand.Uni.50.25.91.gexf	2	16.6286262400063	1	Rand	Uni	50	25	91	gexf
5412	Rand.Uni.50.25.91.gexf	3	16.6286262400063	1	Rand	Uni	50	25	91	gexf
5413	Rand.Uni.50.25.91.gexf	5	16.6286262400063	1	Rand	Uni	50	25	91	gexf
5414	Rand.Uni.50.25.91.gexf	10	16.6286262400063	1	Rand	Uni	50	25	91	gexf
5416	Rand.Uni.100.5.91.gexf	2	5.43757381542088	1	Rand	Uni	100	5	91	gexf
5417	Rand.Uni.100.5.91.gexf	3	5.43757381542088	1	Rand	Uni	100	5	91	gexf
5418	Rand.Uni.100.5.91.gexf	5	5.43757381542088	1	Rand	Uni	100	5	91	gexf
5419	Rand.Uni.100.5.91.gexf	10	3.90127501065501	9	Rand	Uni	100	5	91	gexf
5421	Rand.Uni.100.10.91.gexf	2	10.0430343302947	1	Rand	Uni	100	10	91	gexf
5422	Rand.Uni.100.10.91.gexf	3	10.0430343302947	1	Rand	Uni	100	10	91	gexf
5423	Rand.Uni.100.10.91.gexf	5	10.0430343302947	1	Rand	Uni	100	10	91	gexf
5424	Rand.Uni.100.10.91.gexf	10	9.94701526395463	3	Rand	Uni	100	10	91	gexf
5426	Rand.Uni.100.25.91.gexf	2	17.7659103666146	1	Rand	Uni	100	25	91	gexf
5427	Rand.Uni.100.25.91.gexf	3	17.7659103666146	1	Rand	Uni	100	25	91	gexf
5428	Rand.Uni.100.25.91.gexf	5	17.7659103666146	1	Rand	Uni	100	25	91	gexf
5429	Rand.Uni.100.25.91.gexf	10	17.7659103666146	1	Rand	Uni	100	25	91	gexf
5431	Rand.Uni.500.5.91.gexf	2	5.32536245019742	1	Rand	Uni	500	5	91	gexf
5432	Rand.Uni.500.5.91.gexf	3	5.32536245019742	1	Rand	Uni	500	5	91	gexf
5433	Rand.Uni.500.5.91.gexf	5	5.23944154464334	3	Rand	Uni	500	5	91	gexf
5436	Rand.Uni.500.10.91.gexf	2	11.8874536090242	1	Rand	Uni	500	10	91	gexf
5437	Rand.Uni.500.10.91.gexf	3	11.8874536090242	1	Rand	Uni	500	10	91	gexf
5438	Rand.Uni.500.10.91.gexf	5	11.8874536090242	1	Rand	Uni	500	10	91	gexf
5439	Rand.Uni.500.10.91.gexf	10	11.8874536090242	1	Rand	Uni	500	10	91	gexf
5441	Rand.Uni.500.25.91.gexf	2	24.9836405378251	2	Rand	Uni	500	25	91	gexf
5442	Rand.Uni.500.25.91.gexf	3	24.9836405378251	1	Rand	Uni	500	25	91	gexf
5443	Rand.Uni.500.25.91.gexf	5	24.9836405378251	3	Rand	Uni	500	25	91	gexf
5444	Rand.Uni.500.25.91.gexf	10	24.9836405378251	1	Rand	Uni	500	25	91	gexf
5446	Rand.Uni.1000.5.91.gexf	2	5.02653237357385	1	Rand	Uni	1000	5	91	gexf
5447	Rand.Uni.1000.5.91.gexf	3	5.02653237357385	1	Rand	Uni	1000	5	91	gexf
