construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
138	cut	cap	first	Rand.Uni.50.5.10.gexf	50	250	5	3	[10, 10, 10, 10]	6.58735189391711	3.08344121297806	3.083441212978064	inf	1535	0	0	0	0	[6.587351893917109, 3.083441212978064]	Rand	Uni	50	5	10	gexf
141	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	2	1	[18, 18, 18, 18]	9.59266561397791	7.64246121948715	7.642461219487153	inf	666	0	0	0	0	[9.59266561397791, 7.642461219487153]	Rand	Uni	50	10	10	gexf
142	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	3	2	[18, 18, 18, 18]	9.59266561397791	6.77673338022847	6.776733380228469	inf	1714	0	0	0	0	[9.59266561397791, 6.776733380228469]	Rand	Uni	50	10	10	gexf
143	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	5	3	[18, 18, 18, 18]	9.59266561397791	5.09895146279357	5.09895146279357	inf	685	0	0	0	0	[9.59266561397791, 5.09895146279357]	Rand	Uni	50	10	10	gexf
144	cut	cap	first	Rand.Uni.50.10.10.gexf	50	500	10	4	[18, 18, 18, 18]	9.59266561397791	2.34122387503983	2.341223875039829	inf	1274	0	0	0	0	[9.59266561397791, 2.341223875039829]	Rand	Uni	50	10	10	gexf
146	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	2	1	[34, 34, 34, 34]	15.4429522248015	13.454285836186	13.454285836186031	inf	259	0	0	0	0	[15.442952224801527, 13.454285836186031]	Rand	Uni	50	25	10	gexf
147	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	3	2	[34, 34, 34, 34]	15.4429522248015	12.4812721017541	12.481272101754081	inf	310	0	0	0	0	[15.442952224801527, 12.481272101754081]	Rand	Uni	50	25	10	gexf
148	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	5	3	[34, 34, 34, 34]	15.4429522248015	10.5472020338595	10.547202033859477	inf	887	0	0	0	0	[15.442952224801527, 10.547202033859477]	Rand	Uni	50	25	10	gexf
149	cut	cap	first	Rand.Uni.50.25.10.gexf	50	1250	10	4	[34, 34, 34, 34]	15.4429522248015	6.46613889091943	6.466138890919426	inf	331	0	0	0	0	[15.442952224801527, 6.466138890919426]	Rand	Uni	50	25	10	gexf
151	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	2	1	[9, 9, 9, 9]	5.21393015981015	3.29714627901766	3.2971462790176593	inf	1313	0	0	0	0	[5.2139301598101495, 3.2971462790176593]	Rand	Uni	50	5	11	gexf
152	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	3	2	[9, 9, 9, 9]	5.21393015981015	2.47116417071644	2.4711641707164436	inf	1160	0	0	0	0	[5.2139301598101495, 2.4711641707164436]	Rand	Uni	50	5	11	gexf
153	cut	cap	first	Rand.Uni.50.5.11.gexf	50	250	5	3	[9, 9, 9, 9]	5.21393015981015	1.21259709850603	1.2125970985060317	inf	1245	0	0	0	0	[5.2139301598101495, 1.2125970985060317]	Rand	Uni	50	5	11	gexf
156	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	2	1	[17, 17, 17, 17]	8.91033252615066	7.07552602936505	7.075526029365051	inf	365	0	0	0	0	[8.910332526150665, 7.075526029365051]	Rand	Uni	50	10	11	gexf
157	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	3	2	[17, 17, 17, 17]	8.91033252615066	6.25990774913974	6.259907749139735	inf	908	0	0	0	0	[8.910332526150665, 6.259907749139735]	Rand	Uni	50	10	11	gexf
158	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	5	3	[17, 17, 17, 17]	8.91033252615066	4.72708274942571	4.727082749425709	inf	718	0	0	0	0	[8.910332526150665, 4.727082749425709]	Rand	Uni	50	10	11	gexf
159	cut	cap	first	Rand.Uni.50.10.11.gexf	50	500	10	4	[17, 17, 17, 17]	8.91033252615066	1.55162101758094	1.5516210175809393	inf	2265	0	0	0	0	[8.910332526150665, 1.5516210175809393]	Rand	Uni	50	10	11	gexf
161	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	2	1	[34, 34, 34, 34]	15.9632357686729	14.0549745967296	14.054974596729648	inf	258	0	0	0	0	[15.963235768672936, 14.054974596729648]	Rand	Uni	50	25	11	gexf
162	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	3	2	[34, 34, 34, 34]	15.9632357686729	13.1357578903078	13.13575789030779	inf	192	0	0	0	0	[15.963235768672936, 13.13575789030779]	Rand	Uni	50	25	11	gexf
163	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	5	3	[34, 34, 34, 34]	15.9632357686729	11.5552750703936	11.555275070393641	inf	894	0	0	0	0	[15.963235768672936, 11.555275070393641]	Rand	Uni	50	25	11	gexf
164	cut	cap	first	Rand.Uni.50.25.11.gexf	50	1250	10	4	[34, 34, 34, 34]	15.9632357686729	7.91914129014515	7.919141290145148	inf	266	0	0	0	0	[15.963235768672936, 7.919141290145148]	Rand	Uni	50	25	11	gexf
166	cut	cap	first	Rand.Uni.50.5.12.gexf	50	250	2	1	[5, 5, 5, 5]	1.5311807235573	0.509319378805011	0.5093193788050105	inf	4012	0	0	0	0	[1.5311807235572998, 0.5093193788050105]	Rand	Uni	50	5	12	gexf
167	cut	cap	first	Rand.Uni.50.5.12.gexf	50	250	3	2	[5, 5, 5, 5]	1.5311807235573	0.20658545541573	0.2065854554157297	inf	4136	0	0	0	0	[1.5311807235572998, 0.2065854554157297]	Rand	Uni	50	5	12	gexf
171	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	2	1	[15, 15, 15, 15]	9.47270717945983	7.67809665848869	7.678096658488689	inf	566	0	0	0	0	[9.472707179459828, 7.678096658488689]	Rand	Uni	50	10	12	gexf
172	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	3	2	[15, 15, 15, 15]	9.47270717945983	6.79093939905423	6.790939399054227	inf	1204	0	0	0	0	[9.472707179459828, 6.790939399054227]	Rand	Uni	50	10	12	gexf
173	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	5	3	[15, 15, 15, 15]	9.47270717945983	5.07997327465416	5.0799732746541615	inf	1257	0	0	0	0	[9.472707179459828, 5.0799732746541615]	Rand	Uni	50	10	12	gexf
174	cut	cap	first	Rand.Uni.50.10.12.gexf	50	500	10	4	[15, 15, 15, 15]	9.47270717945983	2.0254717517993	2.0254717517993033	inf	2354	0	0	0	0	[9.472707179459828, 2.0254717517993033]	Rand	Uni	50	10	12	gexf
176	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	2	1	[38, 38, 38, 38]	18.5453016525742	16.6223845939275	16.622384593927475	inf	392	0	0	0	0	[18.54530165257423, 16.622384593927475]	Rand	Uni	50	25	12	gexf
177	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	3	2	[38, 38, 38, 38]	18.5453016525742	15.7121724197572	15.712172419757223	inf	314	0	0	0	0	[18.54530165257423, 15.712172419757223]	Rand	Uni	50	25	12	gexf
178	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	5	3	[38, 38, 38, 38]	18.5453016525742	13.9344900331753	13.934490033175255	inf	315	0	0	0	0	[18.54530165257423, 13.934490033175255]	Rand	Uni	50	25	12	gexf
179	cut	cap	first	Rand.Uni.50.25.12.gexf	50	1250	10	4	[38, 38, 38, 38]	18.5453016525742	10.1555034537875	10.155503453787482	inf	906	0	0	0	0	[18.54530165257423, 10.155503453787482]	Rand	Uni	50	25	12	gexf
181	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	2	1	[10, 10, 10, 10]	4.80230614805752	3.02603174556659	3.026031745566595	inf	1173	0	0	0	0	[4.802306148057515, 3.026031745566595]	Rand	Uni	50	5	13	gexf
182	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	3	2	[10, 10, 10, 10]	4.80230614805752	2.19614802329655	2.1961480232965496	inf	1269	0	0	0	0	[4.802306148057515, 2.1961480232965496]	Rand	Uni	50	5	13	gexf
183	cut	cap	first	Rand.Uni.50.5.13.gexf	50	250	5	3	[10, 10, 10, 10]	4.80230614805752	1.02265454370913	1.0226545437091308	inf	1829	0	0	0	0	[4.802306148057515, 1.0226545437091308]	Rand	Uni	50	5	13	gexf
186	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	2	1	[19, 19, 19, 19]	8.87304868119463	7.23790854824169	7.2379085482416885	inf	423	0	0	0	0	[8.873048681194632, 7.2379085482416885]	Rand	Uni	50	10	13	gexf
187	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	3	2	[19, 19, 19, 19]	8.87304868119463	6.55962835073957	6.559628350739573	inf	675	0	0	0	0	[8.873048681194632, 6.559628350739573]	Rand	Uni	50	10	13	gexf
188	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	5	3	[19, 19, 19, 19]	8.87304868119463	5.2547649342414	5.254764934241404	inf	719	0	0	0	0	[8.873048681194632, 5.254764934241404]	Rand	Uni	50	10	13	gexf
189	cut	cap	first	Rand.Uni.50.10.13.gexf	50	500	10	4	[19, 19, 19, 19]	8.87304868119463	2.66964953594823	2.669649535948235	inf	1319	0	0	0	0	[8.873048681194632, 2.669649535948235]	Rand	Uni	50	10	13	gexf
191	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	2	1	[43, 43, 43, 43]	22.8347430344592	20.854142950734	20.854142950734047	inf	379	0	0	0	0	[22.8347430344592, 20.854142950734047]	Rand	Uni	50	25	13	gexf
192	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	3	2	[43, 43, 43, 43]	22.8347430344592	19.8994177600572	19.899417760057172	inf	378	0	0	0	0	[22.8347430344592, 19.899417760057172]	Rand	Uni	50	25	13	gexf
193	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	5	3	[43, 43, 43, 43]	22.8347430344592	18.0853092909712	18.085309290971217	inf	852	0	0	0	0	[22.8347430344592, 18.085309290971217]	Rand	Uni	50	25	13	gexf
194	cut	cap	first	Rand.Uni.50.25.13.gexf	50	1250	10	4	[43, 43, 43, 43]	22.8347430344592	13.8761758204929	13.876175820492945	inf	896	0	0	0	0	[22.8347430344592, 13.876175820492945]	Rand	Uni	50	25	13	gexf
196	cut	cap	first	Rand.Uni.50.5.14.gexf	50	250	2	1	[4, 4, 4, 4]	1.79410049809239	0.799871155390518	0.7998711553905177	inf	1637	0	0	0	0	[1.794100498092392, 0.7998711553905177]	Rand	Uni	50	5	14	gexf
197	cut	cap	first	Rand.Uni.50.5.14.gexf	50	250	3	2	[4, 4, 4, 4]	1.79410049809239	0.343399794775495	0.34339979477549454	inf	1387	0	0	0	0	[1.794100498092392, 0.34339979477549454]	Rand	Uni	50	5	14	gexf
201	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	2	1	[17, 17, 17, 17]	8.36513236655243	6.60273378622205	6.6027337862220525	inf	790	0	0	0	0	[8.365132366552432, 6.6027337862220525]	Rand	Uni	50	10	14	gexf
202	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	3	2	[17, 17, 17, 17]	8.36513236655243	5.80451417964189	5.804514179641894	inf	839	0	0	0	0	[8.365132366552432, 5.804514179641894]	Rand	Uni	50	10	14	gexf
203	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	5	3	[17, 17, 17, 17]	8.36513236655243	4.26221049781309	4.2622104978130855	inf	1812	0	0	0	0	[8.365132366552432, 4.2622104978130855]	Rand	Uni	50	10	14	gexf
204	cut	cap	first	Rand.Uni.50.10.14.gexf	50	500	10	4	[17, 17, 17, 17]	8.36513236655243	1.54955121887298	1.5495512188729754	inf	2255	0	0	0	0	[8.365132366552432, 1.5495512188729754]	Rand	Uni	50	10	14	gexf
206	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	2	1	[35, 35, 35, 35]	19.0498409282041	17.0799015454512	17.079901545451175	inf	134	0	0	0	0	[19.04984092820409, 17.079901545451175]	Rand	Uni	50	25	14	gexf
207	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	3	2	[35, 35, 35, 35]	19.0498409282041	16.1264595639886	16.126459563988597	inf	215	0	0	0	0	[19.04984092820409, 16.126459563988597]	Rand	Uni	50	25	14	gexf
208	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	5	3	[35, 35, 35, 35]	19.0498409282041	14.2956701261058	14.295670126105838	inf	310	0	0	0	0	[19.04984092820409, 14.295670126105838]	Rand	Uni	50	25	14	gexf
209	cut	cap	first	Rand.Uni.50.25.14.gexf	50	1250	10	4	[35, 35, 35, 35]	19.0498409282041	10.0135301296287	10.013530129628734	inf	554	0	0	0	0	[19.04984092820409, 10.013530129628734]	Rand	Uni	50	25	14	gexf
211	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	2	1	[9, 9, 9, 9]	5.49342900743205	3.72679050610583	3.726790506105829	inf	1119	0	0	0	0	[5.493429007432051, 3.726790506105829]	Rand	Uni	50	5	15	gexf
212	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	3	2	[9, 9, 9, 9]	5.49342900743205	2.95501148277455	2.9550114827745455	inf	1211	0	0	0	0	[5.493429007432051, 2.9550114827745455]	Rand	Uni	50	5	15	gexf
213	cut	cap	first	Rand.Uni.50.5.15.gexf	50	250	5	3	[9, 9, 9, 9]	5.49342900743205	1.52862882768468	1.5286288276846816	inf	3345	0	0	0	0	[5.493429007432051, 1.5286288276846816]	Rand	Uni	50	5	15	gexf
216	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	2	1	[15, 15, 15, 15]	7.93133122043087	6.02048087454072	6.020480874540721	inf	492	0	0	0	0	[7.931331220430868, 6.020480874540721]	Rand	Uni	50	10	15	gexf
217	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	3	2	[15, 15, 15, 15]	7.93133122043087	5.1782315465825	5.178231546582496	inf	442	0	0	0	0	[7.931331220430868, 5.178231546582496]	Rand	Uni	50	10	15	gexf
218	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	5	3	[15, 15, 15, 15]	7.93133122043087	3.73167428173742	3.7316742817374218	inf	2064	0	0	0	0	[7.931331220430868, 3.7316742817374218]	Rand	Uni	50	10	15	gexf
219	cut	cap	first	Rand.Uni.50.10.15.gexf	50	500	10	4	[15, 15, 15, 15]	7.93133122043087	1.10333643251885	1.1033364325188486	inf	2218	0	0	0	0	[7.931331220430868, 1.1033364325188486]	Rand	Uni	50	10	15	gexf
221	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	2	1	[33, 33, 33, 33]	18.6337730678895	16.642041761199	16.642041761198996	inf	217	0	0	0	0	[18.63377306788951, 16.642041761198996]	Rand	Uni	50	25	15	gexf
222	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	3	2	[33, 33, 33, 33]	18.6337730678895	15.6789830475696	15.678983047569574	inf	304	0	0	0	0	[18.63377306788951, 15.678983047569574]	Rand	Uni	50	25	15	gexf
223	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	5	3	[33, 33, 33, 33]	18.6337730678895	13.7827214333717	13.782721433371693	inf	322	0	0	0	0	[18.63377306788951, 13.782721433371693]	Rand	Uni	50	25	15	gexf
224	cut	cap	first	Rand.Uni.50.25.15.gexf	50	1250	10	4	[33, 33, 33, 33]	18.6337730678895	9.47212030917187	9.47212030917187	inf	319	0	0	0	0	[18.63377306788951, 9.47212030917187]	Rand	Uni	50	25	15	gexf
226	cut	cap	first	Rand.Uni.50.5.16.gexf	50	250	2	1	[5, 5, 5, 5]	3.35397719392499	1.47979802442085	1.4797980244208468	inf	1531	0	0	0	0	[3.353977193924986, 1.4797980244208468]	Rand	Uni	50	5	16	gexf
227	cut	cap	first	Rand.Uni.50.5.16.gexf	50	250	3	2	[5, 5, 5, 5]	3.35397719392499	0.584099617735716	0.5840996177357162	inf	1320	0	0	0	0	[3.353977193924986, 0.5840996177357162]	Rand	Uni	50	5	16	gexf
231	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	2	1	[14, 14, 14, 14]	6.90109724749527	5.05428330925245	5.0542833092524475	inf	1099	0	0	0	0	[6.901097247495267, 5.0542833092524475]	Rand	Uni	50	10	16	gexf
232	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	3	2	[14, 14, 14, 14]	6.90109724749527	4.21797051597513	4.217970515975129	inf	886	0	0	0	0	[6.901097247495267, 4.217970515975129]	Rand	Uni	50	10	16	gexf
233	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	5	3	[14, 14, 14, 14]	6.90109724749527	2.7343527061014	2.734352706101399	inf	1328	0	0	0	0	[6.901097247495267, 2.734352706101399]	Rand	Uni	50	10	16	gexf
234	cut	cap	first	Rand.Uni.50.10.16.gexf	50	500	10	4	[14, 14, 14, 14]	6.90109724749527	0.947853211921572	0.9478532119215722	inf	1399	0	0	0	0	[6.901097247495267, 0.9478532119215722]	Rand	Uni	50	10	16	gexf
236	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	2	1	[33, 33, 33, 33]	13.7741686305561	11.8205688373925	11.820568837392509	inf	259	0	0	0	0	[13.774168630556122, 11.820568837392509]	Rand	Uni	50	25	16	gexf
237	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	3	2	[33, 33, 33, 33]	13.7741686305561	10.8667257213615	10.866725721361485	inf	318	0	0	0	0	[13.774168630556122, 10.866725721361485]	Rand	Uni	50	25	16	gexf
238	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	5	3	[33, 33, 33, 33]	13.7741686305561	9.33192741762699	9.331927417626991	inf	404	0	0	0	0	[13.774168630556122, 9.331927417626991]	Rand	Uni	50	25	16	gexf
239	cut	cap	first	Rand.Uni.50.25.16.gexf	50	1250	10	4	[33, 33, 33, 33]	13.7741686305561	6.23111732253593	6.231117322535925	inf	412	0	0	0	0	[13.774168630556122, 6.231117322535925]	Rand	Uni	50	25	16	gexf
241	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	2	1	[8, 8, 8, 8]	3.7519915650595	2.34389905038147	2.3438990503814674	inf	1214	0	0	0	0	[3.7519915650595026, 2.3438990503814674]	Rand	Uni	50	5	17	gexf
242	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	3	2	[8, 8, 8, 8]	3.7519915650595	1.74305980520175	1.7430598052017463	inf	1926	0	0	0	0	[3.7519915650595026, 1.7430598052017463]	Rand	Uni	50	5	17	gexf
243	cut	cap	first	Rand.Uni.50.5.17.gexf	50	250	5	3	[8, 8, 8, 8]	3.7519915650595	0.621700894248525	0.6217008942485249	inf	2280	0	0	0	0	[3.7519915650595026, 0.6217008942485249]	Rand	Uni	50	5	17	gexf
246	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	2	1	[17, 17, 17, 17]	9.86863018919212	7.93086870325293	7.93086870325293	inf	409	0	0	0	0	[9.86863018919212, 7.93086870325293]	Rand	Uni	50	10	17	gexf
247	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	3	2	[17, 17, 17, 17]	9.86863018919212	7.05537384366474	7.055373843664744	inf	843	0	0	0	0	[9.86863018919212, 7.055373843664744]	Rand	Uni	50	10	17	gexf
248	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	5	3	[17, 17, 17, 17]	9.86863018919212	5.35573111593553	5.355731115935533	inf	1226	0	0	0	0	[9.86863018919212, 5.355731115935533]	Rand	Uni	50	10	17	gexf
249	cut	cap	first	Rand.Uni.50.10.17.gexf	50	500	10	4	[17, 17, 17, 17]	9.86863018919212	1.90005272620198	1.9000527262019755	inf	2056	0	0	0	0	[9.86863018919212, 1.9000527262019755]	Rand	Uni	50	10	17	gexf
251	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	2	1	[37, 37, 37, 37]	18.8971704427791	16.9143191489319	16.9143191489319	inf	306	0	0	0	0	[18.89717044277912, 16.9143191489319]	Rand	Uni	50	25	17	gexf
252	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	3	2	[37, 37, 37, 37]	18.8971704427791	15.9355645539639	15.935564553963873	inf	218	0	0	0	0	[18.89717044277912, 15.935564553963873]	Rand	Uni	50	25	17	gexf
253	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	5	3	[37, 37, 37, 37]	18.8971704427791	14.0313930482522	14.031393048252179	inf	222	0	0	0	0	[18.89717044277912, 14.031393048252179]	Rand	Uni	50	25	17	gexf
254	cut	cap	first	Rand.Uni.50.25.17.gexf	50	1250	10	4	[37, 37, 37, 37]	18.8971704427791	10.0902896900809	10.090289690080896	inf	572	0	0	0	0	[18.89717044277912, 10.090289690080896]	Rand	Uni	50	25	17	gexf
256	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	2	1	[9, 9, 9, 9]	3.57110935455277	2.17252141122549	2.172521411225488	inf	1598	0	0	0	0	[3.5711093545527746, 2.172521411225488]	Rand	Uni	50	5	18	gexf
257	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	3	2	[9, 9, 9, 9]	3.57110935455277	1.61103637619832	1.6110363761983217	inf	3543	0	0	0	0	[3.5711093545527746, 1.6110363761983217]	Rand	Uni	50	5	18	gexf
258	cut	cap	first	Rand.Uni.50.5.18.gexf	50	250	5	3	[9, 9, 9, 9]	3.57110935455277	0.715371467386485	0.7153714673864854	inf	4048	0	0	0	0	[3.5711093545527746, 0.7153714673864854]	Rand	Uni	50	5	18	gexf
261	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	2	1	[14, 14, 14, 14]	6.70355668123937	5.10938897974508	5.109388979745075	inf	927	0	0	0	0	[6.703556681239372, 5.109388979745075]	Rand	Uni	50	10	18	gexf
262	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	3	2	[14, 14, 14, 14]	6.70355668123937	4.34186409112932	4.341864091129318	inf	1295	0	0	0	0	[6.703556681239372, 4.341864091129318]	Rand	Uni	50	10	18	gexf
263	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	5	3	[14, 14, 14, 14]	6.70355668123937	3.04289781269903	3.0428978126990325	inf	1338	0	0	0	0	[6.703556681239372, 3.0428978126990325]	Rand	Uni	50	10	18	gexf
264	cut	cap	first	Rand.Uni.50.10.18.gexf	50	500	10	4	[14, 14, 14, 14]	6.70355668123937	0.772634106029381	0.7726341060293808	inf	2332	0	0	0	0	[6.703556681239372, 0.7726341060293808]	Rand	Uni	50	10	18	gexf
266	cut	cap	first	Rand.Uni.50.25.18.gexf	50	1250	2	1	[38, 38, 38, 38]	19.6171063400221	17.7888189963888	17.788818996388837	inf	382	0	0	0	0	[19.617106340022055, 17.788818996388837]	Rand	Uni	50	25	18	gexf
267	cut	cap	first	Rand.Uni.50.25.18.gexf	50	1250	3	2	[38, 38, 38, 38]	19.6171063400221	16.9210020303086	16.921002030308596	inf	190	0	0	0	0	[19.617106340022055, 16.921002030308596]	Rand	Uni	50	25	18	gexf
268	cut	cap	first	Rand.Uni.50.25.18.gexf	50	1250	5	3	[38, 38, 38, 38]	19.6171063400221	15.222558774781	15.222558774781021	inf	548	0	0	0	0	[19.617106340022055, 15.222558774781021]	Rand	Uni	50	25	18	gexf
269	cut	cap	first	Rand.Uni.50.25.18.gexf	50	1250	10	4	[38, 38, 38, 38]	19.6171063400221	11.3903607707278	11.390360770727764	inf	411	0	0	0	0	[19.617106340022055, 11.390360770727764]	Rand	Uni	50	25	18	gexf
271	cut	cap	first	Rand.Uni.50.5.19.gexf	50	250	2	1	[11, 11, 11, 11]	5.35719466200651	3.60355259584303	3.603552595843034	inf	808	0	0	0	0	[5.357194662006513, 3.603552595843034]	Rand	Uni	50	5	19	gexf
272	cut	cap	first	Rand.Uni.50.5.19.gexf	50	250	3	2	[11, 11, 11, 11]	5.35719466200651	2.88273309675085	2.882733096750851	inf	1284	0	0	0	0	[5.357194662006513, 2.882733096750851]	Rand	Uni	50	5	19	gexf
273	cut	cap	first	Rand.Uni.50.5.19.gexf	50	250	5	3	[11, 11, 11, 11]	5.35719466200651	1.72703704889	1.727037048890004	inf	2164	0	0	0	0	[5.357194662006513, 1.727037048890004]	Rand	Uni	50	5	19	gexf
274	cut	cap	first	Rand.Uni.50.5.19.gexf	50	250	10	4	[11, 11, 11, 11]	5.35719466200651	0.0580386471798231	0.07257731630317221	0.0580386471798231	4170	1	0	0	0	[5.357194662006513, 0.07257731630317221, 0.0580386471798231]	Rand	Uni	50	5	19	gexf
276	cut	cap	first	Rand.Uni.50.10.19.gexf	50	500	2	1	[18, 18, 18, 18]	9.32550493386115	7.48482059297152	7.484820592971522	inf	845	0	0	0	0	[9.325504933861149, 7.484820592971522]	Rand	Uni	50	10	19	gexf
277	cut	cap	first	Rand.Uni.50.10.19.gexf	50	500	3	2	[18, 18, 18, 18]	9.32550493386115	6.57422341341379	6.57422341341379	inf	592	0	0	0	0	[9.325504933861149, 6.57422341341379]	Rand	Uni	50	10	19	gexf
278	cut	cap	first	Rand.Uni.50.10.19.gexf	50	500	5	3	[18, 18, 18, 18]	9.32550493386115	4.94361377749924	4.9436137774992375	inf	1229	0	0	0	0	[9.325504933861149, 4.9436137774992375]	Rand	Uni	50	10	19	gexf
279	cut	cap	first	Rand.Uni.50.10.19.gexf	50	500	10	4	[18, 18, 18, 18]	9.32550493386115	1.65142568451439	1.6514256845143853	inf	986	0	0	0	0	[9.325504933861149, 1.6514256845143853]	Rand	Uni	50	10	19	gexf
281	cut	cap	first	Rand.Uni.50.25.19.gexf	50	1250	2	1	[37, 37, 37, 37]	16.9402614057628	15.0612791807423	15.061279180742275	inf	535	0	0	0	0	[16.9402614057628, 15.061279180742275]	Rand	Uni	50	25	19	gexf
282	cut	cap	first	Rand.Uni.50.25.19.gexf	50	1250	3	2	[37, 37, 37, 37]	16.9402614057628	14.1530007548903	14.15300075489025	inf	395	0	0	0	0	[16.9402614057628, 14.15300075489025]	Rand	Uni	50	25	19	gexf
283	cut	cap	first	Rand.Uni.50.25.19.gexf	50	1250	5	3	[37, 37, 37, 37]	16.9402614057628	12.4902840711923	12.49028407119231	inf	221	0	0	0	0	[16.9402614057628, 12.49028407119231]	Rand	Uni	50	25	19	gexf
284	cut	cap	first	Rand.Uni.50.25.19.gexf	50	1250	10	4	[37, 37, 37, 37]	16.9402614057628	9.07157791701903	9.071577917019031	inf	862	0	0	0	0	[16.9402614057628, 9.071577917019031]	Rand	Uni	50	25	19	gexf
286	cut	cap	first	Rand.Uni.50.5.20.gexf	50	250	2	1	[11, 11, 11, 11]	4.21518793837176	2.57230203803422	2.572302038034219	inf	1214	0	0	0	0	[4.215187938371762, 2.572302038034219]	Rand	Uni	50	5	20	gexf
287	cut	cap	first	Rand.Uni.50.5.20.gexf	50	250	3	2	[11, 11, 11, 11]	4.21518793837176	1.94622482961544	1.9462248296154363	inf	2148	0	0	0	0	[4.215187938371762, 1.9462248296154363]	Rand	Uni	50	5	20	gexf
288	cut	cap	first	Rand.Uni.50.5.20.gexf	50	250	5	3	[11, 11, 11, 11]	4.21518793837176	0.891570109056455	0.8915701090564548	inf	2233	0	0	0	0	[4.215187938371762, 0.8915701090564548]	Rand	Uni	50	5	20	gexf
289	cut	cap	first	Rand.Uni.50.5.20.gexf	50	250	10	4	[11, 11, 11, 11]	4.21518793837176	0.151364508161384	0.15136450816138447	inf	4031	0	0	0	0	[4.215187938371762, 0.15136450816138447]	Rand	Uni	50	5	20	gexf
291	cut	cap	first	Rand.Uni.50.10.20.gexf	50	500	2	1	[13, 13, 13, 13]	4.60097233084527	3.07922142009675	3.079221420096749	inf	756	0	0	0	0	[4.60097233084527, 3.079221420096749]	Rand	Uni	50	10	20	gexf
