construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
4992	cut	cap	first	Rand.Uni.1000.25.33.gexf	1000	25000	3	2	[46, 46, 46, 46]	22.0877103884	19.2753414100497	19.27534141004971	inf	10	0	0	0	0	[22.087710388399955, 19.27534141004971]	Rand	Uni	1000	25	33	gexf
4993	cut	cap	first	Rand.Uni.1000.25.33.gexf	1000	25000	5	3	[46, 46, 46, 46]	22.0877103884	17.4480515136519	17.448051513651908	inf	7	0	0	0	0	[22.087710388399955, 17.448051513651908]	Rand	Uni	1000	25	33	gexf
4994	cut	cap	first	Rand.Uni.1000.25.33.gexf	1000	25000	10	4	[46, 46, 46, 46]	22.0877103884	13.3201185786883	13.320118578688263	inf	14	0	0	0	0	[22.087710388399955, 13.320118578688263]	Rand	Uni	1000	25	33	gexf
4996	cut	cap	first	Rand.Uni.1000.5.34.gexf	1000	5000	2	1	[11, 11, 11, 11]	5.57982402012363	3.78178193831536	3.781781938315358	inf	29	0	0	0	0	[5.579824020123633, 3.781781938315358]	Rand	Uni	1000	5	34	gexf
4997	cut	cap	first	Rand.Uni.1000.5.34.gexf	1000	5000	3	2	[11, 11, 11, 11]	5.57982402012363	2.92254278883007	2.9225427888300697	inf	49	0	0	0	0	[5.579824020123633, 2.9225427888300697]	Rand	Uni	1000	5	34	gexf
4998	cut	cap	first	Rand.Uni.1000.5.34.gexf	1000	5000	5	3	[11, 11, 11, 11]	5.57982402012363	1.60055157358877	1.600551573588775	inf	108	0	0	0	0	[5.579824020123633, 1.600551573588775]	Rand	Uni	1000	5	34	gexf
4999	cut	cap	first	Rand.Uni.1000.5.34.gexf	1000	5000	10	4	[11, 11, 11, 11]	5.57982402012363	0.0161808524147379	0.01618085241473788	inf	177	0	0	0	0	[5.579824020123633, 0.01618085241473788]	Rand	Uni	1000	5	34	gexf
5001	cut	cap	first	Rand.Uni.1000.10.34.gexf	1000	10000	2	1	[19, 19, 19, 19]	7.48083158723091	5.7709725732663	5.770972573266295	inf	18	0	0	0	0	[7.48083158723091, 5.770972573266295]	Rand	Uni	1000	10	34	gexf
5002	cut	cap	first	Rand.Uni.1000.10.34.gexf	1000	10000	3	2	[19, 19, 19, 19]	7.48083158723091	5.08197719985497	5.0819771998549745	inf	33	0	0	0	0	[7.48083158723091, 5.0819771998549745]	Rand	Uni	1000	10	34	gexf
5003	cut	cap	first	Rand.Uni.1000.10.34.gexf	1000	10000	5	3	[19, 19, 19, 19]	7.48083158723091	3.79843481839105	3.7984348183910503	inf	99	0	0	0	0	[7.48083158723091, 3.7984348183910503]	Rand	Uni	1000	10	34	gexf
5004	cut	cap	first	Rand.Uni.1000.10.34.gexf	1000	10000	10	4	[19, 19, 19, 19]	7.48083158723091	1.33836469142241	1.3383646914224103	inf	95	0	0	0	0	[7.48083158723091, 1.3383646914224103]	Rand	Uni	1000	10	34	gexf
5006	cut	cap	first	Rand.Uni.1000.25.34.gexf	1000	25000	2	1	[43, 43, 43, 43]	22.1736127395186	20.2160702663654	20.216070266365445	inf	9	0	0	0	0	[22.173612739518582, 20.216070266365445]	Rand	Uni	1000	25	34	gexf
5007	cut	cap	first	Rand.Uni.1000.25.34.gexf	1000	25000	3	2	[43, 43, 43, 43]	22.1736127395186	19.2429668809591	19.242966880959134	inf	10	0	0	0	0	[22.173612739518582, 19.242966880959134]	Rand	Uni	1000	25	34	gexf
5008	cut	cap	first	Rand.Uni.1000.25.34.gexf	1000	25000	5	3	[43, 43, 43, 43]	22.1736127395186	17.4626736145335	17.462673614533454	inf	18	0	0	0	0	[22.173612739518582, 17.462673614533454]	Rand	Uni	1000	25	34	gexf
5009	cut	cap	first	Rand.Uni.1000.25.34.gexf	1000	25000	10	4	[43, 43, 43, 43]	22.1736127395186	13.1538080293731	13.153808029373137	inf	11	0	0	0	0	[22.173612739518582, 13.153808029373137]	Rand	Uni	1000	25	34	gexf
5011	cut	cap	first	Rand.Uni.1000.5.35.gexf	1000	5000	2	1	[10, 10, 10, 10]	4.77309947326378	2.95279824660755	2.952798246607555	inf	60	0	0	0	0	[4.773099473263777, 2.952798246607555]	Rand	Uni	1000	5	35	gexf
5012	cut	cap	first	Rand.Uni.1000.5.35.gexf	1000	5000	3	2	[10, 10, 10, 10]	4.77309947326378	2.11535112685569	2.11535112685569	inf	61	0	0	0	0	[4.773099473263777, 2.11535112685569]	Rand	Uni	1000	5	35	gexf
5013	cut	cap	first	Rand.Uni.1000.5.35.gexf	1000	5000	5	3	[10, 10, 10, 10]	4.77309947326378	0.818265443507985	0.8182654435079851	inf	171	0	0	0	0	[4.773099473263777, 0.8182654435079851]	Rand	Uni	1000	5	35	gexf
5016	cut	cap	first	Rand.Uni.1000.10.35.gexf	1000	10000	2	1	[16, 16, 16, 16]	7.58503276359863	5.90110020670452	5.901100206704523	inf	20	0	0	0	0	[7.585032763598628, 5.901100206704523]	Rand	Uni	1000	10	35	gexf
5017	cut	cap	first	Rand.Uni.1000.10.35.gexf	1000	10000	3	2	[16, 16, 16, 16]	7.58503276359863	5.15543550966576	5.155435509665758	inf	18	0	0	0	0	[7.585032763598628, 5.155435509665758]	Rand	Uni	1000	10	35	gexf
5018	cut	cap	first	Rand.Uni.1000.10.35.gexf	1000	10000	5	3	[16, 16, 16, 16]	7.58503276359863	3.71176174590089	3.711761745900885	inf	33	0	0	0	0	[7.585032763598628, 3.711761745900885]	Rand	Uni	1000	10	35	gexf
5019	cut	cap	first	Rand.Uni.1000.10.35.gexf	1000	10000	10	4	[16, 16, 16, 16]	7.58503276359863	1.13807356096078	1.1380735609607804	inf	60	0	0	0	0	[7.585032763598628, 1.1380735609607804]	Rand	Uni	1000	10	35	gexf
5021	cut	cap	first	Rand.Uni.1000.25.35.gexf	1000	25000	2	1	[45, 45, 45, 45]	21.9069833689255	19.9678190891146	19.967819089114585	inf	14	0	0	0	0	[21.906983368925513, 19.967819089114585]	Rand	Uni	1000	25	35	gexf
5022	cut	cap	first	Rand.Uni.1000.25.35.gexf	1000	25000	3	2	[45, 45, 45, 45]	21.9069833689255	19.0050584445597	19.00505844455971	inf	14	0	0	0	0	[21.906983368925513, 19.00505844455971]	Rand	Uni	1000	25	35	gexf
5023	cut	cap	first	Rand.Uni.1000.25.35.gexf	1000	25000	5	3	[45, 45, 45, 45]	21.9069833689255	17.1911749994091	17.191174999409053	inf	39	0	0	0	0	[21.906983368925513, 17.191174999409053]	Rand	Uni	1000	25	35	gexf
5024	cut	cap	first	Rand.Uni.1000.25.35.gexf	1000	25000	10	4	[45, 45, 45, 45]	21.9069833689255	13.1693903285935	13.169390328593495	inf	24	0	0	0	0	[21.906983368925513, 13.169390328593495]	Rand	Uni	1000	25	35	gexf
5026	cut	cap	first	Rand.Uni.1000.5.36.gexf	1000	5000	2	1	[3, 3, 3, 3]	1.38680481353081	0.101862198755813	0.10186219875581293	inf	43	0	0	0	0	[1.3868048135308075, 0.10186219875581293]	Rand	Uni	1000	5	36	gexf
5031	cut	cap	first	Rand.Uni.1000.10.36.gexf	1000	10000	2	1	[25, 25, 25, 25]	14.8613011047809	12.924464242441	12.924464242441012	inf	26	0	0	0	0	[14.861301104780926, 12.924464242441012]	Rand	Uni	1000	10	36	gexf
5032	cut	cap	first	Rand.Uni.1000.10.36.gexf	1000	10000	3	2	[25, 25, 25, 25]	14.8613011047809	12.0614853345252	12.061485334525226	inf	26	0	0	0	0	[14.861301104780926, 12.061485334525226]	Rand	Uni	1000	10	36	gexf
5033	cut	cap	first	Rand.Uni.1000.10.36.gexf	1000	10000	5	3	[25, 25, 25, 25]	14.8613011047809	10.3480854632744	10.348085463274353	inf	18	0	0	0	0	[14.861301104780926, 10.348085463274353]	Rand	Uni	1000	10	36	gexf
5034	cut	cap	first	Rand.Uni.1000.10.36.gexf	1000	10000	10	4	[25, 25, 25, 25]	14.8613011047809	6.20599473167218	6.205994731672181	inf	18	0	0	0	0	[14.861301104780926, 6.205994731672181]	Rand	Uni	1000	10	36	gexf
5036	cut	cap	first	Rand.Uni.1000.25.36.gexf	1000	25000	2	1	[47, 47, 47, 47]	24.7359557743418	22.7777873219467	22.77778732194669	inf	14	0	0	0	0	[24.735955774341825, 22.77778732194669]	Rand	Uni	1000	25	36	gexf
5037	cut	cap	first	Rand.Uni.1000.25.36.gexf	1000	25000	3	2	[47, 47, 47, 47]	24.7359557743418	21.8042640126425	21.804264012642538	inf	10	0	0	0	0	[24.735955774341825, 21.804264012642538]	Rand	Uni	1000	25	36	gexf
5038	cut	cap	first	Rand.Uni.1000.25.36.gexf	1000	25000	5	3	[47, 47, 47, 47]	24.7359557743418	19.8753336771557	19.875333677155716	inf	12	0	0	0	0	[24.735955774341825, 19.875333677155716]	Rand	Uni	1000	25	36	gexf
5039	cut	cap	first	Rand.Uni.1000.25.36.gexf	1000	25000	10	4	[47, 47, 47, 47]	24.7359557743418	15.3156895159353	15.3156895159353	inf	18	0	0	0	0	[24.735955774341825, 15.3156895159353]	Rand	Uni	1000	25	36	gexf
5041	cut	cap	first	Rand.Uni.1000.5.37.gexf	1000	5000	2	1	[11, 11, 11, 11]	6.18633888457482	4.23123171430075	4.231231714300748	inf	79	0	0	0	0	[6.186338884574818, 4.231231714300748]	Rand	Uni	1000	5	37	gexf
5042	cut	cap	first	Rand.Uni.1000.5.37.gexf	1000	5000	3	2	[11, 11, 11, 11]	6.18633888457482	3.35987382929348	3.359873829293476	inf	59	0	0	0	0	[6.186338884574818, 3.359873829293476]	Rand	Uni	1000	5	37	gexf
5043	cut	cap	first	Rand.Uni.1000.5.37.gexf	1000	5000	5	3	[11, 11, 11, 11]	6.18633888457482	1.97227901386326	1.9722790138632578	inf	76	0	0	0	0	[6.186338884574818, 1.9722790138632578]	Rand	Uni	1000	5	37	gexf
5044	cut	cap	first	Rand.Uni.1000.5.37.gexf	1000	5000	10	4	[11, 11, 11, 11]	6.18633888457482	0.251218046093924	0.2512180460939243	inf	49	0	0	0	0	[6.186338884574818, 0.2512180460939243]	Rand	Uni	1000	5	37	gexf
5046	cut	cap	first	Rand.Uni.1000.10.37.gexf	1000	10000	2	1	[15, 15, 15, 15]	8.67334480598209	6.84876717843312	6.848767178433118	inf	18	0	0	0	0	[8.673344805982092, 6.848767178433118]	Rand	Uni	1000	10	37	gexf
5047	cut	cap	first	Rand.Uni.1000.10.37.gexf	1000	10000	3	2	[15, 15, 15, 15]	8.67334480598209	6.02765159435493	6.027651594354927	inf	27	0	0	0	0	[8.673344805982092, 6.027651594354927]	Rand	Uni	1000	10	37	gexf
5048	cut	cap	first	Rand.Uni.1000.10.37.gexf	1000	10000	5	3	[15, 15, 15, 15]	8.67334480598209	4.5563973288683	4.556397328868302	inf	23	0	0	0	0	[8.673344805982092, 4.556397328868302]	Rand	Uni	1000	10	37	gexf
5049	cut	cap	first	Rand.Uni.1000.10.37.gexf	1000	10000	10	4	[15, 15, 15, 15]	8.67334480598209	1.5646059052006	1.5646059052006018	inf	60	0	0	0	0	[8.673344805982092, 1.5646059052006018]	Rand	Uni	1000	10	37	gexf
5051	cut	cap	first	Rand.Uni.1000.25.37.gexf	1000	25000	2	1	[39, 39, 39, 39]	14.9743495204171	13.0185216700938	13.018521670093754	inf	14	0	0	0	0	[14.974349520417132, 13.018521670093754]	Rand	Uni	1000	25	37	gexf
5052	cut	cap	first	Rand.Uni.1000.25.37.gexf	1000	25000	3	2	[39, 39, 39, 39]	14.9743495204171	12.139092530321	12.139092530321019	inf	14	0	0	0	0	[14.974349520417132, 12.139092530321019]	Rand	Uni	1000	25	37	gexf
5053	cut	cap	first	Rand.Uni.1000.25.37.gexf	1000	25000	5	3	[39, 39, 39, 39]	14.9743495204171	10.3928542022605	10.392854202260454	inf	14	0	0	0	0	[14.974349520417132, 10.392854202260454]	Rand	Uni	1000	25	37	gexf
5054	cut	cap	first	Rand.Uni.1000.25.37.gexf	1000	25000	10	4	[39, 39, 39, 39]	14.9743495204171	6.74872155092821	6.748721550928207	inf	40	0	0	0	0	[14.974349520417132, 6.748721550928207]	Rand	Uni	1000	25	37	gexf
5056	cut	cap	first	Rand.Uni.1000.5.38.gexf	1000	5000	2	1	[4, 4, 4, 4]	1.78520983698378	0.546423206395582	0.5464232063955818	inf	33	0	0	0	0	[1.7852098369837843, 0.5464232063955818]	Rand	Uni	1000	5	38	gexf
5057	cut	cap	first	Rand.Uni.1000.5.38.gexf	1000	5000	3	2	[4, 4, 4, 4]	1.78520983698378	0.122503304152973	0.12250330415297261	inf	111	0	0	0	0	[1.7852098369837843, 0.12250330415297261]	Rand	Uni	1000	5	38	gexf
5061	cut	cap	first	Rand.Uni.1000.10.38.gexf	1000	10000	2	1	[14, 14, 14, 14]	5.57673886835292	3.91279625142302	3.912796251423016	inf	28	0	0	0	0	[5.576738868352924, 3.912796251423016]	Rand	Uni	1000	10	38	gexf
5062	cut	cap	first	Rand.Uni.1000.10.38.gexf	1000	10000	3	2	[14, 14, 14, 14]	5.57673886835292	3.21908807384111	3.2190880738411107	inf	60	0	0	0	0	[5.576738868352924, 3.2190880738411107]	Rand	Uni	1000	10	38	gexf
5063	cut	cap	first	Rand.Uni.1000.10.38.gexf	1000	10000	5	3	[14, 14, 14, 14]	5.57673886835292	2.05025160933311	2.0502516093331122	inf	28	0	0	0	0	[5.576738868352924, 2.0502516093331122]	Rand	Uni	1000	10	38	gexf
5064	cut	cap	first	Rand.Uni.1000.10.38.gexf	1000	10000	10	4	[14, 14, 14, 14]	5.57673886835292	0.272702246255292	0.27270224625529227	inf	98	0	0	0	0	[5.576738868352924, 0.27270224625529227]	Rand	Uni	1000	10	38	gexf
5066	cut	cap	first	Rand.Uni.1000.25.38.gexf	1000	25000	2	1	[39, 39, 39, 39]	18.010057119364	16.0302543363172	16.03025433631718	inf	12	0	0	0	0	[18.01005711936402, 16.03025433631718]	Rand	Uni	1000	25	38	gexf
5067	cut	cap	first	Rand.Uni.1000.25.38.gexf	1000	25000	3	2	[39, 39, 39, 39]	18.010057119364	15.047679506429	15.047679506429041	inf	6	0	0	0	0	[18.01005711936402, 15.047679506429041]	Rand	Uni	1000	25	38	gexf
5068	cut	cap	first	Rand.Uni.1000.25.38.gexf	1000	25000	5	3	[39, 39, 39, 39]	18.010057119364	13.1373944964328	13.137394496432766	inf	10	0	0	0	0	[18.01005711936402, 13.137394496432766]	Rand	Uni	1000	25	38	gexf
5069	cut	cap	first	Rand.Uni.1000.25.38.gexf	1000	25000	10	4	[39, 39, 39, 39]	18.010057119364	9.12726845412906	9.12726845412906	inf	14	0	0	0	0	[18.01005711936402, 9.12726845412906]	Rand	Uni	1000	25	38	gexf
5071	cut	cap	first	Rand.Uni.1000.5.39.gexf	1000	5000	2	1	[7, 7, 7, 7]	2.18497354748241	0.847639765188177	0.8476397651881767	inf	110	0	0	0	0	[2.1849735474824095, 0.8476397651881767]	Rand	Uni	1000	5	39	gexf
5072	cut	cap	first	Rand.Uni.1000.5.39.gexf	1000	5000	3	2	[7, 7, 7, 7]	2.18497354748241	0.57360835697344	0.5736083569734401	inf	77	0	0	0	0	[2.1849735474824095, 0.5736083569734401]	Rand	Uni	1000	5	39	gexf
5073	cut	cap	first	Rand.Uni.1000.5.39.gexf	1000	5000	5	3	[7, 7, 7, 7]	2.18497354748241	0.21429679576259	0.21429679576258964	inf	113	0	0	0	0	[2.1849735474824095, 0.21429679576258964]	Rand	Uni	1000	5	39	gexf
5076	cut	cap	first	Rand.Uni.1000.10.39.gexf	1000	10000	2	1	[18, 18, 18, 18]	9.27153999764502	7.42645077043214	7.426450770432139	inf	15	0	0	0	0	[9.271539997645021, 7.426450770432139]	Rand	Uni	1000	10	39	gexf
5077	cut	cap	first	Rand.Uni.1000.10.39.gexf	1000	10000	3	2	[18, 18, 18, 18]	9.27153999764502	6.57227013862599	6.572270138625986	inf	20	0	0	0	0	[9.271539997645021, 6.572270138625986]	Rand	Uni	1000	10	39	gexf
5078	cut	cap	first	Rand.Uni.1000.10.39.gexf	1000	10000	5	3	[18, 18, 18, 18]	9.27153999764502	5.00569853891839	5.005698538918393	inf	24	0	0	0	0	[9.271539997645021, 5.005698538918393]	Rand	Uni	1000	10	39	gexf
5079	cut	cap	first	Rand.Uni.1000.10.39.gexf	1000	10000	10	4	[18, 18, 18, 18]	9.27153999764502	1.90538648849809	1.9053864884980907	inf	44	0	0	0	0	[9.271539997645021, 1.9053864884980907]	Rand	Uni	1000	10	39	gexf
5081	cut	cap	first	Rand.Uni.1000.25.39.gexf	1000	25000	2	1	[42, 42, 42, 42]	18.3179050676836	16.4359772213996	16.43597722139961	inf	14	0	0	0	0	[18.317905067683572, 16.43597722139961]	Rand	Uni	1000	25	39	gexf
5082	cut	cap	first	Rand.Uni.1000.25.39.gexf	1000	25000	3	2	[42, 42, 42, 42]	18.3179050676836	15.5713453922531	15.571345392253114	inf	11	0	0	0	0	[18.317905067683572, 15.571345392253114]	Rand	Uni	1000	25	39	gexf
5083	cut	cap	first	Rand.Uni.1000.25.39.gexf	1000	25000	5	3	[42, 42, 42, 42]	18.3179050676836	13.8718742052834	13.871874205283412	inf	6	0	0	0	0	[18.317905067683572, 13.871874205283412]	Rand	Uni	1000	25	39	gexf
5084	cut	cap	first	Rand.Uni.1000.25.39.gexf	1000	25000	10	4	[42, 42, 42, 42]	18.3179050676836	10.2342805462034	10.234280546203415	inf	12	0	0	0	0	[18.317905067683572, 10.234280546203415]	Rand	Uni	1000	25	39	gexf
5086	cut	cap	first	Rand.Uni.1000.5.40.gexf	1000	5000	2	1	[8, 8, 8, 8]	3.852807198811	2.31376247751271	2.313762477512708	inf	60	0	0	0	0	[3.8528071988109995, 2.313762477512708]	Rand	Uni	1000	5	40	gexf
5087	cut	cap	first	Rand.Uni.1000.5.40.gexf	1000	5000	3	2	[8, 8, 8, 8]	3.852807198811	1.66204015056994	1.662040150569942	inf	60	0	0	0	0	[3.8528071988109995, 1.662040150569942]	Rand	Uni	1000	5	40	gexf
5088	cut	cap	first	Rand.Uni.1000.5.40.gexf	1000	5000	5	3	[8, 8, 8, 8]	3.852807198811	0.595490220930521	0.5954902209305206	inf	79	0	0	0	0	[3.8528071988109995, 0.5954902209305206]	Rand	Uni	1000	5	40	gexf
5091	cut	cap	first	Rand.Uni.1000.10.40.gexf	1000	10000	2	1	[18, 18, 18, 18]	8.57783646693955	6.87689946490488	6.876899464904878	inf	43	0	0	0	0	[8.577836466939548, 6.876899464904878]	Rand	Uni	1000	10	40	gexf
5092	cut	cap	first	Rand.Uni.1000.10.40.gexf	1000	10000	3	2	[18, 18, 18, 18]	8.57783646693955	6.14011126538809	6.140111265388086	inf	43	0	0	0	0	[8.577836466939548, 6.140111265388086]	Rand	Uni	1000	10	40	gexf
5093	cut	cap	first	Rand.Uni.1000.10.40.gexf	1000	10000	5	3	[18, 18, 18, 18]	8.57783646693955	4.89197323188811	4.891973231888111	inf	20	0	0	0	0	[8.577836466939548, 4.891973231888111]	Rand	Uni	1000	10	40	gexf
5094	cut	cap	first	Rand.Uni.1000.10.40.gexf	1000	10000	10	4	[18, 18, 18, 18]	8.57783646693955	2.35085709719986	2.3508570971998592	inf	97	0	0	0	0	[8.577836466939548, 2.3508570971998592]	Rand	Uni	1000	10	40	gexf
5096	cut	cap	first	Rand.Uni.1000.25.40.gexf	1000	25000	2	1	[49, 49, 49, 49]	24.4332190438842	22.4851853753986	22.485185375398647	inf	11	0	0	0	0	[24.433219043884183, 22.485185375398647]	Rand	Uni	1000	25	40	gexf
5097	cut	cap	first	Rand.Uni.1000.25.40.gexf	1000	25000	3	2	[49, 49, 49, 49]	24.4332190438842	21.5444897816274	21.544489781627437	inf	14	0	0	0	0	[24.433219043884183, 21.544489781627437]	Rand	Uni	1000	25	40	gexf
5098	cut	cap	first	Rand.Uni.1000.25.40.gexf	1000	25000	5	3	[49, 49, 49, 49]	24.4332190438842	19.7425653912598	19.742565391259795	inf	14	0	0	0	0	[24.433219043884183, 19.742565391259795]	Rand	Uni	1000	25	40	gexf
5099	cut	cap	first	Rand.Uni.1000.25.40.gexf	1000	25000	10	4	[49, 49, 49, 49]	24.4332190438842	15.5534191470418	15.55341914704184	inf	25	0	0	0	0	[24.433219043884183, 15.55341914704184]	Rand	Uni	1000	25	40	gexf
5101	cut	cap	first	Rand.Uni.1000.5.41.gexf	1000	5000	2	1	[9, 9, 9, 9]	2.94146299680845	1.78388936345464	1.7838893634546427	inf	61	0	0	0	0	[2.9414629968084487, 1.7838893634546427]	Rand	Uni	1000	5	41	gexf
5102	cut	cap	first	Rand.Uni.1000.5.41.gexf	1000	5000	3	2	[9, 9, 9, 9]	2.94146299680845	1.29003590728115	1.290035907281149	inf	50	0	0	0	0	[2.9414629968084487, 1.290035907281149]	Rand	Uni	1000	5	41	gexf
5103	cut	cap	first	Rand.Uni.1000.5.41.gexf	1000	5000	5	3	[9, 9, 9, 9]	2.94146299680845	0.560112184483465	0.5601121844834646	inf	105	0	0	0	0	[2.9414629968084487, 0.5601121844834646]	Rand	Uni	1000	5	41	gexf
5106	cut	cap	first	Rand.Uni.1000.10.41.gexf	1000	10000	2	1	[19, 19, 19, 19]	10.1836476647347	8.21670836306104	8.216708363061038	inf	28	0	0	0	0	[10.18364766473474, 8.216708363061038]	Rand	Uni	1000	10	41	gexf
5107	cut	cap	first	Rand.Uni.1000.10.41.gexf	1000	10000	3	2	[19, 19, 19, 19]	10.1836476647347	7.26079301829795	7.260793018297947	inf	27	0	0	0	0	[10.18364766473474, 7.260793018297947]	Rand	Uni	1000	10	41	gexf
5108	cut	cap	first	Rand.Uni.1000.10.41.gexf	1000	10000	5	3	[19, 19, 19, 19]	10.1836476647347	5.50409624024098	5.504096240240975	inf	23	0	0	0	0	[10.18364766473474, 5.504096240240975]	Rand	Uni	1000	10	41	gexf
5109	cut	cap	first	Rand.Uni.1000.10.41.gexf	1000	10000	10	4	[19, 19, 19, 19]	10.1836476647347	1.97976403290418	1.9797640329041806	inf	43	0	0	0	0	[10.18364766473474, 1.9797640329041806]	Rand	Uni	1000	10	41	gexf
5111	cut	cap	first	Rand.Uni.1000.25.41.gexf	1000	25000	2	1	[47, 47, 47, 47]	20.8298579772578	18.997730266748	18.997730266747997	inf	9	0	0	0	0	[20.82985797725776, 18.997730266747997]	Rand	Uni	1000	25	41	gexf
5112	cut	cap	first	Rand.Uni.1000.25.41.gexf	1000	25000	3	2	[47, 47, 47, 47]	20.8298579772578	18.1125175610367	18.11251756103675	inf	12	0	0	0	0	[20.82985797725776, 18.11251756103675]	Rand	Uni	1000	25	41	gexf
5113	cut	cap	first	Rand.Uni.1000.25.41.gexf	1000	25000	5	3	[47, 47, 47, 47]	20.8298579772578	16.3624123609543	16.362412360954302	inf	14	0	0	0	0	[20.82985797725776, 16.362412360954302]	Rand	Uni	1000	25	41	gexf
5114	cut	cap	first	Rand.Uni.1000.25.41.gexf	1000	25000	10	4	[47, 47, 47, 47]	20.8298579772578	12.2468792746804	12.246879274680355	inf	24	0	0	0	0	[20.82985797725776, 12.246879274680355]	Rand	Uni	1000	25	41	gexf
5116	cut	cap	first	Rand.Uni.1000.5.42.gexf	1000	5000	2	1	[5, 5, 5, 5]	3.06642858538818	1.35986727136937	1.3598672713693687	inf	43	0	0	0	0	[3.0664285853881763, 1.3598672713693687]	Rand	Uni	1000	5	42	gexf
5117	cut	cap	first	Rand.Uni.1000.5.42.gexf	1000	5000	3	2	[5, 5, 5, 5]	3.06642858538818	0.868927647041982	0.8689276470419823	inf	77	0	0	0	0	[3.0664285853881763, 0.8689276470419823]	Rand	Uni	1000	5	42	gexf
5121	cut	cap	first	Rand.Uni.1000.10.42.gexf	1000	10000	2	1	[14, 14, 14, 14]	7.54248596531411	5.85298998562533	5.852989985625333	inf	27	0	0	0	0	[7.542485965314109, 5.852989985625333]	Rand	Uni	1000	10	42	gexf
5122	cut	cap	first	Rand.Uni.1000.10.42.gexf	1000	10000	3	2	[14, 14, 14, 14]	7.54248596531411	5.0183333357955	5.018333335795502	inf	20	0	0	0	0	[7.542485965314109, 5.018333335795502]	Rand	Uni	1000	10	42	gexf
5123	cut	cap	first	Rand.Uni.1000.10.42.gexf	1000	10000	5	3	[14, 14, 14, 14]	7.54248596531411	3.46604727123785	3.4660472712378527	inf	28	0	0	0	0	[7.542485965314109, 3.4660472712378527]	Rand	Uni	1000	10	42	gexf
5124	cut	cap	first	Rand.Uni.1000.10.42.gexf	1000	10000	10	4	[14, 14, 14, 14]	7.54248596531411	0.589793828006371	0.5897938280063711	inf	28	0	0	0	0	[7.542485965314109, 0.5897938280063711]	Rand	Uni	1000	10	42	gexf
5126	cut	cap	first	Rand.Uni.1000.25.42.gexf	1000	25000	2	1	[47, 47, 47, 47]	21.7883293318956	19.8617183771009	19.86171837710093	inf	14	0	0	0	0	[21.78832933189556, 19.86171837710093]	Rand	Uni	1000	25	42	gexf
5127	cut	cap	first	Rand.Uni.1000.25.42.gexf	1000	25000	3	2	[47, 47, 47, 47]	21.7883293318956	18.9322563329779	18.93225633297794	inf	12	0	0	0	0	[21.78832933189556, 18.93225633297794]	Rand	Uni	1000	25	42	gexf
5128	cut	cap	first	Rand.Uni.1000.25.42.gexf	1000	25000	5	3	[47, 47, 47, 47]	21.7883293318956	17.1708347420525	17.170834742052456	inf	17	0	0	0	0	[21.78832933189556, 17.170834742052456]	Rand	Uni	1000	25	42	gexf
5129	cut	cap	first	Rand.Uni.1000.25.42.gexf	1000	25000	10	4	[47, 47, 47, 47]	21.7883293318956	13.4170420022493	13.417042002249271	inf	18	0	0	0	0	[21.78832933189556, 13.417042002249271]	Rand	Uni	1000	25	42	gexf
5131	cut	cap	first	Rand.Uni.1000.5.43.gexf	1000	5000	2	1	[7, 7, 7, 7]	2.57901647266686	1.1043507602205	1.1043507602205014	inf	49	0	0	0	0	[2.579016472666859, 1.1043507602205014]	Rand	Uni	1000	5	43	gexf
5132	cut	cap	first	Rand.Uni.1000.5.43.gexf	1000	5000	3	2	[7, 7, 7, 7]	2.57901647266686	0.674543984700173	0.6745439847001734	inf	61	0	0	0	0	[2.579016472666859, 0.6745439847001734]	Rand	Uni	1000	5	43	gexf
5133	cut	cap	first	Rand.Uni.1000.5.43.gexf	1000	5000	5	3	[7, 7, 7, 7]	2.57901647266686	0.143484853015836	0.14348485301583647	inf	182	0	0	0	0	[2.579016472666859, 0.14348485301583647]	Rand	Uni	1000	5	43	gexf
5136	cut	cap	first	Rand.Uni.1000.10.43.gexf	1000	10000	2	1	[14, 14, 14, 14]	7.13352710078376	5.27188505179003	5.271885051790027	inf	43	0	0	0	0	[7.13352710078376, 5.271885051790027]	Rand	Uni	1000	10	43	gexf
5137	cut	cap	first	Rand.Uni.1000.10.43.gexf	1000	10000	3	2	[14, 14, 14, 14]	7.13352710078376	4.56343644134122	4.5634364413412225	inf	43	0	0	0	0	[7.13352710078376, 4.5634364413412225]	Rand	Uni	1000	10	43	gexf
5138	cut	cap	first	Rand.Uni.1000.10.43.gexf	1000	10000	5	3	[14, 14, 14, 14]	7.13352710078376	3.21380892796904	3.213808927969037	inf	20	0	0	0	0	[7.13352710078376, 3.213808927969037]	Rand	Uni	1000	10	43	gexf
5139	cut	cap	first	Rand.Uni.1000.10.43.gexf	1000	10000	10	4	[14, 14, 14, 14]	7.13352710078376	0.661394355269995	0.6613943552699952	inf	43	0	0	0	0	[7.13352710078376, 0.6613943552699952]	Rand	Uni	1000	10	43	gexf
