path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5	small_1	constant1	small_2	constant2	best.constant	best.alg
10943	Small.50.24.2.92.gexf	5	24	1	Small	50	24	2	92	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
10944	Small.50.24.2.92.gexf	10	24	1	Small	50	24	2	92	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
10946	Small.50.24.5.92.gexf	2	24	1	Small	50	24	5	92	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
10947	Small.50.24.5.92.gexf	3	24	1	Small	50	24	5	92	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
10948	Small.50.24.5.92.gexf	5	24	1	Small	50	24	5	92	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
10949	Small.50.24.5.92.gexf	10	24	1	Small	50	24	5	92	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
10951	Small.100.6.2.92.gexf	2	6	1	Small	100	6	2	92	gexf	4	1.5	4	1.5	1.5	NA
10952	Small.100.6.2.92.gexf	3	6	1	Small	100	6	2	92	gexf	3	2	3	2	2	NA
10953	Small.100.6.2.92.gexf	5	6	1	Small	100	6	2	92	gexf	1	6	1	6	6	NA
10956	Small.100.6.5.92.gexf	2	4	1	Small	100	6	5	92	gexf	2	2	2	2	2	NA
10957	Small.100.6.5.92.gexf	3	4	1	Small	100	6	5	92	gexf	1	4	1	4	4	NA
10961	Small.100.10.2.92.gexf	2	10	1	Small	100	10	2	92	gexf	8	1.25	8	1.25	1.25	NA
10962	Small.100.10.2.92.gexf	3	10	1	Small	100	10	2	92	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
10963	Small.100.10.2.92.gexf	5	10	1	Small	100	10	2	92	gexf	5	2	5	2	2	NA
10966	Small.100.10.5.92.gexf	2	8	1	Small	100	10	5	92	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
10967	Small.100.10.5.92.gexf	3	8	1	Small	100	10	5	92	gexf	5	1.6	5	1.6	1.6	NA
10968	Small.100.10.5.92.gexf	5	8	1	Small	100	10	5	92	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
10971	Small.100.24.2.92.gexf	2	20	1	Small	100	24	2	92	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
10972	Small.100.24.2.92.gexf	3	20	1	Small	100	24	2	92	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
10973	Small.100.24.2.92.gexf	5	20	1	Small	100	24	2	92	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
10974	Small.100.24.2.92.gexf	10	20	1	Small	100	24	2	92	gexf	10	2	10	2	2	NA
10976	Small.100.24.5.92.gexf	2	20	1	Small	100	24	5	92	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
10977	Small.100.24.5.92.gexf	3	20	1	Small	100	24	5	92	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
10978	Small.100.24.5.92.gexf	5	20	1	Small	100	24	5	92	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
10979	Small.100.24.5.92.gexf	10	20	1	Small	100	24	5	92	gexf	10	2	10	2	2	NA
10981	Small.500.6.2.92.gexf	2	5	1	Small	500	6	2	92	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
10982	Small.500.6.2.92.gexf	3	5	1	Small	500	6	2	92	gexf	2	2.5	2	2.5	2.5	NA
10986	Small.500.6.5.92.gexf	2	8	1	Small	500	6	5	92	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
10987	Small.500.6.5.92.gexf	3	8	1	Small	500	6	5	92	gexf	5	1.6	5	1.6	1.6	NA
10988	Small.500.6.5.92.gexf	5	8	1	Small	500	6	5	92	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
10991	Small.500.10.2.92.gexf	2	10	1	Small	500	10	2	92	gexf	8	1.25	8	1.25	1.25	NA
10992	Small.500.10.2.92.gexf	3	10	1	Small	500	10	2	92	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
10993	Small.500.10.2.92.gexf	5	10	1	Small	500	10	2	92	gexf	5	2	5	2	2	NA
10996	Small.500.10.5.92.gexf	2	10	1	Small	500	10	5	92	gexf	8	1.25	8	1.25	1.25	NA
10997	Small.500.10.5.92.gexf	3	10	1	Small	500	10	5	92	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
10998	Small.500.10.5.92.gexf	5	10	1	Small	500	10	5	92	gexf	5	2	5	2	2	NA
11001	Small.500.24.2.92.gexf	2	24	1	Small	500	24	2	92	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11002	Small.500.24.2.92.gexf	3	24	1	Small	500	24	2	92	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11003	Small.500.24.2.92.gexf	5	24	1	Small	500	24	2	92	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11004	Small.500.24.2.92.gexf	10	24	1	Small	500	24	2	92	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11006	Small.500.24.5.92.gexf	2	22	1	Small	500	24	5	92	gexf	20	1.1	20	1.1	1.1	NA
11007	Small.500.24.5.92.gexf	3	22	1	Small	500	24	5	92	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
11008	Small.500.24.5.92.gexf	5	22	1	Small	500	24	5	92	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
11009	Small.500.24.5.92.gexf	10	22	1	Small	500	24	5	92	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
11011	Small.1000.6.2.92.gexf	2	6	1	Small	1000	6	2	92	gexf	4	1.5	4	1.5	1.5	NA
11012	Small.1000.6.2.92.gexf	3	6	1	Small	1000	6	2	92	gexf	3	2	3	2	2	NA
11013	Small.1000.6.2.92.gexf	5	6	1	Small	1000	6	2	92	gexf	1	6	1	6	6	NA
11016	Small.1000.6.5.92.gexf	2	7	1	Small	1000	6	5	92	gexf	5	1.4	5	1.4	1.4	NA
11017	Small.1000.6.5.92.gexf	3	7	1	Small	1000	6	5	92	gexf	4	1.75	4	1.75	1.75	NA
11018	Small.1000.6.5.92.gexf	5	7	1	Small	1000	6	5	92	gexf	2	3.5	2	3.5	3.5	NA
11021	Small.1000.10.2.92.gexf	2	9	1	Small	1000	10	2	92	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11022	Small.1000.10.2.92.gexf	3	9	1	Small	1000	10	2	92	gexf	6	1.5	6	1.5	1.5	NA
11023	Small.1000.10.2.92.gexf	5	9	1	Small	1000	10	2	92	gexf	4	2.25	4	2.25	2.25	NA
11026	Small.1000.10.5.92.gexf	2	8	1	Small	1000	10	5	92	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11027	Small.1000.10.5.92.gexf	3	8	1	Small	1000	10	5	92	gexf	5	1.6	5	1.6	1.6	NA
11028	Small.1000.10.5.92.gexf	5	8	1	Small	1000	10	5	92	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11031	Small.1000.24.2.92.gexf	2	24	1	Small	1000	24	2	92	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11032	Small.1000.24.2.92.gexf	3	24	1	Small	1000	24	2	92	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11033	Small.1000.24.2.92.gexf	5	24	1	Small	1000	24	2	92	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11034	Small.1000.24.2.92.gexf	10	24	1	Small	1000	24	2	92	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11036	Small.1000.24.5.92.gexf	2	20	1	Small	1000	24	5	92	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11037	Small.1000.24.5.92.gexf	3	20	1	Small	1000	24	5	92	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11038	Small.1000.24.5.92.gexf	5	20	1	Small	1000	24	5	92	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11039	Small.1000.24.5.92.gexf	10	20	1	Small	1000	24	5	92	gexf	10	2	10	2	2	NA
11041	Small.50.6.2.93.gexf	2	5	1	Small	50	6	2	93	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11042	Small.50.6.2.93.gexf	3	5	1	Small	50	6	2	93	gexf	2	2.5	2	2.5	2.5	NA
11046	Small.50.6.5.93.gexf	2	6	1	Small	50	6	5	93	gexf	4	1.5	4	1.5	1.5	NA
11047	Small.50.6.5.93.gexf	3	6	1	Small	50	6	5	93	gexf	3	2	3	2	2	NA
11048	Small.50.6.5.93.gexf	5	6	1	Small	50	6	5	93	gexf	1	6	1	6	6	NA
11051	Small.50.10.2.93.gexf	2	10	1	Small	50	10	2	93	gexf	8	1.25	8	1.25	1.25	NA
11052	Small.50.10.2.93.gexf	3	10	1	Small	50	10	2	93	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11053	Small.50.10.2.93.gexf	5	10	1	Small	50	10	2	93	gexf	5	2	5	2	2	NA
11056	Small.50.10.5.93.gexf	2	8	1	Small	50	10	5	93	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11057	Small.50.10.5.93.gexf	3	8	1	Small	50	10	5	93	gexf	5	1.6	5	1.6	1.6	NA
11058	Small.50.10.5.93.gexf	5	8	1	Small	50	10	5	93	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11061	Small.50.24.2.93.gexf	2	23	1	Small	50	24	2	93	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11062	Small.50.24.2.93.gexf	3	23	1	Small	50	24	2	93	gexf	20	1.15	20	1.15	1.15	NA
11063	Small.50.24.2.93.gexf	5	23	1	Small	50	24	2	93	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11064	Small.50.24.2.93.gexf	10	23	1	Small	50	24	2	93	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11066	Small.50.24.5.93.gexf	2	23	1	Small	50	24	5	93	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11067	Small.50.24.5.93.gexf	3	23	1	Small	50	24	5	93	gexf	20	1.15	20	1.15	1.15	NA
11068	Small.50.24.5.93.gexf	5	23	1	Small	50	24	5	93	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11069	Small.50.24.5.93.gexf	10	23	1	Small	50	24	5	93	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11071	Small.100.6.2.93.gexf	2	5	1	Small	100	6	2	93	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11072	Small.100.6.2.93.gexf	3	5	1	Small	100	6	2	93	gexf	2	2.5	2	2.5	2.5	NA
11076	Small.100.6.5.93.gexf	2	6	1	Small	100	6	5	93	gexf	4	1.5	4	1.5	1.5	NA
11077	Small.100.6.5.93.gexf	3	6	1	Small	100	6	5	93	gexf	3	2	3	2	2	NA
11078	Small.100.6.5.93.gexf	5	6	1	Small	100	6	5	93	gexf	1	6	1	6	6	NA
11081	Small.100.10.2.93.gexf	2	10	1	Small	100	10	2	93	gexf	8	1.25	8	1.25	1.25	NA
11082	Small.100.10.2.93.gexf	3	10	1	Small	100	10	2	93	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11083	Small.100.10.2.93.gexf	5	10	1	Small	100	10	2	93	gexf	5	2	5	2	2	NA
11086	Small.100.10.5.93.gexf	2	12	1	Small	100	10	5	93	gexf	10	1.2	10	1.2	1.2	NA
11087	Small.100.10.5.93.gexf	3	12	1	Small	100	10	5	93	gexf	9	1.33333333333333	9	1.33333333333333	1.33333333333333	NA
11088	Small.100.10.5.93.gexf	5	12	1	Small	100	10	5	93	gexf	7	1.71428571428571	7	1.71428571428571	1.71428571428571	NA
11089	Small.100.10.5.93.gexf	10	12	1	Small	100	10	5	93	gexf	2	6	2	6	6	NA
11091	Small.100.24.2.93.gexf	2	26	1	Small	100	24	2	93	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
11092	Small.100.24.2.93.gexf	3	26	1	Small	100	24	2	93	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
11093	Small.100.24.2.93.gexf	5	26	1	Small	100	24	2	93	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
11094	Small.100.24.2.93.gexf	10	26	1	Small	100	24	2	93	gexf	16	1.625	16	1.625	1.625	NA
11096	Small.100.24.5.93.gexf	2	20	1	Small	100	24	5	93	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11097	Small.100.24.5.93.gexf	3	20	1	Small	100	24	5	93	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11098	Small.100.24.5.93.gexf	5	20	1	Small	100	24	5	93	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11099	Small.100.24.5.93.gexf	10	20	1	Small	100	24	5	93	gexf	10	2	10	2	2	NA
11101	Small.500.6.2.93.gexf	2	5	1	Small	500	6	2	93	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11102	Small.500.6.2.93.gexf	3	5	1	Small	500	6	2	93	gexf	2	2.5	2	2.5	2.5	NA
11106	Small.500.6.5.93.gexf	2	3	1	Small	500	6	5	93	gexf	1	3	1	3	3	NA
11111	Small.500.10.2.93.gexf	2	9	1	Small	500	10	2	93	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11112	Small.500.10.2.93.gexf	3	9	1	Small	500	10	2	93	gexf	6	1.5	6	1.5	1.5	NA
11113	Small.500.10.2.93.gexf	5	9	1	Small	500	10	2	93	gexf	4	2.25	4	2.25	2.25	NA
11116	Small.500.10.5.93.gexf	2	8	1	Small	500	10	5	93	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11117	Small.500.10.5.93.gexf	3	8	1	Small	500	10	5	93	gexf	5	1.6	5	1.6	1.6	NA
11118	Small.500.10.5.93.gexf	5	8	1	Small	500	10	5	93	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11121	Small.500.24.2.93.gexf	2	25	1	Small	500	24	2	93	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
11122	Small.500.24.2.93.gexf	3	25	1	Small	500	24	2	93	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
11123	Small.500.24.2.93.gexf	5	25	1	Small	500	24	2	93	gexf	20	1.25	20	1.25	1.25	NA
11124	Small.500.24.2.93.gexf	10	25	2	Small	500	24	2	93	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
11126	Small.500.24.5.93.gexf	2	17	1	Small	500	24	5	93	gexf	15	1.13333333333333	15	1.13333333333333	1.13333333333333	NA
11127	Small.500.24.5.93.gexf	3	17	1	Small	500	24	5	93	gexf	14	1.21428571428571	14	1.21428571428571	1.21428571428571	NA
11128	Small.500.24.5.93.gexf	5	17	1	Small	500	24	5	93	gexf	12	1.41666666666667	12	1.41666666666667	1.41666666666667	NA
11129	Small.500.24.5.93.gexf	10	17	1	Small	500	24	5	93	gexf	7	2.42857142857143	7	2.42857142857143	2.42857142857143	NA
11131	Small.1000.6.2.93.gexf	2	5	1	Small	1000	6	2	93	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11132	Small.1000.6.2.93.gexf	3	5	1	Small	1000	6	2	93	gexf	2	2.5	2	2.5	2.5	NA
11136	Small.1000.6.5.93.gexf	2	4	1	Small	1000	6	5	93	gexf	2	2	2	2	2	NA
11137	Small.1000.6.5.93.gexf	3	4	1	Small	1000	6	5	93	gexf	1	4	1	4	4	NA
11141	Small.1000.10.2.93.gexf	2	9	1	Small	1000	10	2	93	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11142	Small.1000.10.2.93.gexf	3	9	1	Small	1000	10	2	93	gexf	6	1.5	6	1.5	1.5	NA
11143	Small.1000.10.2.93.gexf	5	9	1	Small	1000	10	2	93	gexf	4	2.25	4	2.25	2.25	NA
11146	Small.1000.10.5.93.gexf	2	7	1	Small	1000	10	5	93	gexf	5	1.4	5	1.4	1.4	NA
11147	Small.1000.10.5.93.gexf	3	7	1	Small	1000	10	5	93	gexf	4	1.75	4	1.75	1.75	NA
11148	Small.1000.10.5.93.gexf	5	7	1	Small	1000	10	5	93	gexf	2	3.5	2	3.5	3.5	NA
11151	Small.1000.24.2.93.gexf	2	25	1	Small	1000	24	2	93	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
11152	Small.1000.24.2.93.gexf	3	25	1	Small	1000	24	2	93	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
11153	Small.1000.24.2.93.gexf	5	25	1	Small	1000	24	2	93	gexf	20	1.25	20	1.25	1.25	NA
11154	Small.1000.24.2.93.gexf	10	25	2	Small	1000	24	2	93	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
11156	Small.1000.24.5.93.gexf	2	20	1	Small	1000	24	5	93	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11157	Small.1000.24.5.93.gexf	3	20	1	Small	1000	24	5	93	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11158	Small.1000.24.5.93.gexf	5	20	1	Small	1000	24	5	93	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11159	Small.1000.24.5.93.gexf	10	20	1	Small	1000	24	5	93	gexf	10	2	10	2	2	NA
11161	Small.50.6.2.94.gexf	2	6	1	Small	50	6	2	94	gexf	4	1.5	4	1.5	1.5	NA
11162	Small.50.6.2.94.gexf	3	6	1	Small	50	6	2	94	gexf	3	2	3	2	2	NA
11163	Small.50.6.2.94.gexf	5	6	1	Small	50	6	2	94	gexf	1	6	1	6	6	NA
11166	Small.50.6.5.94.gexf	2	4	1	Small	50	6	5	94	gexf	2	2	2	2	2	NA
11167	Small.50.6.5.94.gexf	3	4	1	Small	50	6	5	94	gexf	1	4	1	4	4	NA
11171	Small.50.10.2.94.gexf	2	8	1	Small	50	10	2	94	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11172	Small.50.10.2.94.gexf	3	8	1	Small	50	10	2	94	gexf	5	1.6	5	1.6	1.6	NA
11173	Small.50.10.2.94.gexf	5	8	1	Small	50	10	2	94	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11176	Small.50.10.5.94.gexf	2	8	1	Small	50	10	5	94	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11177	Small.50.10.5.94.gexf	3	8	1	Small	50	10	5	94	gexf	5	1.6	5	1.6	1.6	NA
11178	Small.50.10.5.94.gexf	5	8	1	Small	50	10	5	94	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11181	Small.50.24.2.94.gexf	2	21	1	Small	50	24	2	94	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
11182	Small.50.24.2.94.gexf	3	21	1	Small	50	24	2	94	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
11183	Small.50.24.2.94.gexf	5	21	1	Small	50	24	2	94	gexf	16	1.3125	16	1.3125	1.3125	NA
11184	Small.50.24.2.94.gexf	10	21	1	Small	50	24	2	94	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
11186	Small.50.24.5.94.gexf	2	23	1	Small	50	24	5	94	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11187	Small.50.24.5.94.gexf	3	23	1	Small	50	24	5	94	gexf	20	1.15	20	1.15	1.15	NA
11188	Small.50.24.5.94.gexf	5	23	1	Small	50	24	5	94	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11189	Small.50.24.5.94.gexf	10	23	1	Small	50	24	5	94	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11191	Small.100.6.2.94.gexf	2	6	1	Small	100	6	2	94	gexf	4	1.5	4	1.5	1.5	NA
11192	Small.100.6.2.94.gexf	3	6	1	Small	100	6	2	94	gexf	3	2	3	2	2	NA
11193	Small.100.6.2.94.gexf	5	6	1	Small	100	6	2	94	gexf	1	6	1	6	6	NA
11196	Small.100.6.5.94.gexf	2	6	1	Small	100	6	5	94	gexf	4	1.5	4	1.5	1.5	NA
11197	Small.100.6.5.94.gexf	3	6	1	Small	100	6	5	94	gexf	3	2	3	2	2	NA
11198	Small.100.6.5.94.gexf	5	6	1	Small	100	6	5	94	gexf	1	6	1	6	6	NA
11201	Small.100.10.2.94.gexf	2	9	1	Small	100	10	2	94	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11202	Small.100.10.2.94.gexf	3	9	1	Small	100	10	2	94	gexf	6	1.5	6	1.5	1.5	NA
11203	Small.100.10.2.94.gexf	5	9	1	Small	100	10	2	94	gexf	4	2.25	4	2.25	2.25	NA
11206	Small.100.10.5.94.gexf	2	7	1	Small	100	10	5	94	gexf	5	1.4	5	1.4	1.4	NA
11207	Small.100.10.5.94.gexf	3	7	1	Small	100	10	5	94	gexf	4	1.75	4	1.75	1.75	NA
11208	Small.100.10.5.94.gexf	5	7	1	Small	100	10	5	94	gexf	2	3.5	2	3.5	3.5	NA
11211	Small.100.24.2.94.gexf	2	25	1	Small	100	24	2	94	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
11212	Small.100.24.2.94.gexf	3	25	1	Small	100	24	2	94	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
11213	Small.100.24.2.94.gexf	5	25	1	Small	100	24	2	94	gexf	20	1.25	20	1.25	1.25	NA
11214	Small.100.24.2.94.gexf	10	25	2	Small	100	24	2	94	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
11216	Small.100.24.5.94.gexf	2	21	1	Small	100	24	5	94	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
11217	Small.100.24.5.94.gexf	3	21	1	Small	100	24	5	94	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
11218	Small.100.24.5.94.gexf	5	21	1	Small	100	24	5	94	gexf	16	1.3125	16	1.3125	1.3125	NA
11219	Small.100.24.5.94.gexf	10	21	1	Small	100	24	5	94	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
11221	Small.500.6.2.94.gexf	2	4	1	Small	500	6	2	94	gexf	2	2	2	2	2	NA
11222	Small.500.6.2.94.gexf	3	4	1	Small	500	6	2	94	gexf	1	4	1	4	4	NA
11226	Small.500.6.5.94.gexf	2	4	1	Small	500	6	5	94	gexf	2	2	2	2	2	NA
11227	Small.500.6.5.94.gexf	3	4	1	Small	500	6	5	94	gexf	1	4	1	4	4	NA
11231	Small.500.10.2.94.gexf	2	10	1	Small	500	10	2	94	gexf	8	1.25	8	1.25	1.25	NA
11232	Small.500.10.2.94.gexf	3	10	1	Small	500	10	2	94	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11233	Small.500.10.2.94.gexf	5	10	1	Small	500	10	2	94	gexf	5	2	5	2	2	NA
11236	Small.500.10.5.94.gexf	2	9	1	Small	500	10	5	94	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11237	Small.500.10.5.94.gexf	3	9	1	Small	500	10	5	94	gexf	6	1.5	6	1.5	1.5	NA
11238	Small.500.10.5.94.gexf	5	9	1	Small	500	10	5	94	gexf	4	2.25	4	2.25	2.25	NA
11241	Small.500.24.2.94.gexf	2	20	1	Small	500	24	2	94	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11242	Small.500.24.2.94.gexf	3	20	1	Small	500	24	2	94	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11243	Small.500.24.2.94.gexf	5	20	1	Small	500	24	2	94	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11244	Small.500.24.2.94.gexf	10	20	1	Small	500	24	2	94	gexf	10	2	10	2	2	NA
11246	Small.500.24.5.94.gexf	2	29	1	Small	500	24	5	94	gexf	27	1.07407407407407	27	1.07407407407407	1.07407407407407	NA
11247	Small.500.24.5.94.gexf	3	29	1	Small	500	24	5	94	gexf	26	1.11538461538462	26	1.11538461538462	1.11538461538462	NA
11248	Small.500.24.5.94.gexf	5	29	1	Small	500	24	5	94	gexf	24	1.20833333333333	24	1.20833333333333	1.20833333333333	NA
11249	Small.500.24.5.94.gexf	10	29	1	Small	500	24	5	94	gexf	19	1.52631578947368	19	1.52631578947368	1.52631578947368	NA
11251	Small.1000.6.2.94.gexf	2	7	1	Small	1000	6	2	94	gexf	5	1.4	5	1.4	1.4	NA
11252	Small.1000.6.2.94.gexf	3	7	1	Small	1000	6	2	94	gexf	4	1.75	4	1.75	1.75	NA
11253	Small.1000.6.2.94.gexf	5	7	1	Small	1000	6	2	94	gexf	2	3.5	2	3.5	3.5	NA
11256	Small.1000.6.5.94.gexf	2	6	1	Small	1000	6	5	94	gexf	4	1.5	4	1.5	1.5	NA
11257	Small.1000.6.5.94.gexf	3	6	1	Small	1000	6	5	94	gexf	3	2	3	2	2	NA
11258	Small.1000.6.5.94.gexf	5	6	1	Small	1000	6	5	94	gexf	1	6	1	6	6	NA
11261	Small.1000.10.2.94.gexf	2	10	1	Small	1000	10	2	94	gexf	8	1.25	8	1.25	1.25	NA
11262	Small.1000.10.2.94.gexf	3	10	1	Small	1000	10	2	94	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11263	Small.1000.10.2.94.gexf	5	10	1	Small	1000	10	2	94	gexf	5	2	5	2	2	NA
11266	Small.1000.10.5.94.gexf	2	10	1	Small	1000	10	5	94	gexf	8	1.25	8	1.25	1.25	NA
11267	Small.1000.10.5.94.gexf	3	10	1	Small	1000	10	5	94	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11268	Small.1000.10.5.94.gexf	5	10	1	Small	1000	10	5	94	gexf	5	2	5	2	2	NA
11271	Small.1000.24.2.94.gexf	2	20	1	Small	1000	24	2	94	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11272	Small.1000.24.2.94.gexf	3	20	1	Small	1000	24	2	94	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11273	Small.1000.24.2.94.gexf	5	20	1	Small	1000	24	2	94	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11274	Small.1000.24.2.94.gexf	10	20	1	Small	1000	24	2	94	gexf	10	2	10	2	2	NA
11276	Small.1000.24.5.94.gexf	2	18	1	Small	1000	24	5	94	gexf	16	1.125	16	1.125	1.125	NA
11277	Small.1000.24.5.94.gexf	3	18	1	Small	1000	24	5	94	gexf	15	1.2	15	1.2	1.2	NA
11278	Small.1000.24.5.94.gexf	5	18	1	Small	1000	24	5	94	gexf	13	1.38461538461538	13	1.38461538461538	1.38461538461538	NA
11279	Small.1000.24.5.94.gexf	10	18	1	Small	1000	24	5	94	gexf	8	2.25	8	2.25	2.25	NA
11281	Small.50.6.2.95.gexf	2	6	1	Small	50	6	2	95	gexf	4	1.5	4	1.5	1.5	NA
11282	Small.50.6.2.95.gexf	3	6	1	Small	50	6	2	95	gexf	3	2	3	2	2	NA
11283	Small.50.6.2.95.gexf	5	6	1	Small	50	6	2	95	gexf	1	6	1	6	6	NA
11286	Small.50.6.5.95.gexf	2	6	1	Small	50	6	5	95	gexf	4	1.5	4	1.5	1.5	NA
11287	Small.50.6.5.95.gexf	3	6	1	Small	50	6	5	95	gexf	3	2	2	3	3	2
